cohort,start_id,observation_noise_model,noise_parameter_name,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_epsilon,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_epsilon,log_likelihood,converged,iterations,message
2025-04-21,7,constant_log_futures,sigma_log_futures,0.3827375932483699,1.5424571156535538,0.07989653124040656,1.1874380093362833,0.3214996180046153,0.0036711990580799935,1.0544526605259787,20.32913540225404,0.04916758391822921,0.054446756960979864,1.7522578113567207,0.0009746290931266396,5634.543141561972,True,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-04-21,1,constant_log_futures,sigma_log_futures,0.35,8.0,0.09103931653029607,0.1657769122876088,0.4736483208217394,0.006193354894850541,1.0544477242035428,20.329121113261525,0.04916746106694173,0.05444682472929492,1.7522554853298014,0.0009746293872426333,5634.543141560557,True,31,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-04-21,4,constant_log_futures,sigma_log_futures,3.0,25.0,0.09103931653029607,0.37891865665739155,0.828884561438044,0.006193354894850541,1.0544473031177992,20.329082085904364,0.04916750010913742,0.05444653107162188,1.7522528555457326,0.000974628842706102,5634.543141560055,True,44,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-04-21,6,constant_log_futures,sigma_log_futures,1.2776977012389195,41.252021781482064,0.10916209622317305,0.06323239882550469,0.7066828834514401,0.006467067538661077,1.054447066072296,20.329060550625023,0.04916750732506751,0.05444680661596642,1.7522505801513784,0.0009746286437302086,5634.543141557601,True,31,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-04-21,3,constant_log_futures,sigma_log_futures,1.5,18.0,0.09103931653029607,0.30787140853413064,0.7104724812326091,0.006193354894850541,1.0544495740612339,20.32909604860112,0.049167457734437,0.054446697176889984,1.7522533447856237,0.0009746271233749909,5634.5431415574885,True,33,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-04-21,9,constant_log_futures,sigma_log_futures,2.0683765532731546,9.793361060849696,0.04327972668267157,0.08459559862312291,0.7197587726590728,0.004647666955199116,1.05444279677608,20.329079523517894,0.04916737676784709,0.054446411761861,1.7522523296757349,0.0009746292477665088,5634.543141556795,True,43,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-04-21,11,constant_log_futures,sigma_log_futures,0.683568151012932,6.521215913045797,0.08683792354146347,0.39362839905372227,0.4016425480266901,0.006434403797855521,1.0544587896653674,20.32915292116319,0.049167726564060654,0.05444711359099865,1.7522575664737976,0.0009746276845965109,5634.54314155417,True,38,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-04-21,5,constant_log_futures,sigma_log_futures,5.0,35.0,0.09103931653029607,0.4736483208217394,0.9472966416434788,0.006193354894850541,1.054453699430333,20.32920896682229,0.04916752968504821,0.054446728499326955,1.7522573937013606,0.0009746284577080045,5634.543141554147,True,34,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-04-21,0,constant_log_futures,sigma_log_futures,0.15,4.0,0.09103931653029607,0.11841208020543485,0.35523624061630454,0.006193354894850541,1.054440439120599,20.329091140833228,0.04916721700003583,0.054446632488430874,1.7522510107468832,0.0009746282411217733,5634.543141553147,True,30,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-04-21,2,constant_log_futures,sigma_log_futures,0.75,12.0,0.09103931653029607,0.2368241604108697,0.5920604010271743,0.006193354894850541,1.054457323411179,20.32927307451499,0.049167670554062085,0.054447368443242126,1.7522704701332812,0.0009746281201283212,5634.5431415423855,True,28,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-04-21,8,constant_log_futures,sigma_log_futures,1.6719627151010144,32.64543130974995,0.11027676656912903,0.1752714098475489,0.2762540366860338,0.006019220490300237,1.0544533612060183,20.329089924990207,0.04916729354966624,0.054446642858091615,1.7522440250859672,0.0009746251548197334,5634.543141514801,True,36,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-04-21,10,constant_log_futures,sigma_log_futures,3.6313873516459405,6.903432857363258,0.06782431004180614,0.35900462734075617,0.7620579598531763,0.0031317708395030715,1.0544317201903688,20.328887048958414,0.04916726429816677,0.05444604046394616,1.7522314361221762,0.00097462884376204,5634.543141504603,True,37,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
