cohort,entry_date,previous_expiry,option_contract,expiry,hedge_contract_1,hedge_contract_2,sample_start,sample_end,sample_curve_dates,optimizer_converged,calibration_log_likelihood,locked_carry,kappa_slow,kappa_fast,theta,eta_slow,eta_fast,sigma_epsilon,kappa_gap_at_bound,eta_fast_at_bound,initial_premium_points,status,exit_date,exit_reason
2026-07-20,2026-07-20,2026-07-17,IM2608,2026-08-21,IM2608,IM2703,2024-07-15,2026-07-20,488,True,5689.040975840807,0.09514984738541078,0.6838968579195613,19.00937997231339,0.08529723844514954,0.05464272935307615,1.3422128822126962,0.0010243016474949715,False,False,35.14962019054884,completed,2026-08-10,exercise
