cohort,date,scenario,elapsed_sessions,remaining_sessions,hedge_contract_1,hedge_contract_2,spot,futures_1,futures_2,filtered_slow_state,filtered_fast_state,filtered_var_slow,filtered_var_fast,filtered_cov_slow_fast,accepted_contracts,prediction_only,locked_carry,option_price_points,continuation_points,exercise_value_points,model_futures,futures_model_error,held_contracts_1,held_contracts_2,target_contracts_1,target_contracts_2,contracts_1,contracts_2,turnover_contracts,transaction_cost,daily_futures_pnl,daily_financing,option_payoff,cash,option_mark,equity,discounted_equity,discounted_pnl_change,cumulative_futures_pnl,cumulative_financing,cumulative_costs,residual_slow_exposure,residual_fast_exposure,residual_factor_variance,unhedged_factor_variance,residual_scale_exposure,hedge_condition_number,hedge_angular_separation,conditioning_warning,exercise_now,expired
2025-09-22,2025-09-22,no_hedge,0,13,IM2510,IM2603,7489.478,7395.6,7019.0,0.10543086760610818,0.09076157562341325,1.353856454612656e-05,0.00035662171568698504,-5.7689341195432695e-05,4,False,0.2507527007854619,13.744893361658944,13.744893361658944,0.0,7411.9476725234135,16.347672523413166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.744893361658944,13.744893361658944,0.0,0.0,0.0,0.0,0.0,0.0,112.42645944595039,62.52765848494907,36.57346754972637,36.57346754972637,13.744893361658944,14.672401484318325,0.43064616547161433,False,False,False
2025-09-22,2025-09-22,one_futures,0,13,IM2510,IM2603,7489.478,7395.6,7019.0,0.10543086760610818,0.09076157562341325,1.353856454612656e-05,0.00035662171568698504,-5.7689341195432695e-05,4,False,0.2507527007854619,13.744893361658944,13.744893361658944,0.0,7411.9476725234135,16.347672523413166,0.0,0.0,0.24299116557081876,0.0,0.24299116557081876,0.0,0.24299116557081876,0.0,0.0,0.0,0.0,-13.744893361658944,13.744893361658944,0.0,0.0,0.0,0.0,0.0,0.0,18.325263987557136,-0.03304123142233095,0.003761241322184242,36.57346754972637,1810.8103574572065,14.672401484318325,0.43064616547161433,False,False,False
2025-09-22,2025-09-22,two_futures,0,13,IM2510,IM2603,7489.478,7395.6,7019.0,0.10543086760610818,0.09076157562341325,1.353856454612656e-05,0.00035662171568698504,-5.7689341195432695e-05,4,False,0.2507527007854619,13.744893361658944,13.744893361658944,0.0,7411.9476725234135,16.347672523413166,0.0,0.0,0.22992152825159487,0.008211322734465738,0.22992152825159487,0.008211322734465738,0.2381328509860606,0.0,0.0,0.0,0.0,-13.744893361658944,13.744893361658944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,1.8818388814736288e-30,36.57346754972637,1771.787821972369,14.672401484318325,0.43064616547161433,False,False,False
2025-09-22,2025-09-23,no_hedge,1,12,IM2510,IM2603,7408.069,7305.6,6911.8,0.10907855004384674,0.14880427869795865,1.3322019333548026e-05,0.000351674689147749,-5.646028431932985e-05,4,False,0.2507527007854619,17.170808854398462,17.170808854398462,16.71281283745975,7321.137064128477,15.537064128476231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007886640477818304,0.0,-13.745682025706726,17.170808854398462,3.4251268286917362,3.424930310659104,3.424930310659104,0.0,-0.0007886640477818304,0.0,144.21533822961305,87.22999107712306,71.1367980568453,71.1367980568453,17.170808854398462,15.13595071433504,0.441780887270828,False,False,False
2025-09-22,2025-09-23,one_futures,1,12,IM2510,IM2603,7408.069,7305.6,6911.8,0.10907855004384674,0.14880427869795865,1.3322019333548026e-05,0.000351674689147749,-5.646028431932985e-05,4,False,0.2507527007854619,17.170808854398462,17.170808854398462,16.71281283745975,7321.137064128477,15.537064128476231,0.24299116557081876,0.0,0.36060620172518276,0.0,0.36060620172518276,0.0,0.117615036154364,0.0,-21.86920490137369,-0.0007886640477818304,0.0,-35.61488692708041,17.170808854398462,-18.44407807268195,-18.44301983626682,-18.44301983626682,-21.86920490137369,-0.0007886640477818304,0.0,16.707963502589237,-0.02926575644410434,0.0031261634800329474,71.1367980568453,2651.6154761778935,15.13595071433504,0.441780887270828,False,False,False
2025-09-22,2025-09-23,two_futures,1,12,IM2510,IM2603,7408.069,7305.6,6911.8,0.10907855004384674,0.14880427869795865,1.3322019333548026e-05,0.000351674689147749,-5.646028431932985e-05,4,False,0.2507527007854619,17.170808854398462,17.170808854398462,16.71281283745975,7321.137064128477,15.537064128476231,0.22992152825159487,0.008211322734465738,0.3479122586126044,0.00761437996447248,0.3479122586126044,0.00761437996447248,0.11858767313100277,0.0,-21.573191339778262,-0.0007886640477818304,0.0,-35.31887336548499,17.170808854398462,-18.148064511086528,-18.147023258568833,-18.147023258568833,-21.573191339778262,-0.0007886640477818304,0.0,0.0,-1.4210854715202004e-14,1.8818388814736288e-30,71.1367980568453,2611.507676813082,15.13595071433504,0.441780887270828,False,False,False
2025-09-22,2025-09-24,no_hedge,2,11,IM2510,IM2603,7534.222,7472.0,7088.2,0.11034696901070329,0.014994165018280048,1.3411841835194992e-05,0.0003530597865324045,-5.661356984169224e-05,4,False,0.2507527007854619,8.137502988966393,8.137502988966393,0.0,7482.881430212717,10.881430212716623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007887093002959021,0.0,-13.746470735007023,8.137502988966393,-5.60896774604063,-5.608324130933641,-9.033254441592746,0.0,-0.0015773733480777324,0.0,71.28843212278647,42.18676698518191,16.640966575097327,16.640966575097327,8.137502988966393,15.807357900839605,0.4531271212947396,False,False,False
2025-09-22,2025-09-24,one_futures,2,11,IM2510,IM2603,7534.222,7472.0,7088.2,0.11034696901070329,0.014994165018280048,1.3411841835194992e-05,0.0003530597865324045,-5.661356984169224e-05,4,False,0.2507527007854619,8.137502988966393,8.137502988966393,0.0,7482.881430212717,10.881430212716623,0.36060620172518276,0.0,0.1804192321459735,0.0,0.1804192321459735,0.0,0.18018696957920927,0.0,60.00487196707028,-0.002043535744231727,0.0,24.38794150424563,8.137502988966393,32.52544449321202,32.52171227930294,50.96473211556976,38.135667065696595,-0.0028321997920135573,0.0,11.398378754692644,-0.0193880636096182,0.0014547474698212643,16.640966575097327,1356.2300055836804,15.807357900839605,0.4531271212947396,False,False,False
2025-09-22,2025-09-24,two_futures,2,11,IM2510,IM2603,7534.222,7472.0,7088.2,0.11034696901070329,0.014994165018280048,1.3411841835194992e-05,0.0003530597865324045,-5.661356984169224e-05,4,False,0.2507527007854619,8.137502988966393,8.137502988966393,0.0,7482.881430212717,10.881430212716623,0.3479122586126044,0.00761437996447248,0.17144916047691128,0.005073877548592778,0.17144916047691128,0.005073877548592778,0.1790036005515728,0.0,59.235776458870184,-0.0020265508722837654,0.0,23.914876542512907,8.137502988966393,32.0523795314793,32.04870160059871,50.19572485916754,37.66258511909192,-0.0028152149200655957,0.0,0.0,-7.105427357601002e-15,4.704597203684072e-31,16.640966575097327,1325.1702889123828,15.807357900839605,0.4531271212947396,False,False,False
2025-09-22,2025-09-25,no_hedge,3,10,IM2510,IM2603,7506.512,7444.6,7066.2,0.1106685030844654,0.012697707968850282,1.3603962569472747e-05,0.00035656312799709107,-5.722125701281071e-05,4,False,0.2507527007854619,7.026900465791436,7.026900465791436,0.0,7460.237474374812,15.637474374811973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007887545554065042,0.0,-13.74725948956243,7.026900465791436,-6.720359023770993,-6.719202340213834,-1.1108782092801928,0.0,-0.0023661279034842366,0.0,64.2007916635597,39.897909380407675,14.879494967447005,14.879494967447005,7.026900465791436,16.60786845354661,0.46467547796810166,False,False,False
