scenario,completed_cohorts,sum_cohort_pnl,mean_cohort_pnl,median_cohort_pnl,std_cohort_pnl,worst_cohort_pnl,fifth_percentile_cohort_pnl,mean_pnl_below_fifth_percentile,daily_discounted_pnl_variance,total_costs,total_turnover_contracts,variance_reduction_vs_no_hedge
no_hedge,1,0.08292487986504504,0.08292487986504504,0.08292487986504504,,0.08292487986504504,0.08292487986504504,0.08292487986504504,32.94278665663535,0.0,0.0,0.0
one_futures,1,29.426355830317284,29.426355830317284,29.426355830317284,,29.426355830317284,29.426355830317284,29.426355830317284,464.0869062683725,0.0,0.8214385384744669,-13.08766389758032
two_futures,1,29.050248249337,29.050248249337,29.050248249337,,29.050248249337,29.050248249337,29.050248249337,449.874494550915,0.0,0.8149952128587478,-12.656236773166277
