scenario,completed_cohorts,sum_cohort_pnl,mean_cohort_pnl,median_cohort_pnl,std_cohort_pnl,worst_cohort_pnl,fifth_percentile_cohort_pnl,mean_pnl_below_fifth_percentile,daily_discounted_pnl_variance,total_costs,total_turnover_contracts,variance_reduction_vs_no_hedge
no_hedge,1,-13.420469289450654,-13.420469289450654,-13.420469289450654,,-13.420469289450654,-13.420469289450654,-13.420469289450654,5.4560888063094275,0.0,0.0,0.0
one_futures,1,99.92924441003248,99.92924441003248,99.92924441003248,,99.92924441003248,99.92924441003248,99.92924441003248,627.1334210602787,0.0,1.3727345573609047,-113.94193795655615
two_futures,1,98.97076194423884,98.97076194423884,98.97076194423884,,98.97076194423884,98.97076194423884,98.97076194423884,616.7711757039406,0.0,1.3767633198176372,-112.04273035121892
