cohort,entry_date,previous_expiry,option_contract,expiry,hedge_contract_1,hedge_contract_2,sample_start,sample_end,sample_curve_dates,optimizer_converged,calibration_log_likelihood,locked_carry,kappa_slow,kappa_fast,theta,eta_slow,eta_fast,sigma_epsilon,kappa_gap_at_bound,eta_fast_at_bound,initial_premium_points,status,exit_date,exit_reason
2024-09-23,2024-09-23,2024-09-20,IM2410,2024-10-18,IM2410,IM2503,2022-09-19,2024-09-23,488,True,5842.930025087587,0.13976383393055444,0.9696502055967376,15.625070513811991,0.04427943973745125,0.056699709556069774,1.1901534129328208,0.0008757915436001578,False,False,9.263830768243354,completed,2024-10-15,exercise
