cohort,entry_date,previous_expiry,option_contract,expiry,hedge_contract_1,hedge_contract_2,sample_start,sample_end,sample_curve_dates,optimizer_converged,calibration_log_likelihood,locked_carry,kappa_slow,kappa_fast,theta,eta_slow,eta_fast,sigma_epsilon,kappa_gap_at_bound,eta_fast_at_bound,initial_premium_points,status,exit_date,exit_reason
2025-10-20,2025-10-20,2025-10-17,IM2511,2025-11-21,IM2511,IM2606,2023-10-16,2025-10-20,488,True,5481.510518472871,0.1576757970209291,0.6260737033514165,17.034769896055874,0.0474008696041515,0.052176061040845274,1.5467153565105989,0.0011083574142063102,False,False,39.23039618715104,completed,2025-11-11,exercise
