date,row_index,within_date_order,innovation,innovation_variance,innovation_model_units,innovation_variance_model_units,carry_innovation,standardized_innovation,observation_noise_model
2023-06-19,881,1,-0.0017694451581413556,2.0305036140447016e-05,-0.0017694451581413556,2.0305036140447016e-05,0.010279633775868827,0.3328212072687146,constant_log_futures
2023-06-19,882,2,-0.0029653678370635886,2.2238529641092102e-05,-0.0029653678370635886,2.2238529641092102e-05,0.011670157294250251,-0.7042617699998721,constant_log_futures
2023-06-19,883,3,-0.003128468019631854,2.4462778702583908e-05,-0.003128468019631854,2.4462778702583908e-05,0.006308646254464235,-0.3239361698075674,constant_log_futures
2023-06-20,884,0,-8.515323606672447e-06,1.3495801367342463e-05,-8.515323606672447e-06,1.3495801367342463e-05,9.893995047752748e-05,-0.0023179380155607015,constant_log_futures
2023-06-20,885,1,0.0007888185366007857,2.0024526812707868e-05,0.0007888185366007857,2.0024526812707868e-05,-0.004694432266599798,0.5211323131395376,constant_log_futures
2023-06-20,886,2,-0.0001347823867123097,2.2097025101019213e-05,-0.0001347823867123097,2.2097025101019213e-05,0.0005391295468492388,-0.49457456104395936,constant_log_futures
2023-06-20,887,3,-0.00018366099273808487,2.442079306104352e-05,-0.00018366099273808487,2.442079306104352e-05,0.0003734440185674392,-0.22799084051849733,constant_log_futures
2023-06-21,888,0,0.0020943263177012174,1.294681154766022e-05,0.0020943263177012174,1.294681154766022e-05,-0.025550781075954855,0.5820535426996676,constant_log_futures
2023-06-21,889,1,0.0034281685014034263,1.9845420938117137e-05,0.0034281685014034263,1.9845420938117137e-05,-0.0209118278585609,0.6445004114968934,constant_log_futures
2023-06-21,890,2,0.00312885133850162,2.20378679986591e-05,0.00312885133850162,2.20378679986591e-05,-0.012723995443239922,-0.06572866131340063,constant_log_futures
2023-06-21,891,3,0.0038245042277993205,2.438499173950231e-05,0.0038245042277993205,2.438499173950231e-05,-0.007841840601538103,0.3388202789925892,constant_log_futures
2023-06-26,892,0,0.004041934194102516,1.2374698762836156e-05,0.004041934194102516,1.2374698762836156e-05,-0.05190694438742178,1.1490050057130117,constant_log_futures
2023-06-26,893,1,0.006346881339194246,1.9656462522045948e-05,0.006346881339194246,1.9656462522045948e-05,-0.03970869350675374,1.011313016506581,constant_log_futures
2023-06-26,894,2,0.00541802040366311,2.1976024863396394e-05,0.00541802040366311,2.1976024863396394e-05,-0.02240672844904744,-0.5098699912772238,constant_log_futures
2023-06-26,895,3,0.005603806595158245,2.4354519107796642e-05,0.005603806595158245,2.4354519107796642e-05,-0.011587532281513659,-0.17833636339317974,constant_log_futures
2023-06-27,896,0,-0.0054448028248200294,1.1778162004144127e-05,-0.0054448028248200294,1.1778162004144127e-05,0.07380732718089374,-1.5865121239449818,constant_log_futures
2023-06-27,897,1,-0.006185662351052808,1.9456261840142367e-05,-0.006185662351052808,1.9456261840142367e-05,0.03971846351728645,0.2207904865074438,constant_log_futures
2023-06-27,898,2,-0.007142032133118654,2.19112667331568e-05,-0.007142032133118654,2.19112667331568e-05,0.030045790353119856,-0.3507361055261412,constant_log_futures
2023-06-27,899,3,-0.008155935522696545,2.4325560488701348e-05,-0.008155935522696545,2.4325560488701348e-05,0.017008959551606473,-0.7000735215472469,constant_log_futures
