date,mean_standardized_innovation,innovation_rms,n,model,sample
2022-07-22,-0.8287488209360523,0.8459928921928123,4,two_factor_ou,full
2022-07-25,0.06812428121747163,0.7102250001675586,4,two_factor_ou,full
2022-07-26,0.13119594490056255,0.662118502760381,4,two_factor_ou,full
2022-07-27,0.38315041927572346,0.5085260868465892,4,two_factor_ou,full
2022-07-28,0.67489008854023,0.8381424498193127,4,two_factor_ou,full
2022-07-29,0.028657115323126897,0.28777290065714883,4,two_factor_ou,full
2022-08-01,-0.3903369869641369,0.6678950212444207,4,two_factor_ou,full
2022-08-02,0.3154653447225156,1.1166487658492845,4,two_factor_ou,full
2022-08-03,-0.4425345372557965,0.9472068292973841,4,two_factor_ou,full
2022-08-04,-0.07932752125439979,1.6102599080915398,4,two_factor_ou,full
2022-08-05,0.557743555677464,1.0839333173537495,4,two_factor_ou,full
2022-08-08,-0.30864051359610634,1.011541560022373,4,two_factor_ou,full
2022-08-09,-0.050300028427250135,0.8780139142216488,4,two_factor_ou,full
2022-08-10,0.0997846176296637,1.0118654911680451,4,two_factor_ou,full
2022-08-11,0.3443707971319694,0.675951688958292,4,two_factor_ou,full
2022-08-12,0.17704012878657807,0.2648556802570335,3,two_factor_ou,full
2022-08-15,-0.048019076179828986,0.3625058723978343,3,two_factor_ou,full
2022-08-16,-0.23094766771992936,0.6030634846721077,3,two_factor_ou,full
2022-08-17,0.22305096930457513,0.7288770868168765,3,two_factor_ou,full
2022-08-18,0.238635259240928,0.31456932290864226,3,two_factor_ou,full
2022-08-19,0.057654021994499295,0.5365052824074628,3,two_factor_ou,full
2022-08-22,-0.08993926632328246,0.5735994521619514,4,two_factor_ou,full
2022-08-23,-0.3093424904149448,0.7732749604128228,4,two_factor_ou,full
2022-08-24,-0.3873484043543492,0.836230568714165,4,two_factor_ou,full
2022-08-25,-0.17971054812470605,1.1431470092779006,4,two_factor_ou,full
2022-08-26,0.14352540373383327,0.9646904574450469,4,two_factor_ou,full
2022-08-29,0.11272013459106661,1.2648637718312803,4,two_factor_ou,full
2022-08-30,0.08271280677643517,0.873559315007649,4,two_factor_ou,full
2022-08-31,-0.11466079631492038,0.8236613575263085,4,two_factor_ou,full
2022-09-01,0.08694891067859895,0.5246393377425511,4,two_factor_ou,full
2022-09-02,0.3003808846481087,0.9862382484381587,4,two_factor_ou,full
2022-09-05,0.3768512732834806,1.1165734333980484,4,two_factor_ou,full
2022-09-06,0.4728389687798583,1.1212583617239733,4,two_factor_ou,full
2022-09-07,0.25328235156027074,1.3608802119255545,4,two_factor_ou,full
2022-09-08,0.09744574115648641,0.6071339395746568,3,two_factor_ou,full
2022-09-09,0.56505112432841,0.7112866887007049,3,two_factor_ou,full
2022-09-13,-0.21942591541271791,0.4024315732869483,3,two_factor_ou,full
2022-09-14,-0.176253072599866,0.4573439483382924,3,two_factor_ou,full
2022-09-15,-0.7471533897247783,1.1548294731216033,3,two_factor_ou,full
2022-09-16,0.07976675769123534,0.4114064702327129,3,two_factor_ou,full
2022-09-19,-0.6887103165327364,1.0203565875453535,4,two_factor_ou,full
2022-09-20,-0.4271427434215078,0.760433496674843,4,two_factor_ou,full
2022-09-21,-0.1207024928252308,0.626149403645454,4,two_factor_ou,full
2022-09-22,0.836825182315672,1.1289554718979469,4,two_factor_ou,full
2022-09-23,0.7406209957157893,1.0036936313383316,4,two_factor_ou,full
2022-09-26,0.4510122924067548,0.7351179218581149,4,two_factor_ou,full
2022-09-27,0.1616879833485903,0.8668578946443419,4,two_factor_ou,full
2022-09-28,0.6401146079965232,1.130681014623564,4,two_factor_ou,full
2022-09-29,-0.03532995281889412,0.8633523327711562,4,two_factor_ou,full
2022-09-30,-0.6313812187689487,0.8383383065008946,4,two_factor_ou,full
2022-10-10,-0.3036046846590221,0.6422120053542024,4,two_factor_ou,full
2022-10-11,-0.26871025765502854,0.38370102904459596,4,two_factor_ou,full
2022-10-12,-0.39005147122919276,0.9891962645651212,4,two_factor_ou,full
2022-10-13,0.4203202586803181,0.6464735633184211,4,two_factor_ou,full
2022-10-14,0.04022883290664473,0.6538054362802841,3,two_factor_ou,full
2022-10-17,-0.19188304189678132,0.986806018532215,3,two_factor_ou,full
2022-10-18,-0.20672246679190978,0.32200512993519836,3,two_factor_ou,full
2022-10-19,-0.05607175780250806,0.5269016851636618,3,two_factor_ou,full
2022-10-20,-0.2127569405790183,0.47776894681968896,3,two_factor_ou,full
2022-10-21,-0.13592721487364282,0.3042601955589646,3,two_factor_ou,full
2022-10-24,0.10567571529630138,1.0970158484563204,4,two_factor_ou,full
2022-10-25,0.29942764148033185,0.4115496857216375,4,two_factor_ou,full
2022-10-26,0.38179631007598497,0.5787770065997352,4,two_factor_ou,full
2022-10-27,0.6503748021611109,0.9357105756726113,4,two_factor_ou,full
2022-10-28,0.4839379332769047,1.5805137270400076,4,two_factor_ou,full
2022-10-31,-0.5563923977099681,0.8059285859626113,4,two_factor_ou,full
2022-11-01,0.12365582816229374,1.2682900591182877,4,two_factor_ou,full
2022-11-02,0.20737217034215488,0.8711728775726302,4,two_factor_ou,full
2022-11-03,-0.38314817926034345,0.5753081082456325,4,two_factor_ou,full
2022-11-04,0.6473949743372899,1.4819161905340659,4,two_factor_ou,full
2022-11-07,0.45247464259128517,1.4662715433772466,4,two_factor_ou,full
2022-11-08,0.3311998454099276,0.7417804976140663,4,two_factor_ou,full
2022-11-09,0.5900297849856779,1.0561935290090132,4,two_factor_ou,full
2022-11-10,0.43211246446212753,0.8720602289939402,4,two_factor_ou,full
2022-11-11,0.5738523304719433,1.2714828751156868,3,two_factor_ou,full
2022-11-14,0.48558171075881823,1.0644408881749918,3,two_factor_ou,full
2022-11-15,0.25537098368248695,0.4266483052433119,3,two_factor_ou,full
2022-11-16,-0.10463499717997633,0.8310092068218866,3,two_factor_ou,full
2022-11-17,0.3872789566794006,0.8551119508226807,3,two_factor_ou,full
2022-11-18,0.3050973256745028,1.1357343162244253,3,two_factor_ou,full
2022-11-21,0.40951079507611465,0.9670932525400852,4,two_factor_ou,full
2022-11-22,-0.7963599919289649,1.5812790747814207,4,two_factor_ou,full
2022-11-23,0.14905174527660886,0.8012032924459063,4,two_factor_ou,full
2022-11-24,-0.11661510422468696,0.9779033296742518,4,two_factor_ou,full
