date,mean_carry_residual,mean_abs_carry_residual,carry_rmse,mean_futures_residual,futures_rmse,n_contracts
2022-07-22,0.0005164821978217195,0.0013748181882222259,0.0018772001456429622,-0.13121972015255778,1.5008225642104407,4
2022-07-25,0.0012245868965011543,0.002549188112728435,0.003105110979721927,-0.17507779639868204,4.269329573466814,4
2022-07-26,-0.0012066581720402737,0.0017517083536109472,0.002542008199816894,0.5755939366865732,2.1997340603694466,4
2022-07-27,0.0005935840260006854,0.001008439506293448,0.00132460505528264,-0.027048263000551742,2.2276529964525396,4
2022-07-28,0.0022968393773523006,0.0028907646537899463,0.00409719383158405,-0.3389519514287258,3.388057661476631,4
2022-07-29,0.0011230522701008126,0.0021057468814711273,0.0031908060819602108,-0.22952897572190523,1.781918061758659,4
2022-08-01,0.0012830951126061967,0.002782020715503899,0.0037660228047328146,-0.4717526462402475,3.188226342327719,4
2022-08-02,-0.00019340705641327817,0.0026689994761803313,0.0028876155705533494,0.4765804050537099,5.669832678778981,4
2022-08-03,0.003585132245121924,0.005916452720422839,0.00904680765622016,-0.9087223313495087,4.843988871400114,4
2022-08-04,0.01176518811365574,0.014667607821830166,0.026137165656226685,-2.4055550384371145,9.072602134881318,4
2022-08-05,-0.005542894824202352,0.006612640922048017,0.012090071712475245,1.512485710283272,3.630706533786758,4
2022-08-08,0.00808953882076243,0.009638586164803627,0.017397625544213827,-1.6388439637005376,5.3532187749744615,4
2022-08-09,0.009412319352811022,0.012276040066023532,0.02149349346384912,-1.4676295024733008,5.711638883224919,4
2022-08-10,0.012866243549262916,0.015880934460215188,0.028414005034105873,-1.6887903094188914,6.806977949260741,4
2022-08-11,-0.006066308954661141,0.007002155459708392,0.012717168437833467,1.121307067818634,2.5650938386394375,4
2022-08-12,0.0005923406176913901,0.001019847019278583,0.0014398908012182596,-0.035095451038614556,1.3022681541792052,3
2022-08-15,0.0009966754005520894,0.00149408675999739,0.0021475069559351856,-0.35413511204145226,1.778624279851895,3
2022-08-16,-9.64264350445295e-06,0.001273005967051169,0.0013540339469117347,0.012631819816003068,3.516666930107183,3
2022-08-17,0.001440162896549746,0.0032005229907747235,0.003975348616731246,-0.08460732911407831,4.514285979608133,3
2022-08-18,0.0003639294353882892,0.0007740131467536502,0.0010410191277376649,0.12654722493061854,1.0200296891509508,3
2022-08-19,0.002236701417745693,0.0029037414139906764,0.004482226408041864,-0.623618644790137,2.7671886216643413,3
2022-08-22,0.00141441102080141,0.0025347916749329617,0.003716010336041498,-0.4260877173319386,3.4716411297118412,4
2022-08-23,0.00013189664102707457,0.0022897538248978742,0.0023763209194513,-0.06962572789507249,4.324857714722219,4
2022-08-24,0.0017736639216679381,0.004285889544546215,0.005798355809200796,-0.623976543944309,4.152001066005491,4
2022-08-25,0.0033549490053255,0.007903080540537788,0.010973794147009289,-0.7479169190723951,6.935396340774788,4
2022-08-26,0.0039888744441702005,0.00715319471387461,0.010785048975794869,-0.7013403616542746,6.123247633980659,4
2022-08-29,0.0061418718287549814,0.009711106767635792,0.015328955656273988,-1.1605036248581655,8.137765095267978,4
2022-08-30,-0.0004604354051406037,0.001959866637302285,0.0020208722426678506,0.4043293741656271,3.837066404596603,4
2022-08-31,0.0037972352618559357,0.006125516268389801,0.009446343754351202,-0.6774658966435254,4.842890255533997,4
2022-09-01,0.0033695846818610313,0.004750859144226394,0.007882264394856517,-0.48432717654486623,3.1380563144661853,4
2022-09-02,0.01046149718096169,0.011660383797070475,0.022136535814540167,-1.6779417412030853,5.690206159595557,4
2022-09-05,0.013085036579051124,0.015304830260537212,0.028191137073266273,-1.7712836028858874,7.0518000786359085,4
2022-09-06,0.015448239476499027,0.01715959320590649,0.03181754189595436,-1.9783115521879608,7.053055588810908,4
2022-09-07,0.022418854112092053,0.024534370976746205,0.04582400490823661,-2.776135942057408,8.780281555704946,4
2022-09-08,-3.0871209352472305e-05,0.0016642940489479906,0.001803789737668739,0.2053788154174375,3.1513765861851035,3
2022-09-09,0.0008244963323670399,0.0022654823618070605,0.002948959553692883,0.22865169774771252,2.8539002204742596,3
2022-09-13,0.000670414213874107,0.001149902005444269,0.0015041709323756907,-0.3796967297012088,1.259104074891169,3
2022-09-14,-0.00014630121305483912,0.0010987745659971997,0.0012319552499246822,0.00930243079559053,2.441863526522768,3
2022-09-15,0.001757280300531359,0.0033428915088060582,0.004114228563211376,-1.0077739601792928,3.5618201226849995,3
2022-09-16,0.0015506601670061033,0.002309161818415386,0.003396774755261737,-0.37841093114669394,1.9868487502371641,3
2022-09-19,-0.0007173915390338986,0.002310212517249305,0.0028634730222404227,-0.1027684100110946,4.170409109979554,4
2022-09-20,-0.0013782584404543191,0.0025742077426399307,0.0030986052206947667,0.2245815479795965,3.4995561255847742,4
2022-09-21,-0.0024327860858443656,0.003476748442797939,0.005064555607003297,0.6334868977442056,2.76100732261638,4
2022-09-22,0.0011845491450877023,0.0025689002365739573,0.00261641389325951,0.08740500730914391,4.788427458691323,4
2022-09-23,0.001988323468270492,0.0032252628769631475,0.0034549922431644526,-0.16430713766089866,4.1771134600278295,4
2022-09-26,0.0003368376402286856,0.0023666300814555556,0.002473021358282015,0.06769159630994181,3.2402615966513966,4
2022-09-27,-0.0034835210388178897,0.006475219228819121,0.009547095929064702,0.7621279404113466,4.883249273673306,4
2022-09-28,0.00043293062270169033,0.004029083458981678,0.004169941262513906,0.07833659658899705,5.057068081779298,4
