date,contract,expiry,futures_price,volume,hold,price_source,spot,spot_duplicate,risk_free_rate,quality_flags,exclusion_reasons,sessions_to_expiry,tau,implied_carry,excluded,delta,n_contracts,predicted_state,predicted_variance,predicted_std,filtered_state,filtered_variance,filtered_std,maturity_loading,predicted_carry,fitted_carry,predicted_futures_price,fitted_futures_price,carry_residual,carry_prediction_error,futures_residual,futures_prediction_error,observation_noise_model,observation_noise_carry_sd,marginal_prediction_variance,standardized_marginal_prediction_error
2022-07-27,IM2208,2022-08-19,7066.2,19290,21390,close,7099.434,False,0.014,,,17.0,0.06967213114754098,0.08134700645772011,False,0.004098360655737705,4,0.12041037606694857,0.0002514956584922811,0.015858614646061652,0.11285021538175055,3.337262578390087e-05,0.005776904515733394,0.931875558628105,0.11795906018019132,0.11091393121835418,7048.198225327811,7051.658676638871,-0.029566924760634064,-0.03661205372247121,14.541323361128889,18.00177467218873,constant_log_futures,0.04171408116129902,0.001958461399277888,-0.8273067788101666
2022-07-27,IM2209,2022-09-16,7015.0,5374,7206,close,7099.434,False,0.014,,,36.0,0.14754098360655737,0.09509169881378786,False,0.004098360655737705,4,0.12041037606694857,0.0002514956584922811,0.015858614646061652,0.11285021538175055,3.337262578390087e-05,0.005776904515733394,0.8629452686536845,0.11547874751280862,0.10895474261925539,6993.931107308599,7000.666413381801,-0.013863043805467531,-0.020387048699020763,14.333586618198751,21.068892691400833,constant_log_futures,0.019698316103946758,0.0005753060702987417,-0.8499725143039636
2022-07-27,IM2212,2022-12-16,6856.6,2693,4272,close,7099.434,False,0.014,,,96.0,0.39344262295081966,0.10245856670700011,False,0.004098360655737705,4,0.12041037606694857,0.0002514956584922811,0.015858614646061652,0.11285021538175055,3.337262578390087e-05,0.005776904515733394,0.6864115358689218,0.10912654946157621,0.1039371679542336,6838.635499982128,6852.612368930699,-0.0014786012472334936,-0.006667982754576099,3.987631069301642,17.964500017872524,constant_log_futures,0.007386868538980035,0.0001730607216022818,-0.5068683956055887
2022-07-27,IM2303,2023-03-17,6715.0,1124,3785,close,7099.434,False,0.014,,,155.0,0.6352459016393442,0.10163729516533461,False,0.004098360655737705,4,0.12041037606694857,0.0002514956584922811,0.015858614646061652,0.11285021538175055,3.337262578390087e-05,0.005776904515733394,0.5591268604425873,0.10454647598530348,0.10031938707694722,6702.601836240977,6720.624123122698,0.0013179080883873873,-0.002909180819968868,-5.624123122697711,12.398163759023191,constant_log_futures,0.00457509277252957,9.95547624089517e-05,-0.291567891029449
2022-07-28,IM2208,2022-08-19,7119.0,22464,24584,close,7150.198,False,0.014,,,16.0,0.06557377049180328,0.08068493325382547,False,0.004098360655737705,4,0.11261244549565602,0.00025188871668286195,0.01587100238431278,0.10442618323959167,3.377983803535396e-05,0.005812042501165486,0.93570720533714,0.11080035417032491,0.10314040959254603,7104.955401154273,7108.525055917206,-0.022455476338720554,-0.030115420916499436,10.474944082793627,14.044598845726796,constant_log_futures,0.044321211233880206,0.002184910420833555,-0.6442762460811141
2022-07-28,IM2209,2022-09-16,7074.0,7766,9682,close,7150.198,False,0.014,,,35.0,0.14344262295081966,0.08869159184692438,False,0.004098360655737705,4,0.11261244549565602,0.00025188871668286195,0.01587100238431278,0.10442618323959167,3.377983803535396e-05,0.005812042501165486,0.8663969168180645,0.10884684486589634,0.10175429248697809,7053.577736287191,7060.7575167594105,-0.013062700640053715,-0.02015525301897196,13.242483240589536,20.42226371280867,constant_log_futures,0.020261125135488094,0.0005995918492470724,-0.8231147689408314
2022-07-28,IM2212,2022-12-16,6923.0,3256,5135,close,7150.198,False,0.014,,,95.0,0.38934426229508196,0.0969364910733481,False,0.004098360655737705,4,0.11261244549565602,0.00025188871668286195,0.01587100238431278,0.10442618323959167,3.377983803535396e-05,0.005812042501165486,0.6889178213393946,0.10384459957494319,0.09820493761658242,6904.404693316402,6919.581834839158,-0.0012684465432343112,-0.006908108501595081,3.4181651608423635,18.59530668359821,constant_log_futures,0.007464625049916666,0.00017526896787833636,-0.5218030767721106
2022-07-28,IM2303,2023-03-17,6787.6,1449,3892,close,7150.198,False,0.014,,,154.0,0.6311475409836066,0.09645715483980874,False,0.004098360655737705,4,0.11261244549565602,0.00025188871668286195,0.01587100238431278,0.10442618323959167,3.377983803535396e-05,0.005812042501165486,0.5609841464994332,0.100238791122987,0.09564642777824821,6771.418874951549,6791.0740248581715,0.0008107270615605316,-0.0037816362831782635,-3.4740248581711057,16.181125048451577,constant_log_futures,0.004604801167156385,0.0001004743821528018,-0.377269836674157
2022-07-29,IM2208,2022-08-19,7087.0,25025,25557,close,7117.434,False,0.014,,,15.0,0.06147540983606557,0.08370506404931596,False,0.004098360655737705,4,0.10425888440076403,0.0002522891443820591,0.015883612447489995,0.10565023116706283,3.419326452183672e-05,0.0058475007072968125,0.9395601273297596,0.10306027578525767,0.10436752973016122,7078.572409190803,7078.00356985315,-0.02066246568084526,-0.019355211735941708,8.996430146849889,8.427590809196772,constant_log_futures,0.04727595864947222,0.002457730369830237,-0.39041887763510863
2022-07-29,IM2209,2022-09-16,7044.8,9450,11829,close,7117.434,False,0.014,,,34.0,0.13934426229508196,0.08761272735525831,False,0.004098360655737705,4,0.10425888440076403,0.0002522891443820591,0.015883612447489995,0.10565023116706283,3.419326452183672e-05,0.0058475007072968125,0.8698674646183722,0.10167817118654005,0.10288845847054537,7031.006144448464,7029.820489227853,-0.015275731115287058,-0.014065443831281735,14.979510772147478,13.79385555153658,constant_log_futures,0.02085704058064951,0.0006259156188030838,-0.5622060907920958
2022-07-29,IM2212,2022-12-16,6891.8,3417,5281,close,7117.434,False,0.014,,,94.0,0.38524590163934425,0.09762183213146755,False,0.004098360655737705,4,0.10425888440076403,0.0002522891443820591,0.015883612447489995,0.10565023116706283,3.419326452183672e-05,0.0058475007072968125,0.6914371979667197,0.09813964528588787,0.09910167419537756,6890.425323669397,6887.872083288111,-0.0014798420639100113,-0.0005178131544203157,3.9279167118893383,1.3746763306035064,constant_log_futures,0.007544035954703014,0.00017752823467352097,-0.03886327195791186
2022-07-29,IM2303,2023-03-17,6749.0,1392,4053,close,7117.434,False,0.014,,,153.0,0.6270491803278688,0.09876675054281711,False,0.004098360655737705,4,0.10425888440076403,0.0002522891443820591,0.015883612447489995,0.10565023116706283,3.419326452183672e-05,0.0058475007072968125,0.5628506524692649,0.09558959124933564,0.09637271168455792,6762.458997189371,6759.13907290336,0.002394038858259187,0.003177159293481474,-10.139072903360102,-13.458997189371075,constant_log_futures,0.004634897906811002,0.00010140769575482921,0.31550302849113293
2022-08-01,IM2208,2022-08-19,7136.6,22084,24149,close,7180.454,False,0.014,,,14.0,0.05737704918032787,0.12076986505582013,False,0.004098360655737705,4,0.1054726925834315,0.00025269568278108497,0.01589640471242114,0.11863957766545948,3.461280643885368e-05,0.0058832649471916255,0.9434344581863227,0.10428225774027552,0.11670435083364016,7143.354491196849,7138.264928946214,0.004065514222179975,0.016487607315544606,-1.6649289462138768,-6.754491196848903,constant_log_futures,0.05065281283872023,0.0027906239352344674,0.31210949278262073
2022-08-01,IM2209,2022-09-16,7087.4,6742,10961,close,7180.454,False,0.014,,,33.0,0.13524590163934427,0.11044693476029026,False,0.004098360655737705,4,0.1054726925834315,0.00025269568278108497,0.01589640471242114,0.11863957766545948,3.461280643885368e-05,0.0058832649471916255,0.8733570297293027,0.10280746213363579,0.1143068537796628,7094.726538132457,7083.701071837617,-0.0038599190193725486,0.007639472626654473,3.698928162382799,-7.3265381324572445,constant_log_futures,0.02148907211339646,0.0006545244844233441,0.2986073067552932
2022-08-01,IM2212,2022-12-16,6930.0,2555,5512,close,7180.454,False,0.014,,,93.0,0.38114754098360654,0.10714712870891006,False,0.004098360655737705,4,0.1054726925834315,0.00025269568278108497,0.01589640471242114,0.11863957766545948,3.461280643885368e-05,0.0058832649471916255,0.6939697449801032,0.09903221544921428,0.10816963533177157,6951.467528288679,6927.299725834891,-0.0010225066228615048,0.00811491325969578,2.700274165108567,-21.467528288679205,constant_log_futures,0.0076251546208826165,0.00017983970940130766,0.6051194131070536
2022-08-01,IM2303,2023-03-17,6778.6,1435,4309,close,7180.454,False,0.014,,,152.0,0.6229508196721312,0.10645034998805881,False,0.004098360655737705,4,0.1054726925834315,0.00025269568278108497,0.01589640471242114,0.11863957766545948,3.461280643885368e-05,0.0058832649471916255,0.5647264324554515,0.09631226019834738,0.10374794823727193,6821.545931213775,6790.021135741135,0.002702401750786884,0.010138089789711438,-11.421135741135004,-42.9459312137742,constant_log_futures,0.0046653906561979165,0.00010235455207094803,1.0020803643940686
2022-08-02,IM2208,2022-08-19,6948.2,37753,31769,close,6957.982,False,0.014,,,13.0,0.05327868852459016,0.04040561523891662,False,0.004098360655737705,4,0.11835337700224355,0.00025310823472162304,0.015909375686104815,0.10005581468819699,3.503836533237185e-05,0.0059193213574169,0.9473303323841067,0.11656651036101351,0.09923267457222887,6920.0630483239975,6926.456844851052,-0.05882705933331225,-0.0761608951220969,21.743155148948063,28.136951676002354,constant_log_futures,0.05454918305708333,0.0032027614997361753,-1.3457665830768164
2022-08-02,IM2209,2022-09-16,6905.0,14493,14621,close,6957.982,False,0.014,,,32.0,0.13114754098360656,0.0722832347259264,False,0.004098360655737705,4,0.11835337700224355,0.00025310823472162304,0.015909375686104815,0.10005581468819699,3.503836533237185e-05,0.0059193213574169,0.8768657306112841,0.11417593430472144,0.0981314289578095,6867.167094599991,6881.632183264591,-0.0258481942318831,-0.04189269957879503,23.36781673540918,37.83290540000871,constant_log_futures,0.022160605616940103,0.0006857057201931946,-1.599813882692319
2022-08-02,IM2212,2022-12-16,6767.0,4260,6575,close,6957.982,False,0.014,,,92.0,0.3770491803278688,0.08781432974298246,False,0.004098360655737705,4,0.11835337700224355,0.00025310823472162304,0.015909375686104815,0.10005581468819699,3.503836533237185e-05,0.0059193213574169,0.6965155421279207,0.10805738922692358,0.09531285269213603,6715.546611757899,6747.894601346213,-0.007498522949153569,-0.020243059483941117,19.105398653787233,51.45338824210103,constant_log_futures,0.007708036736326993,0.00018220521546894402,-1.4996701569755528
