date,delta,n_contracts,predicted_slow_state,predicted_fast_state,predicted_instantaneous_carry,predicted_var_slow,predicted_var_fast,predicted_cov_slow_fast,filtered_slow_state,filtered_fast_state,filtered_instantaneous_carry,filtered_var_slow,filtered_var_fast,filtered_cov_slow_fast,filtered_instantaneous_variance,filtered_instantaneous_std,nearest_contract_sessions,weak_instantaneous_observability
2022-07-22,,4,0.0,0.0,0.03441962222192964,0.0032243455848399967,0.045962383668059145,0.0,0.08435636867851942,0.05314866763614157,0.1719246585365906,8.156935428871564e-06,0.0003412931041907666,-4.638043119518137e-05,0.0002566891772292754,0.016021522313103564,20.0,False
2022-07-25,0.004098360655737705,4,0.08423846292803298,0.049625894503415736,0.16828397965337838,1.7141251172290842e-05,0.006188537007764291,-4.324573728266264e-05,0.08386076032752987,0.03940788440718188,0.1576882669566414,5.568448563258948e-06,0.0002545607065148857,-3.1397680298010346e-05,0.00019733379448212395,0.014047554750992215,19.0,False
2022-07-26,0.004098360655737705,4,0.08374354729385292,0.03679587092534658,0.15495904044112913,1.4559995158420278e-05,0.006112921080065002,-2.92756190156735e-05,0.08479849433132304,-0.050142971930750714,0.06907514462250197,5.307801957293718e-06,0.00024586026256578127,-2.981533688248214e-05,0.00019153739075811072,0.013839703420164419,18.0,False
2022-07-27,0.004098360655737705,4,0.0846799706173358,-0.0468194208020192,0.07228017203724624,1.4300076660057153e-05,0.006105335769866779,-2.780022075232158e-05,0.08176629806982703,-0.05807103829009671,0.058114882001659963,5.333360038734957e-06,0.00024683136464637156,-2.989162781382218e-05,0.00019238146905746216,0.013870164709096362,17.0,False
2022-07-28,0.004098360655737705,4,0.08165201248725103,-0.05422200307291404,0.061849631636266625,1.4325563345850159e-05,0.0061061824060336806,-2.7871355441861156e-05,0.0767427571000566,-0.06141655418096843,0.0497458251410178,5.405273016887809e-06,0.0002495433066842731,-3.0247166683615895e-05,0.00019445424633392913,0.013944685236100854,16.0,False
2022-07-29,0.004098360655737705,4,0.07663549297155002,-0.05734577316996541,0.053709342023514246,1.439727543749659e-05,0.006108546759130766,-2.8202864661604488e-05,0.07675787997835286,-0.05262371106979354,0.058553791130488954,5.490492962407599e-06,0.00025292222872156777,-3.0693357412166106e-05,0.00019702600685964316,0.01403659527305832,15.0,False
2022-08-01,0.004098360655737705,4,0.07665059471244619,-0.04913573284294266,0.061934484091433165,1.4482257323940359e-05,0.006111492605565549,-2.8618898892585226e-05,0.07866701212909466,0.002005976970779061,0.11509261132180336,5.584869743664661e-06,0.00025684772466108303,-3.120759559116764e-05,0.00020001740322241242,0.014142750907175464,14.0,False
2022-08-02,0.004098360655737705,4,0.07855705844985374,0.0018730178188035957,0.11484969849058697,1.4576370466806118e-05,0.006114914971660575,-2.9098381480753262e-05,0.07875984285354547,-0.10591518855350864,0.00726427652196647,5.688509619180564e-06,0.00026133929979266744,-3.1791690895229686e-05,0.00020344442762138863,0.014263394673828129,13.0,False
2022-08-03,0.004098360655737705,4,0.0786497594238612,-0.09889497154377556,0.01417441010201527,1.4679720827785796e-05,0.006118830862717513,-2.9642999791031687e-05,0.08073799683637314,-0.027016164849727284,0.0881414542085755,5.802202025381814e-06,0.0002664383714899646,-3.245134786687812e-05,0.00020733787778159015,0.01439923184692816,12.0,False
2022-08-04,0.004098360655737705,4,0.08062514852084117,-0.02522549306217727,0.08981927768059354,1.479309563804157e-05,0.006123276387655463,-3.0258072815526304e-05,0.07915318640116126,0.10192369428128066,0.21549650290437156,5.926875589605625e-06,0.0002721894073985775,-3.319298322116858e-05,0.00021173031654584594,0.014550955863648475,11.0,False
2022-08-05,0.004098360655737705,4,0.07904255319121846,0.09516803947803405,0.20863021489118216,1.4917420930821152e-05,0.00612829031471288,-3.094958358557952e-05,0.07854602992704261,-0.055108770986654995,0.057856881162317256,6.063486307684212e-06,0.00027863462294482316,-3.402297429955732e-05,0.00021665216065339273,0.014719108690861439,10.0,False
2022-08-08,0.004098360655737705,4,0.07843624534585027,-0.05145607927407263,0.06139978829370728,1.5053650031414278e-05,0.00613390944857532,-3.1723478420060534e-05,0.07871072240252108,0.04426312585276558,0.1573934704772163,6.212948541821856e-06,0.0002858092351971375,-3.4947092304372603e-05,0.0002221279991302142,0.014903959176346874,9.0,False
2022-08-09,0.004098360655737705,4,0.07860070762898849,0.04132929971074294,0.15434962956166107,1.5202694747784904e-05,0.0061401644925482635,-3.258513846557068e-05,0.0790520193916201,0.07393863379887934,0.18741027541242905,6.376038994483926e-06,0.00029373464333887645,-3.59696955681945e-05,0.00022817129119697137,0.015105339823948728,8.0,False
2022-08-10,0.004098360655737705,4,0.0789415275838307,0.0690378706339336,0.18239902043969392,1.5365329612705964e-05,0.006147074103087022,-3.3538627489972624e-05,0.0791661197450689,0.07036261082400583,0.18394835279100435,6.553246596082504e-06,0.00030240819481234735,-3.7092494195725144e-05,0.00023477645301697958,0.015322416683310096,7.0,False
2022-08-11,0.004098360655737705,4,0.0790554684580604,0.06569887180694914,0.17917396248693918,1.554204219077873e-05,0.0061546359676115684,-3.458554001787015e-05,0.0790405765196335,-0.024065849537923692,0.08939434920363945,6.744541945468598e-06,0.0003117881190340026,-3.8312693259385847e-05,0.00024190727446069953,0.01555336858885237,6.0,False
2022-08-12,0.004098360655737705,3,0.07893010070566213,-0.02247072905910345,0.09087899386848831,1.573280316298535e-05,0.006162813669263724,-3.572327002123208e-05,0.07809694741355457,-0.03433466421925451,0.07818190541622969,7.287924911511647e-06,0.0003477239716951838,-4.258590218122443e-05,0.0002698400922442466,0.0164268101664397,24.0,True
2022-08-15,0.004098360655737705,3,0.07798779051953762,-0.032058911354463905,0.08034850138700336,1.6274668206832694e-05,0.006194143632569879,-3.9707667441128446e-05,0.07744356836498624,-0.0023949953119690205,0.10946819527494686,7.491160223127534e-06,0.00035370714938792996,-4.3620066306783265e-05,0.00027395817699749097,0.016551681999044415,23.0,True
2022-08-16,0.004098360655737705,3,0.07733532470547998,-0.002236251442870192,0.10951869548453942,1.647733578738277e-05,0.006199359947856324,-4.06719359683628e-05,0.07911181617030534,-0.010725214537973118,0.10280622385426186,7.621472389180831e-06,0.0003571816706011864,-4.4221242193312046e-05,0.0002763606586037431,0.016624098730570122,22.0,True
2022-08-17,0.004098360655737705,3,0.07900124078395303,-0.01001433128731944,0.10340653171856322,1.6607283930745653e-05,0.00620238914054431,-4.123248044325325e-05,0.078554728172976,-0.04502931575678688,0.06794503463811877,7.744039983471819e-06,0.00036059062125301435,-4.4788443201107276e-05,0.00027875777483427164,0.01669604069335816,21.0,False
2022-08-18,0.004098360655737705,3,0.07844493143415725,-0.04204470540269461,0.07081984825339227,1.6729509136549193e-05,0.006205361166833521,-4.1761346284675666e-05,0.07784041392943787,-0.07521578450703137,0.03704425164433614,7.874231231960875e-06,0.000364491870199205,-4.541414347165827e-05,0.00028153781448784934,0.0167790886071875,20.0,False
2022-08-19,0.004098360655737705,3,0.0777316155948687,-0.0702303698841804,0.04192086793261794,1.6859336700127024e-05,0.006208762393666365,-4.2344757624774426e-05,0.07619892795709474,-0.03189325105894048,0.07872529912008389,8.016575057638092e-06,0.0003690589106198523,-4.61262668903393e-05,0.0002848229518968118,0.016876698489242847,19.0,False
2022-08-22,0.004098360655737705,4,0.07609242394408675,-0.0297793187076182,0.08073272745839818,1.7001282893073884e-05,0.006212744077644916,-4.300875106949926e-05,0.07651101193974162,0.0032435764717485965,0.11417421063341986,6.940263510441899e-06,0.0002507369867279967,-3.459153653228512e-05,0.0001884941771738684,0.01372931816128785,18.0,False
2022-08-23,0.004098360655737705,4,0.0764040717237917,0.003028587374997513,0.11385228132071885,1.5927977986293534e-05,0.006109587445498272,-3.2253613485901515e-05,0.07961414703613452,0.001708983479580187,0.11574275273764435,6.804910732145275e-06,0.00024642839387019506,-3.373063721427023e-05,0.00018577203017379988,0.013629821355168228,17.0,False
2022-08-24,0.004098360655737705,4,0.07950286953684567,0.0015957095001202864,0.1155182012588956,1.5793003311469537e-05,0.006105831083922304,-3.1450899393464115e-05,0.08181497421184687,0.06476017530203272,0.18099477173580925,6.855147358736681e-06,0.0002473781927269901,-3.385185771346152e-05,0.00018652962465880374,0.013657584876500081,16.0,False
2022-08-25,0.004098360655737705,4,0.08170062059413438,0.06046777408538431,0.17658801690144832,1.5843099603719777e-05,0.00610665914729434,-3.1563927015808527e-05,0.08436194732753816,0.08365790119147079,0.2024394707409386,6.9473741134604185e-06,0.0002495958592220156,-3.41977887222266e-05,0.00018814765589102284,0.013716692600296284,15.0,False
2022-08-26,0.004098360655737705,4,0.0842440337797175,0.07811293045626572,0.19677658645791285,1.5935068726079632e-05,0.006108592576022733,-3.188647773682328e-05,0.08487035839243912,0.07243600262583913,0.1917259832402079,7.055102216531627e-06,0.0002524132269043338,-3.4635230474245045e-05,0.00019019786817237535,0.01379122431738297,14.0,False
2022-08-29,0.004098360655737705,4,0.08475173423332613,0.06763483610103913,0.18680619255629488,1.604249589428727e-05,0.0061110488423854435,-3.229435430452157e-05,0.08533673019129799,0.08538044774209133,0.20513680015531893,7.173845225107102e-06,0.0002557256500549422,-3.514235816715129e-05,0.00019261477894574674,0.01387857265520294,13.0,False
2022-08-30,0.004098360655737705,4,0.08521745417960042,0.07972130404680496,0.19935838044833498,1.616090719822796e-05,0.006113936713079413,-3.276720697990733e-05,0.08783694727745352,-0.006890706986646553,0.1153658625127366,7.3033775173392645e-06,0.0002595351885044204,-3.571871145712828e-05,0.00019540114310750308,0.013978595891844898,12.0,False
2022-08-31,0.004098360655737705,4,0.0877141766870236,-0.006433980627968506,0.11569981828098473,1.629007764632122e-05,0.0061172579839272444,-3.330460653221964e-05,0.0892768311913209,0.00869512977218979,0.13239158318544034,7.444306323302524e-06,0.0002638624107330666,-3.636783051720126e-05,0.0001985710560219666,0.014091524261837915,11.0,False
2022-09-01,0.004098360655737705,4,0.08915204806056785,0.008118803574198604,0.13169047385669608,1.6430612772364507e-05,0.006121030587152199,-3.390985386635831e-05,0.08943866364622378,0.001129225743664244,0.12498751161181766,7.597361873654975e-06,0.00026872691028803197,-3.709356821422558e-05,0.00020213713573323576,0.014217494003277644,10.0,False
2022-09-02,0.004098360655737705,4,0.0893136543206102,0.0010543789735100724,0.12478765551604991,1.658324076714092e-05,0.006125271605001332,-3.4586541447152065e-05,0.08660391082955318,0.04885461057963017,0.16987814363111298,7.76319358226134e-06,0.0002741399357839231,-3.7898891807247965e-05,0.00020610534575168848,0.014356369518499045,9.0,False
2022-09-05,0.004098360655737705,4,0.08648286366664917,0.04561645396697649,0.16651893985555533,1.6748609230399205e-05,0.006129990844357095,-3.533743598680857e-05,0.08506570473198224,0.047410621190554635,0.1668959481444665,7.942233054982254e-06,0.00028009778882768285,-3.8784945445532756e-05,0.0002104701309915996,0.01450758873802258,8.0,False
2022-09-06,0.004098360655737705,4,0.08494680753531289,0.044268174352953105,0.16363460411019565,1.6927148562323416e-05,0.006135185080848555,-3.616360430547639e-05,0.08250616104536267,0.04439017169632149,0.16131595496361378,8.134523596517494e-06,0.00028657318760003884,-3.974984666290243e-05,0.00021520801787075147,0.0146699699342143,7.0,False
2022-09-07,0.004098360655737705,4,0.08239084134881572,0.041447924765891375,0.15825838833663675,1.71189019466431e-05,0.006140830529360475,-3.706329116639599e-05,0.08069912896209851,0.07497620632612068,0.19009495751014882,8.339478946088733e-06,0.00029350336083108514,-4.078700408498875e-05,0.00022026883160719638,0.01484145651906161,6.0,False
2022-09-08,0.004098360655737705,3,0.0805863349725879,0.07000667130320018,0.1850126284977177,1.732328476027986e-05,0.0061468724640011,-3.8030350683534945e-05,0.08163896273859923,0.026976324541131268,0.14303490950166015,8.899647491838062e-06,0.0003222765332432827,-4.460292862229678e-05,0.0002419703234905272,0.015555395317719418,25.0,True
2022-09-09,0.004098360655737705,3,0.08152485513390477,0.02518829342878467,0.14113277078461908,1.788188849387631e-05,0.0061719577860157235,-4.158836999854368e-05,0.08020090005610724,-0.04396287283633098,0.0706576494417059,9.124958609695498e-06,0.00032604552309336426,-4.545959450292993e-05,0.00024425129269719994,0.01562854096508052,24.0,True
2022-09-13,0.004098360655737705,3,0.08008880244618236,-0.041048947913028565,0.07345947675508344,1.8106570212639353e-05,0.006175243705368123,-4.2387136777079604e-05,0.08034556189012707,0.005022724899260089,0.11978790901131679,9.26094912050774e-06,0.00032754280219399277,-4.5858328758508413e-05,0.0002450870937974837,0.01565525770460147,23.0,True
2022-09-14,0.004098360655737705,3,0.08023326208489229,0.004689811185424025,0.11934269549224595,1.8242180838494454e-05,0.006176549078576435,-4.275892195496593e-05,0.08185466723562383,0.0009043562779252525,0.11717864573547872,9.379842681655634e-06,0.0003287754736848855,-4.617986504701654e-05,0.000245795586272508,0.01567786931545572,22.0,True
2022-09-15,0.004098360655737705,3,0.08174025813857018,0.00084441419207472,0.11700429455257454,1.8360742274443967e-05,0.006177623758866961,-4.3058726711009464e-05,0.08332730799662719,0.12974575735829827,0.2474926875768551,9.501615399341491e-06,0.0003302706923111291,-4.652666377421412e-05,0.0002467189801620424,0.015707290669050546,21.0,False
2022-09-16,0.004098360655737705,3,0.08321084057467355,0.12114601462841336,0.23877647742501656,1.8482174824103663e-05,0.006178927335691381,-4.338208650435063e-05,0.0822191361836894,0.1445938322382313,0.26123259064385035,9.632374715958714e-06,0.0003321938808909025,-4.693034586740341e-05,0.00024796556387205436,0.015746922361911053,20.0,False
2022-09-19,0.004098360655737705,4,0.08210421766469732,0.13500993691175034,0.2515337767983773,1.8612568868930285e-05,0.006180604029666148,-4.375848511251176e-05,0.08764008746641871,0.17467493374062493,0.29673464342897327,8.884105843171255e-06,0.0002443945167860326,-3.8440704361522895e-05,0.00017639721390615804,0.013281461286551192,19.0,False
2022-09-20,0.004098360655737705,4,0.08751759202893959,0.1630972180440662,0.2850344322949354,1.7866390260286796e-05,0.006104057888361401,-3.584262929301173e-05,0.09152189179541242,0.15373551183557638,0.2796770258529184,8.764236652384823e-06,0.0002404484755334918,-3.76197893227873e-05,0.00017397313354030204,0.013189887548432777,18.0,False
2022-09-21,0.004098360655737705,4,0.09139397072072508,0.1435456923212308,0.26935928526388553,1.7746855920087602e-05,0.0061006176102410435,-3.5077197079862436e-05,0.09351767365100756,0.08189329203084497,0.20983058790378217,8.811047067558693e-06,0.0002401475448589362,-3.7570434248502074e-05,0.00017381772342949073,0.013183994972294654,17.0,False
2022-09-22,0.004098360655737705,4,0.0933869630518163,0.07646528222838372,0.20427186750212967,1.779353557192765e-05,0.006100355249776679,-3.50311777453909e-05,0.08724370752232134,0.02150662274237336,0.14316995248662434,8.905192960750924e-06,0.00024092474772028066,-3.7738444146796026e-05,0.00017435305238743952,0.013204281593007608,16.0,False
2022-09-23,0.004098360655737705,4,0.08712176610910284,0.020081131640862025,0.1416225199718945,1.788741847170669e-05,0.006101032838739349,-3.5187832432190406e-05,0.08131959451402644,-0.00446396327302221,0.11127525346293386,9.017971114651015e-06,0.00024223577489894225,-3.799859356476522e-05,0.00017525655888406283,0.013238450018188037,15.0,False
2022-09-26,0.004098360655737705,4,0.0812059332935326,-0.004168085114959335,0.1114574704005029,1.7999881583594616e-05,0.0061021758318885065,-3.543039924525837e-05,0.07734828270562476,-0.02376620382571297,0.08800170110184143,9.142751040183966e-06,0.00024396213684365915,-3.832261919074733e-05,0.00017645964950234846,0.013283811557770173,14.0,False
2022-09-27,0.004098360655737705,4,0.07724017222784922,-0.022190944312581257,0.0894688501371976,1.8124312940566565e-05,0.006103680926449391,-3.5732525093013066e-05,0.0754499315038472,-0.06735193056000979,0.04251762316576704,9.278402615696355e-06,0.0002460889693382184,-3.8706154109994926e-05,0.00017795506373392492,0.013339979900057006,13.0,False
2022-09-28,0.004098360655737705,4,0.0753444743707644,-0.06288774393094224,0.0468763526617518,1.8259585577926273e-05,0.006105535163348711,-3.609013820546365e-05,0.0693618332587399,-0.0836378942018374,0.020143561278832142,9.425182129925406e-06,0.0002486259773319564,-3.9150710500390526e-05,0.00017974973846110074,0.013407077924033289,12.0,False
2022-09-29,0.004098360655737705,4,0.06926488552220736,-0.07809424955980986,0.02559025818432714,1.840595506847691e-05,0.006107747003654844,-3.6504648557587634e-05,0.06836220416539518,-0.10244702768074833,0.000334798706576489,9.58367248071186e-06,0.0002515865784162505,-3.965900269323332e-05,0.0001818522455104957,0.01348526030562613,11.0,False
2022-09-30,0.004098360655737705,4,0.06826665362056618,-0.09565668555755376,0.007029590284942058,1.8564002681753542e-05,0.006110328145229795,-3.697858702836217e-05,0.07183439451966672,-0.017415294089443978,0.08883872265215238,9.754471936107828e-06,0.0002549808038262288,-4.023348969872154e-05,0.00018426829636489356,0.013574545899030788,10.0,False
2022-10-10,0.004098360655737705,4,0.07173399085922873,-0.016260982366395373,0.089892630714763,1.8734325014566432e-05,0.006113287333607766,-3.751424643193901e-05,0.07382012095582612,-0.033603657899317775,0.07463608527843799,9.938051226159008e-06,0.0002588108199855438,-4.0875597995404596e-05,0.00018699767522089363,0.013674709328570522,9.0,False
2022-10-11,0.004098360655737705,4,0.07371694182544573,-0.03137635722605445,0.07676020682132093,1.8917391481992584e-05,0.006116626457542424,-3.8112956836085885e-05,0.07406560664521,0.025314495280140542,0.1337997241472802,1.0134624148496214e-05,0.0002630660069160755,-4.1584939355462014e-05,0.0001900307523536477,0.013785164212066815,8.0,False
