quadrature_order,price,normalized_price,difference_from_base_order
39,63.855981887610604,0.00825663402521504,-0.0014999886721014377
41,63.85724790702158,0.008256797722626564,-0.00023396926112440042
43,63.857481876282705,0.008256827975055626,0.0
45,63.85765834812585,0.00825685079301851,0.0001764718431473966
47,63.85789349699882,0.00825688119797241,0.000411620716114669
