price,normalized_price,continuation_value,inception_exercise_value,locked_carry,model_initial_carry,model_initial_futures,observed_initial_futures,initial_futures_model_error,maturity,exercise_steps,slow_grid_min,slow_grid_max,fast_grid_min,fast_grid_max,spot_volatility_input,spot_volatility_affects_price,fixed_carry_scale_delta,slow_curve_delta,fast_curve_delta
63.857528016241105,0.008256833940992398,63.857528016241105,0.0,0.1314279619400136,0.1281697187164672,7421.916402150524,7413.2,8.716402150524118,0.36065573770491804,88,-0.3038446630605096,0.3038446630605096,-2.083728234828187,2.083728234828187,0.2771085586107142,False,0.008603913673527525,"{'factor': 'slow', 'pathwise_delta': -0.3323554990788764, 'bump_and_value_delta': -0.3323816955261999, 'absolute_method_difference': 2.6196447323489913e-05, 'pathwise_option_factor_sensitivity': 579.3578629886414, 'model_futures_factor_sensitivity': -1743.1872335325645, 'bump_down_factor_state': 0.019543877126704953, 'bump_up_factor_state': 0.023595139300845044, 'bump_down_option_value': 62.70114273423384, 'bump_up_option_value': 65.04845842055545, 'bump_down_model_futures': 7425.448296502546, 'bump_up_model_futures': 7418.386187734476}","{'factor': 'fast', 'pathwise_delta': -0.014069407759637657, 'bump_and_value_delta': -0.014047177600625618, 'absolute_method_difference': 2.2230159012039466e-05, 'pathwise_option_factor_sensitivity': 1.6687092749055634, 'model_futures_factor_sensitivity': -118.60550944388432, 'bump_down_factor_state': 0.15773664239281177, 'bump_up_factor_state': 0.17857392474109363, 'bump_down_option_value': 63.840483133588094, 'bump_up_option_value': 63.87519956008537, 'bump_down_model_futures': 7423.152213269717, 'bump_up_model_futures': 7420.680796769955}"
