evaluation_date,requested_sample_size,selected_futures_contract,selected_contract_inferred_expiry,selected_contract_expiry_calendar_source,selected_contract_sessions_to_expiry,sample_start,sample_end,curve_dates,accepted_observations,excluded_observations_within_window,distinct_contracts,return_observations,historical_volatility,eta_fast_upper_bound,kappa_fast_minus_slow_upper_bound,log_likelihood,aic,bic,carry_rmse_bps,carry_mae_bps,futures_rmse_points,futures_mae_points,optimizer_converged,eta_fast_at_upper_bound,kappa_fast_minus_slow_at_upper_bound,hessian_stable,latest_filtered_slow_state,latest_filtered_fast_state,latest_filtered_instantaneous_carry,latest_filtered_instantaneous_std,nearest_contract_sessions,weak_latest_instantaneous_observability
2026-08-10,488,IM2612,2026-12-18,chinese_calendar,88,2024-08-05,2026-08-10,488,1807,145,28,487,0.2771085586107142,6.0,60.0,5348.429929688762,-10684.859859377524,-10651.86331963397,46.78087112602032,34.41958560534274,10.05398393173922,6.459572064670031,True,False,True,True,0.021569508213775,0.1681552835669527,0.2983472166272809,0.018299199522865787,9,False
