cohort,entry_date,previous_expiry,option_contract,expiry,hedge_contract_1,hedge_contract_2,sample_start,sample_end,sample_curve_dates,optimizer_converged,calibration_log_likelihood,locked_carry,kappa_slow,kappa_fast,theta,eta_slow,eta_fast,sigma_epsilon,kappa_gap_at_bound,eta_fast_at_bound,initial_premium_points,status,exit_date,exit_reason
2026-02-25,2026-02-25,2026-02-24,IM2603,2026-03-20,IM2603,IM2609,2024-02-20,2026-02-25,488,True,5698.643227371306,0.04935553632991823,0.19647442625644274,15.638229571335065,-0.04119805796205944,0.043488789451513944,1.1324124224312795,0.0010463553303193189,False,False,24.40720789100856,completed,2026-03-02,exercise
