study,cohort,scenario,option_side,scenario_role,entry_date,exit_date,exit_reason,initial_premium,option_payoff,option_cash_flow,option_pnl,futures_pnl,spot_pnl,financing,futures_costs,spot_costs,transaction_costs,total_pnl,discounted_total_pnl,daily_discounted_pnl_variance,daily_discounted_pnl_std,worst_daily_discounted_pnl,max_drawdown,turnover_contracts,spot_turnover_units,spot_turnover_notional,peak_abs_contracts,peak_borrowing,peak_spot_notional,max_condition_number,conditioning_warning_days,mean_residual_factor_variance,rms_residual_scale_exposure,max_abs_residual_scale_exposure,max_abs_spot_delta_residual,max_abs_futures_model_error,variance_reduction_vs_no_hedge
short_with_spot,2024-10-21,short_one_futures_spot,-1,primary,2024-10-21,2024-11-08,exercise,21.083986302902506,8.581261325322885,-8.581261325322885,12.502724977579621,-105.06476902168741,96.18833962760486,-1.1821743375998919,0.0,0.0,0.0,2.444121245896895,2.4421587237195435,2.12978643002896,1.4593787822320017,-3.1497202814015783,3.1519303069027824,1.132448368482279,1.134927630569528,6901.805295382571,0.3752462476512509,2282.8137764008293,2301.1335687459737,26.39436353822313,0,0.0054773344706512215,1.1368683772161603e-13,2.2737367544323206e-13,3.8514554299652187e-17,12.22653932774756,0.8110304319562551
short_with_spot,2024-10-21,short_two_futures_spot,-1,primary,2024-10-21,2024-11-08,exercise,21.083986302902506,8.581261325322885,-8.581261325322885,12.502724977579621,-102.73972413065002,94.2453807080972,-1.160908443833579,0.0,0.0,0.0,2.847473111192926,2.8451867151561054,2.068243878836311,1.4381390332079549,-3.1745561344984234,3.1767615495379555,1.1230801510890176,1.1209356291762396,6817.303713409991,0.37073427727714175,2253.7366087723535,2272.39085278299,26.39436353822313,0,4.659406937922021e-31,6.7940880474816e-14,2.2737367544323206e-13,3.777381092055867e-17,12.22653932774756,0.8164909181116801
short_with_spot,2024-10-21,short_one_futures_only,-1,control,2024-10-21,2024-11-08,exercise,21.083986302902506,8.581261325322885,-8.581261325322885,12.502724977579621,-105.06476902168741,0.0,-0.013634446512547848,0.0,0.0,0.0,-92.57567849062035,-92.50134428055357,836.2643716511801,28.918235970597863,-40.27692075187227,110.02587523888664,1.132448368482279,0.0,0.0,0.3752462476512509,92.57567849062035,0.0,26.39436353822313,0,0.0054773344706512215,1533.3197898378728,2301.1335687459737,0.3762073484751365,12.22653932774756,-73.19923183525418
short_with_spot,2024-10-21,short_two_futures_only,-1,control,2024-10-21,2024-11-08,exercise,21.083986302902506,8.581261325322885,-8.581261325322885,12.502724977579621,-102.73972413065002,0.0,-0.012772148634854444,0.0,0.0,0.0,-90.24977130170525,-90.17730469311216,812.6631768469399,28.50724779502469,-39.6244847904727,108.36589905841545,1.1230801510890176,0.0,0.0,0.37073427727714175,90.24977130170525,0.0,26.39436353822313,0,4.659406937922021e-31,1506.8860205572196,2272.39085278299,0.37150826402942094,12.22653932774756,-71.10516854111773
short_with_spot,2024-11-18,short_no_hedge,-1,primary,2024-11-18,2024-11-21,exercise,32.977381320381674,56.28926632394996,-56.28926632394996,-23.311885003568285,0.0,0.0,0.005676923063197722,0.0,0.0,0.0,-23.306208080505087,-23.302196701414907,15.558405221561706,3.9444144332919313,-10.807926876950164,23.306208080505087,0.0,0.0,0.0,0.0,23.306208080505087,0.0,12.926023480095465,0,90.31040021756046,38.61175453589219,45.47686950258276,0.0072753643815974935,8.72083046586431,0.0
short_with_spot,2024-11-18,short_one_futures_spot,-1,primary,2024-11-18,2024-11-21,exercise,32.977381320381674,56.28926632394996,-56.28926632394996,-23.311885003568285,-72.72873237086843,93.92019073477272,-0.39135113360111096,0.0,0.0,0.0,-2.511777773264839,-2.511345455283122,9.063747497217314,3.010605835578167,-3.764661516144571,4.76209554780398,0.9608284371622444,0.9661559367315189,5956.306734651622,0.4804142185811222,2972.894884499743,3019.6252138945943,12.926023480095465,0,0.045676655516775695,0.0,0.0,0.0,8.72083046586431,0.4174372393478821
short_with_spot,2024-11-18,short_two_futures_spot,-1,primary,2024-11-18,2024-11-21,exercise,32.977381320381674,56.28926632394996,-56.28926632394996,-23.311885003568285,-70.57723005639237,91.65359885547585,-0.38322713102129013,0.0,0.0,0.0,-2.618743335505769,-2.6182926070036334,7.791494775998414,2.7913249140862146,-3.707240520652012,4.492159900558633,0.9611749226198105,0.9512807647704002,5865.422560182193,0.4738934733631487,2926.568386749919,2973.134329134556,12.926023480095465,0,5.374801785115799e-31,0.0,0.0,0.0,8.72083046586431,0.49920993411326464
short_with_spot,2024-11-18,short_one_futures_only,-1,control,2024-11-18,2024-11-21,exercise,32.977381320381674,56.28926632394996,-56.28926632394996,-23.311885003568285,-72.72873237086843,0.0,-0.0009286015775075214,0.0,0.0,0.0,-96.04154597601422,-96.02501565722595,394.57097166923296,19.863810602933995,-43.969000086444765,96.04154597601422,0.9608284371622444,0.0,0.0,0.4804142185811222,96.04154597601422,0.0,12.926023480095465,0,0.045676655516775695,2370.960424162791,3019.6252138945943,0.48307796836575945,8.72083046586431,-24.360630864814762
short_with_spot,2024-11-18,short_two_futures_only,-1,control,2024-11-18,2024-11-21,exercise,32.977381320381674,56.28926632394996,-56.28926632394996,-23.311885003568285,-70.57723005639237,0.0,-0.0007644230778370428,0.0,0.0,0.0,-93.8898794830385,-93.87371950119861,375.1266454006642,19.368186425183545,-43.12002350167543,93.8898794830385,0.9611749226198105,0.0,0.0,0.4738934733631487,93.8898794830385,0.0,12.926023480095465,0,5.374801785115799e-31,2324.866994878471,2973.134329134556,0.4756403823852001,8.72083046586431,-23.110867409520402
short_with_spot,2024-12-23,short_no_hedge,-1,primary,2024-12-23,2025-01-08,exercise,22.572875561550998,10.102701641256317,-10.102701641256317,12.47017392029468,0.0,0.0,0.014251311770710932,0.0,0.0,0.0,12.484425232065387,12.47654820382456,9.855540131582922,3.139353457574174,-3.417563941816887,3.4181780880725743,0.0,0.0,0.0,0.0,0.0,0.0,18.10013173620973,0,32.429223521350096,15.540549399092178,22.572875561550998,0.0037026681176178123,6.873460027200963,0.0
short_with_spot,2024-12-23,short_one_futures_spot,-1,primary,2024-12-23,2025-01-08,exercise,22.572875561550998,10.102701641256317,-10.102701641256317,12.47017392029468,141.97039206335657,-150.2508704923846,-1.1351177866638138,0.0,0.0,0.0,3.054577704602707,3.0526504236589953,1.5390676335958822,1.240591646592819,-1.288603735292995,2.3508158798357126,1.2815908801287688,1.2800006259284071,7508.875177502956,0.38954335595575357,2305.5486104712236,2324.783630221825,18.10013173620973,0,0.00562317157871403,1.3711148520895387e-13,2.2737367544323206e-13,3.994589558354061e-17,6.873460027200963,0.8438373125117914
short_with_spot,2024-12-23,short_two_futures_spot,-1,primary,2024-12-23,2025-01-08,exercise,22.572875561550998,10.102701641256317,-10.102701641256317,12.47017392029468,139.32149011736954,-147.51188889861487,-1.1110121485849251,0.0,0.0,0.0,3.1687629904640744,3.1667636644958863,1.360730673311774,1.1665036105009594,-1.2576410218922933,2.1543412150675376,1.2820995361056138,1.2645331234211121,7417.526955060801,0.383358111861433,2266.9447176774497,2286.176092466451,18.10013173620973,0,6.628324616255629e-31,9.695246096981029e-14,2.2737367544323206e-13,4.054427548820711e-17,6.873460027200963,0.861932410081595
short_with_spot,2024-12-23,short_one_futures_only,-1,control,2024-12-23,2025-01-08,exercise,22.572875561550998,10.102701641256317,-10.102701641256317,12.47017392029468,141.97039206335657,0.0,0.0414379538542517,0.0,0.0,0.0,154.48200393750545,154.3845337628602,909.6426056057683,30.160281921854914,-21.99616648979736,21.999256092180957,1.2815908801287688,0.0,0.0,0.38954335595575357,0.0,0.0,18.10013173620973,0,0.00562317157871403,1836.2303951495253,2324.783630221825,0.3902138403388119,6.873460027200963,-91.29759033609336
short_with_spot,2024-12-23,short_two_futures_only,-1,control,2024-12-23,2025-01-08,exercise,22.572875561550998,10.102701641256317,-10.102701641256317,12.47017392029468,139.32149011736954,0.0,0.04093338987801867,0.0,0.0,0.0,151.8325974275422,151.7367988917199,875.3829517837136,29.586871273990997,-21.595238845660845,21.59826369139512,1.2820995361056138,0.0,0.0,0.383358111861433,0.0,0.0,18.10013173620973,0,6.628324616255629e-31,1798.2327806032945,2286.176092466451,0.38373358326124773,6.873460027200963,-87.82140807062152
short_with_spot,2025-01-20,short_no_hedge,-1,primary,2025-01-20,2025-02-10,exercise,21.80967136980999,12.58995934840641,-12.58995934840641,9.21971202140358,0.0,0.0,0.011265279689076422,0.0,0.0,0.0,9.230977301092658,9.226211715509844,13.226971092120735,3.6368903052086594,-4.365746028455174,4.367220806400832,0.0,0.0,0.0,0.0,0.0,0.0,19.433423621664218,0,28.76908298722254,15.15117724327543,21.80967136980999,0.0037096640449401684,7.264750156480659,0.0
short_with_spot,2025-01-20,short_one_futures_spot,-1,primary,2025-01-20,2025-02-10,exercise,21.80967136980999,12.58995934840641,-12.58995934840641,9.21971202140358,-111.1133633885793,106.4548011749901,-0.8407759042987639,0.0,0.0,0.0,3.7203739035160197,3.7184532227842872,0.7374748633257917,0.8587635666036326,-1.0526023084216258,1.0527411010680314,0.9260974271023362,0.9280000714985681,5556.528389611878,0.31090872401323993,1870.4022898661208,1884.7833150941078,19.433423621664218,0,0.005289048597386329,0.0,0.0,0.0,7.264750156480659,0.944244615173832
short_with_spot,2025-01-20,short_two_futures_spot,-1,primary,2025-01-20,2025-02-10,exercise,21.80967136980999,12.58995934840641,-12.58995934840641,9.21971202140358,-109.62205230533179,104.98143563807527,-0.8264613574870118,0.0,0.0,0.0,3.752633996660279,3.7506966613285218,0.7084488304744861,0.8416940242596986,-1.0221470317930355,1.022274692190658,0.9227092768352203,0.9161878073456597,5485.690701320557,0.30684125541315427,1844.2868140327057,1858.743243771083,19.433423621664218,0,7.556634551990995e-31,7.579122514774402e-14,2.2737367544323206e-13,3.9007100396108935e-17,7.264750156480659,0.9464390731982089
short_with_spot,2025-01-20,short_one_futures_only,-1,control,2025-01-20,2025-02-10,exercise,21.80967136980999,12.58995934840641,-12.58995934840641,9.21971202140358,-111.1133633885793,0.0,-0.0010199672068160423,0.0,0.0,0.0,-101.89467133438252,-101.84206717765699,499.3956749019817,22.347162569372912,-46.51610098079483,118.13821418974159,0.9260974271023362,0.0,0.0,0.31090872401323993,101.89467133438252,0.0,19.433423621664218,0,0.005289048597386329,1659.5049435830604,1884.7833150941078,0.3119554948206303,7.264750156480659,-36.75586046298008
short_with_spot,2025-01-20,short_two_futures_only,-1,control,2025-01-20,2025-02-10,exercise,21.80967136980999,12.58995934840641,-12.58995934840641,9.21971202140358,-109.62205230533179,0.0,-0.0008747926141739314,0.0,0.0,0.0,-100.40321507654238,-100.35138089922508,482.80029197696393,21.97271699123629,-45.817533057807005,116.45511524616276,0.9227092768352203,0.0,0.0,0.30684125541315427,100.40321507654238,0.0,19.433423621664218,0,7.556634551990995e-31,1631.9022442536525,1858.743243771083,0.30764553342099155,7.264750156480659,-35.5011980909648
short_with_spot,2025-02-24,short_no_hedge,-1,primary,2025-02-24,2025-03-05,exercise,20.33757332747111,24.16201104358788,-24.16201104358788,-3.8244377161167726,0.0,0.0,0.008170010204074133,0.0,0.0,0.0,-3.8162677059127006,-3.8147352504215783,42.916729106652646,6.551086101300505,-7.8648307114587706,14.277129902642665,0.0,0.0,0.0,0.0,3.8162677059127006,0.0,15.833918673059735,0,44.68874383881221,17.51333538584402,24.33915802595024,0.0037304787632698273,10.835964196119676,0.0
short_with_spot,2025-02-24,short_one_futures_spot,-1,primary,2025-02-24,2025-03-05,exercise,20.33757332747111,24.16201104358788,-24.16201104358788,-3.8244377161167726,22.74293181690532,-32.759568950033334,-0.7314634741864486,0.0,0.0,0.0,-14.572538323431672,-14.566686593916279,6.110819469487559,2.472007174238691,-5.561817853603644,14.572538323431672,1.24829476358193,1.2369753271943413,7930.099769115144,0.39633678475742373,2548.014464076108,2569.138385596417,15.833918673059735,0,0.0075051996781973105,0.0,0.0,0.0,10.835964196119676,0.8576121806882924
short_with_spot,2025-02-24,short_two_futures_spot,-1,primary,2025-02-24,2025-03-05,exercise,20.33757332747111,24.16201104358788,-24.16201104358788,-3.8244377161167726,23.120663446370244,-32.33605799360828,-0.7187934493499512,0.0,0.0,0.0,-13.758625712704543,-13.753100816877382,5.777755080359114,2.4036961289562195,-5.472468451530407,13.758625712704543,1.239853840037985,1.2248190527872418,7852.112480064557,0.3917675199984801,2513.472285589285,2535.1829594558244,15.833918673059735,0,3.8413272388708066e-31,0.0,0.0,0.0,10.835964196119676,0.8653728930273139
short_with_spot,2025-02-24,short_one_futures_only,-1,control,2025-02-24,2025-03-05,exercise,20.33757332747111,24.16201104358788,-24.16201104358788,-3.8244377161167726,22.74293181690532,0.0,0.014599694398775606,0.0,0.0,0.0,18.933093795187318,18.925491046694226,976.1807717672365,31.24389175130455,-23.262900934586987,39.816913521310134,1.24829476358193,0.0,0.0,0.39633678475742373,0.0,0.0,15.833918673059735,0,0.0075051996781973105,1894.5304763796194,2569.138385596417,0.39377353058599,10.835964196119676,-21.745926637170395
short_with_spot,2025-02-24,short_two_futures_only,-1,control,2025-02-24,2025-03-05,exercise,20.33757332747111,24.16201104358788,-24.16201104358788,-3.8244377161167726,23.120663446370244,0.0,0.014687476358212347,0.0,0.0,0.0,19.31091320661168,19.303158741447664,945.7783442952149,30.753509463071282,-22.599665406941483,39.177066340439424,1.239853840037985,0.0,0.0,0.3917675199984801,0.0,0.0,15.833918673059735,0,3.8413272388708066e-31,1864.0386673854432,2535.1829594558244,0.38856916008228554,10.835964196119676,-21.03752159081963
short_with_spot,2025-03-24,short_no_hedge,-1,primary,2025-03-24,2025-04-08,exercise,23.443481425075692,36.46368582928153,-36.46368582928153,-13.020204404205838,0.0,0.0,0.013455037549472075,0.0,0.0,0.0,-13.006749366656368,-12.99928861825882,157.22571707187606,12.538967942852237,-35.41658430460798,35.43562418693641,0.0,0.0,0.0,0.0,13.006749366656368,0.0,17.430657436852183,0,35.682427844827686,15.667780999233301,23.443481425075692,0.0036858843614007,35.55739856611126,0.0
short_with_spot,2025-03-24,short_one_futures_spot,-1,primary,2025-03-24,2025-04-08,exercise,23.443481425075692,36.46368582928153,-36.46368582928153,-13.020204404205838,206.71626266609417,-244.86906558819098,-0.9608382239545892,0.0,0.0,0.0,-52.13384555025735,-52.103941267974164,107.19868614260257,10.353679835816953,-30.173557078896305,52.13384555025745,1.054960722552078,1.049160591267795,6396.675414203673,0.3678234237663115,2284.807347530541,2297.9128546625857,17.430657436852183,0,0.005966673698905514,1.016845989170083e-13,2.2737367544323206e-13,3.6516218505849944e-17,35.55739856611126,0.3181860567149045
short_with_spot,2025-03-24,short_two_futures_spot,-1,primary,2025-03-24,2025-04-08,exercise,23.443481425075692,36.46368582928153,-36.46368582928153,-13.020204404205838,203.1953355473993,-240.65720823755802,-0.9423711270974342,0.0,0.0,0.0,-51.42444822146217,-51.394950853684286,106.74006102659934,10.331508168055588,-30.284405382517555,51.42444822146227,1.0525313039632602,1.036408276146861,6319.809318393375,0.3628023744362429,2250.479208889068,2263.904463392252,17.430657436852183,0,6.025783109979024e-31,1.2453769102311664e-13,2.2737367544323206e-13,3.66539183276192e-17,35.55739856611126,0.3211030420818314
short_with_spot,2025-03-24,short_one_futures_only,-1,control,2025-03-24,2025-04-08,exercise,23.443481425075692,36.46368582928153,-36.46368582928153,-13.020204404205838,206.71626266609417,0.0,0.03167499823472931,0.0,0.0,0.0,193.72773326012307,193.61660988603958,3597.6332022782185,59.98027344284301,-31.58544728597829,31.590646809089378,1.054960722552078,0.0,0.0,0.3678234237663115,0.0,0.0,17.430657436852183,0,0.005966673698905514,1765.0812081402535,2297.9128546625857,0.3671089908788944,35.55739856611126,-21.881964027764955
short_with_spot,2025-03-24,short_two_futures_only,-1,control,2025-03-24,2025-04-08,exercise,23.443481425075692,36.46368582928153,-36.46368582928153,-13.020204404205838,203.1953355473993,0.0,0.0313486216302378,0.0,0.0,0.0,190.2064797648237,190.09737620258036,3488.4877879595524,59.06342174272967,-31.65436497046977,31.65980212475054,1.0525313039632602,0.0,0.0,0.3628023744362429,0.0,0.0,17.430657436852183,0,6.025783109979024e-31,1732.2554365263777,2263.904463392252,0.3616758926761778,35.55739856611126,-21.187768343042652
short_with_spot,2025-04-21,short_no_hedge,-1,primary,2025-04-21,2025-05-13,exercise,21.003350234220164,7.598553222403098,-7.598553222403098,13.404797011817067,0.0,0.0,0.01567227763358498,0.0,0.0,0.0,13.420469289450654,13.410462671847068,5.4560888063094275,2.3358272209881936,-3.0779932110054986,3.3630693852339153,0.0,0.0,0.0,0.0,0.0,0.0,35.186206123753834,0,38.54931078172403,13.159562112494159,21.003350234220164,0.0035284110612187783,9.75103758467958,0.0
short_with_spot,2025-04-21,short_one_futures_spot,-1,primary,2025-04-21,2025-05-13,exercise,21.003350234220164,7.598553222403098,-7.598553222403098,13.404797011817067,-113.32030149210372,88.83685635629615,-1.6311575396698375,0.0,0.0,0.0,-12.709805663659608,-12.70032893357297,1.4015749686177665,1.1838813152583187,-3.774612610994188,13.008161320892498,1.3727345573609047,1.3654582778433377,8245.985972103304,0.49886160155800907,3031.4762438597395,3037.901162540268,35.186206123753834,0,0.0026329948789897786,8.9183292920181e-14,2.2737367544323206e-13,3.851583955757422e-17,9.75103758467958,0.7431172734950752
short_with_spot,2025-04-21,short_two_futures_spot,-1,primary,2025-04-21,2025-05-13,exercise,21.003350234220164,7.598553222403098,-7.598553222403098,13.404797011817067,-112.36204459251836,88.19563435872061,-1.6151363022949563,0.0,0.0,0.0,-12.376749524275056,-12.367521128680712,1.3147505331033127,1.1466257162227405,-3.7036724899202564,12.675235248127422,1.3767633198176372,1.3577066690346251,8199.269540195306,0.4957364845936352,3011.144474096249,3017.7681017594055,35.186206123753834,0,5.403736188950013e-31,0.0,0.0,0.0,9.75103758467958,0.7590305840361444
short_with_spot,2025-04-21,short_one_futures_only,-1,control,2025-04-21,2025-05-13,exercise,21.003350234220164,7.598553222403098,-7.598553222403098,13.404797011817067,-113.32030149210372,0.0,-0.01373992974579071,0.0,0.0,0.0,-99.92924441003248,-99.85473481467783,627.1334210602787,25.042632071335447,-62.82657254047667,124.39128226140602,1.3727345573609047,0.0,0.0,0.49886160155800907,102.09693163044838,0.0,35.186206123753834,0,0.0026329948789897786,2234.6773967669697,3037.901162540268,0.49707987367088874,9.75103758467958,-113.94193795655615
short_with_spot,2025-04-21,short_two_futures_only,-1,control,2025-04-21,2025-05-13,exercise,21.003350234220164,7.598553222403098,-7.598553222403098,13.404797011817067,-112.36204459251836,0.0,-0.0135143635375561,0.0,0.0,0.0,-98.97076194423884,-98.89696701595791,616.7711757039406,24.834878209967943,-62.26194891016317,123.1339320199568,1.3767633198176372,0.0,0.0,0.4957364845936352,101.09972379473794,0.0,35.186206123753834,0,5.403736188950013e-31,2214.0821972031804,3017.7681017594055,0.4937855797573925,9.75103758467958,-112.04273035121892
short_with_spot,2025-05-19,short_no_hedge,-1,primary,2025-05-19,2025-06-20,expiry,31.152919821425474,0.0,0.0,31.152919821425474,0.0,0.0,0.04113877897188483,0.0,0.0,0.0,31.19405860039736,31.152919821425474,6.38079337842397,2.526023233943815,-4.250178560148985,5.524355319159596,0.0,0.0,0.0,0.0,0.0,0.0,109.60263819373876,0,53.64227420875068,20.48202392944225,36.680850270936986,0.005981697257621226,15.40899999999965,0.0
short_with_spot,2025-05-19,short_one_futures_spot,-1,primary,2025-05-19,2025-06-20,expiry,31.152919821425474,0.0,0.0,31.152919821425474,-35.343658216461414,-11.099968321907834,-2.7365842904522424,0.0,0.0,0.0,-18.02729100739656,-18.00351658452599,1.5202610853291938,1.2329886801301924,-3.2876437958810003,18.02729100739657,1.4314509737400833,1.4193826097247175,8646.720864523475,0.44520650940745266,2622.985779094053,2658.085325326459,109.60263819373876,0,0.008565484977395977,1.0601352280904323e-13,4.547473508864641e-13,7.343850039024196e-17,15.40899999999965,0.7617441914872517
short_with_spot,2025-05-19,short_two_futures_spot,-1,primary,2025-05-19,2025-06-20,expiry,31.152919821425474,0.0,0.0,31.152919821425474,-33.673189339811216,-11.270837314681655,-2.700936321998834,0.0,0.0,0.0,-16.492043155065925,-16.470293419744777,1.316393177507271,1.1473417875712848,-2.8057564390502403,16.492043155065936,1.4499565186317498,1.40964513746317,8587.31534464571,0.44098892165705106,2588.491264733162,2624.168753958197,109.60263819373876,0,1.1325226500074209e-30,1.0601352280904323e-13,4.547473508864641e-13,7.343850039024196e-17,15.40899999999965,0.7936944358739892
short_with_spot,2025-05-19,short_one_futures_only,-1,control,2025-05-19,2025-06-20,expiry,31.152919821425474,0.0,0.0,31.152919821425474,-35.343658216461414,0.0,0.014195052747201493,0.0,0.0,0.0,-4.176543342288731,-4.171035309633348,347.65301521396583,18.645455618299216,-37.954719179116815,92.54844117758395,1.4314509737400833,0.0,0.0,0.44520650940745266,36.29496696356075,0.0,109.60263819373876,0,0.008565484977395977,2160.581531715902,2658.085325326459,0.44194689853309216,15.40899999999965,-53.48429287641887
short_with_spot,2025-05-19,short_two_futures_only,-1,control,2025-05-19,2025-06-20,expiry,31.152919821425474,0.0,0.0,31.152919821425474,-33.673189339811216,0.0,0.01582973437483024,0.0,0.0,0.0,-2.5044397840109247,-2.501136924449024,337.2394751869584,18.36408111469121,-37.42584880524472,90.74113625756061,1.4499565186317498,0.0,0.0,0.44098892165705106,34.36316186793239,0.0,109.60263819373876,0,1.1325226500074209e-30,2133.8198678834174,2624.168753958197,0.4364370526001832,15.40899999999965,-51.852279518609826
