scenario,completed_cohorts,sum_cohort_pnl,mean_cohort_pnl,median_cohort_pnl,std_cohort_pnl,worst_cohort_pnl,fifth_percentile_cohort_pnl,mean_pnl_below_fifth_percentile,daily_discounted_pnl_variance,total_costs,total_turnover_contracts,spot_pnl,total_futures_costs,total_spot_costs,peak_borrowing,peak_spot_notional,spot_turnover_notional,variance_reduction_vs_no_hedge
short_no_hedge,24,-80.08250744812756,-3.3367711436719816,-3.5923151764484,19.49963199323103,-48.774370627807436,-31.38664830796902,-40.11341548840255,54.181699912824755,0.0,0.0,0.0,0.0,0.0,232.50711221797508,0.0,0.0,0.0
short_one_futures_spot,24,-276.6176689829207,-11.525736207621696,-7.781074676546268,13.001238145682148,-52.13384555025735,-29.884007070085527,-41.06249423019018,15.299993671634128,0.0,27.104525264913857,1035.0307459535197,0.0,0.0,66807.67135825893,67372.3579406534,184370.03005829855,0.7176169500726086
short_two_futures_spot,24,-272.4852340018725,-11.353551416744688,-8.08548975961321,12.865872791844316,-51.42444822146217,-30.25404715089086,-40.9509606640147,15.133206202640835,0.0,27.030750525868957,1016.2247631511773,0.0,0.0,65895.76472404378,66461.9935054479,182255.89737951438,0.7206952490049353
short_one_futures_only,24,-1285.7732274792259,-53.573884478301075,-87.14419627415121,96.4191764886691,-232.18436131557297,-187.1626731470385,-213.3235776142442,859.1837925503814,0.0,27.104525264913857,0.0,0.0,0.0,1807.3578250113223,0.0,0.0,-14.857453603943007
short_two_futures_only,24,-1263.2591835425992,-52.63579931427497,-85.29769234623592,94.9072046983774,-229.08764145394107,-184.10798477676965,-210.14669154652637,832.4516853240928,0.0,27.030750525868957,0.0,0.0,0.0,1774.9424899593057,0.0,0.0,-14.364074709052314
