expiry_zone,roll_change_date,n,mean_carry_residual,carry_rmse,futures_rmse
6-10_sessions,False,243,0.00475851938584139,0.032012127020876704,6.769886759729969
6-10_sessions,True,1,-0.15415560526085614,0.15415560526085614,32.96158456127068
11-21_sessions,False,499,-0.0005991857084045841,0.017254816237786165,6.930417744443269
11-21_sessions,True,40,0.0034806211243666027,0.013965672007338562,6.736082556895315
22+_sessions,False,2567,-0.0003047783195208989,0.016040939797473137,43.82311544258869
22+_sessions,True,317,0.000158739796575649,0.01758245266224326,41.8473783573339
