window_start,window_end,n_dates,n_observations,kappa,theta,eta,sigma_epsilon,half_life_sessions,log_likelihood,converged,message
2022-07-22,2024-07-25,488,1806,10.429251458569789,0.07014552685165419,0.8210739071413143,0.017122429138315926,16.216687528197728,4227.792606498335,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2022-10-27,2024-10-31,488,1805,13.022145232761792,0.07053676373535249,1.0,0.017855106129078726,12.987715083312528,4122.226616041176,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2023-02-01,2025-02-06,488,1805,12.34561119755125,0.07152333076299079,1.0,0.01806878885495648,13.699436127566786,4103.020471746024,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2023-05-05,2025-05-12,488,1803,9.823568881181878,0.07573304805082126,1.0,0.02073118748535226,17.2165446287662,3861.1775774950092,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2023-08-04,2025-08-08,488,1804,8.950694961471246,0.0860999112688379,0.9624153723321519,0.021801388503743357,18.895506190820598,3794.2665664664355,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2023-11-09,2025-11-13,488,1805,13.133165911585309,0.10274901167929887,1.0,0.018926017692182037,12.877923967094022,3960.4861013452623,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-02-07,2026-02-12,488,1806,12.856640903319816,0.11001179891574271,1.0,0.0175357915867265,13.154906738738793,4086.800416920861,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-05-21,2026-05-26,488,1807,12.741859500081327,0.11388475149443536,1.0,0.01699649839776053,13.273408960093082,4145.133701774356,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-08-16,2026-08-21,488,1806,12.589964018737566,0.11806000604372857,1.0,0.01660944404685837,13.43355007249541,4151.84440788333,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
