maturity_bucket,n,mean_carry_residual,carry_rmse,mean_futures_residual,futures_rmse
6-21,783,0.0010758566819660006,0.02341127645792429,0.04890053907856875,6.9669714198657005
22-42,931,-0.0016098207246868707,0.013507438899702883,1.292565627415865,10.120829438602266
43-63,344,0.0027643954451558625,0.013363879036299285,-4.545709249247442,18.945879816382245
64-126,1029,0.0003673307068626859,0.017180932378341156,-4.1408140203681265,46.247689338669645
127-189,580,-0.0009693752870819151,0.019629095967487943,-0.14792368493031377,72.69741029709934
