date,contract,expiry,futures_price,volume,hold,price_source,spot,spot_duplicate,risk_free_rate,quality_flags,exclusion_reasons,sessions_to_expiry,tau,implied_carry,excluded,delta,n_contracts,predicted_state,predicted_variance,predicted_std,filtered_state,filtered_variance,filtered_std,maturity_loading,predicted_carry,fitted_carry,predicted_futures_price,fitted_futures_price,carry_residual,carry_prediction_error,futures_residual,futures_prediction_error
2022-07-22,IM2208,2022-08-19,6956.6,22153,17517,close,7034.598,False,0.014,,,20.0,0.08196721311475409,0.15002630138819212,False,,4,0.0847657087086099,0.04167978176190712,0.20415626799563888,0.17871234600958946,0.0004152651719466395,0.020378056137586812,0.7272045283690969,0.0847657087086099,0.15308412877893135,6993.91215247328,6954.856605211894,-0.0030578273907392317,0.06526059267958222,1.7433947881063432,-37.31215247327964
2022-07-22,IM2209,2022-09-16,6901.2,6710,5858,close,7034.598,False,0.014,,,39.0,0.1598360655737705,0.1337804543185919,False,,4,0.0847657087086099,0.04167978176190712,0.20415626799563888,0.17871234600958946,0.0004152651719466395,0.020378056137586812,0.5560579010488347,0.0847657087086099,0.13700547865678875,6955.47857779885,6897.643519256303,-0.0032250243381968524,0.049014745609981994,3.5564807436967385,-54.278577798850165
2022-07-22,IM2212,2022-12-16,6737.0,3921,3613,close,7034.598,False,0.014,,,99.0,0.4057377049180328,0.12053637454449517,False,,4,0.0847657087086099,0.04167978176190712,0.20415626799563888,0.17871234600958946,0.0004152651719466395,0.020378056137586812,0.2887300665899318,0.0847657087086099,0.1118909275524219,6835.490494890156,6760.673435972678,0.008645446992073272,0.03577066583588527,-23.673435972677908,-98.49049489015579
2022-07-22,IM2303,2023-03-17,6588.0,3703,3338,close,7034.598,False,0.014,,,158.0,0.6475409836065574,0.11529201922600309,False,,4,0.0847657087086099,0.04167978176190712,0.20415626799563888,0.17871234600958946,0.0004152651719466395,0.020378056137586812,0.1866472272017737,0.0847657087086099,0.10230058806576846,6719.520846936539,6643.6552164157465,0.012991431160234629,0.030526310517393185,-55.65521641574651,-131.52084693653887
2022-07-25,IM2208,2022-08-19,6878.6,22883,18747,close,6948.909,False,0.014,,,19.0,0.0778688524590164,0.1445981229888313,False,0.004098360655737705,4,0.17559496136366404,0.0031083496517956507,0.05575257529294634,0.17184223465867324,0.00036079044633193175,0.01899448462927941,0.7382210289640655,0.15181777306366104,0.14904743129408182,6874.734035096048,6876.217235620742,-0.004449308305250532,-0.007219650074829748,2.382764379258333,3.865964903952772
2022-07-25,IM2209,2022-09-16,6823.0,6248,6213,close,6948.909,False,0.014,,,38.0,0.1557377049180328,0.1314115864451097,False,0.004098360655737705,4,0.17559496136366404,0.0031083496517956507,0.05575257529294634,0.17184223465867324,0.00036079044633193175,0.01899448462927941,0.5635130557915067,0.13594917842751827,0.1338344679344385,6818.180065460352,6820.425935772896,-0.0024228814893288153,-0.004537591982408579,2.574064227103918,4.819934539647875
2022-07-25,IM2212,2022-12-16,6670.0,2763,3461,close,6948.909,False,0.014,,,98.0,0.4016393442622951,0.11599401401957343,False,0.004098360655737705,4,0.17559496136366404,0.0031083496517956507,0.05575257529294634,0.17184223465867324,0.00036079044633193175,0.01899448462927941,0.29130881668128283,0.11122507081959898,0.11013186844383988,6682.7879291747195,6685.722805755002,0.005862145575733557,0.004768943199974451,-15.7228057550019,-12.787929174719466
2022-07-25,IM2303,2023-03-17,6515.0,2829,3644,close,6948.909,False,0.014,,,157.0,0.6434426229508197,0.11420700519423466,False,0.004098360655737705,4,0.17559496136366404,0.0031083496517956507,0.05575257529294634,0.17184223465867324,0.00036079044633193175,0.01899448462927941,0.18780473885163865,0.10182387278358185,0.10111909292476948,6567.117803623674,6570.096571036702,0.01308791226946518,0.012383132410652808,-55.09657103670179,-52.11780362367426
2022-07-26,IM2208,2022-08-19,6991.0,19269,20386,close,7027.419,False,0.014,,,18.0,0.07377049180327869,0.08443317630106531,False,0.004098360655737705,4,0.16895281750851388,0.003057430160804307,0.055294033681802475,0.11040641646455028,0.0003514659514900387,0.018747425196277985,0.7494741001422767,0.14786176631999787,0.10398275508100441,6958.364417536897,6980.924972108759,-0.019549578779939097,-0.06342859001893256,10.075027891241007,32.635582463102764
2022-07-26,IM2209,2022-09-16,6937.0,6357,7765,close,7027.419,False,0.014,,,37.0,0.15163934426229508,0.09940061449540678,False,0.004098360655737705,4,0.16895281750851388,0.003057430160804307,0.055294033681802475,0.11040641646455028,0.0003514659514900387,0.018747425196277985,0.571118176546871,0.1328464967751641,0.09940958296755378,6901.906603252277,6936.990565872081,-8.96847214700014e-06,-0.033445882279757325,0.009434127919121238,35.09339674772309
