date,n_contracts,front_carry,back_carry,inversion,hump_or_u_shape,material_slope_sign_changes,one_factor_shape_limitation
2022-10-20,3,0.12969288019799166,0.11254484686517993,True,False,0,False
2022-10-21,3,0.11862383141430916,0.11223130439106763,True,False,0,False
2022-10-24,4,0.05116404804093063,0.0989850237398133,False,False,0,False
2022-10-25,4,0.045982665769740534,0.09428422458874532,False,False,0,False
2022-10-26,4,-0.005681826737726279,0.08645289836674873,False,False,0,False
2022-10-27,4,-0.012857793918269073,0.08046057272518779,False,False,0,False
2022-10-28,4,0.055063001562502746,0.08466963939106521,False,False,0,False
2022-10-31,4,0.030678711044682318,0.09050315635450072,False,False,0,False
2022-11-01,4,-0.07665080665743887,0.07854183978880389,False,False,0,False
2022-11-02,4,-0.009316384451900967,0.08023074229818333,False,False,0,False
2022-11-03,4,0.025626235666354705,0.08807573895993315,False,False,0,False
2022-11-04,4,-0.12002019165856735,0.07120189100231755,False,False,0,False
2022-11-07,4,0.021423254650392194,0.07554580771533441,False,False,0,False
2022-11-08,4,-0.043547547558565276,0.07208165427128832,False,False,0,False
2022-11-09,4,0.020307847238360002,0.06962249421409168,False,False,0,False
2022-11-10,4,-0.06408287486500718,0.064698246200064,False,False,0,False
2022-11-11,3,0.03353223879628533,0.06373576999122818,False,False,0,False
2022-11-14,3,0.047430988231183684,0.06393838187323152,False,False,0,False
2022-11-15,3,0.02927082456879403,0.06194906591489396,False,False,0,False
2022-11-16,3,0.04356364318450225,0.0653289070047116,False,False,0,False
2022-11-17,3,0.026992484660190316,0.06036280017513385,False,False,0,False
2022-11-18,3,0.03600893342300441,0.05977473789168244,False,False,0,False
2022-11-21,4,0.022305780994444448,0.0567995620782937,False,False,0,False
