date,contract,expiry,sessions_to_expiry,tau,spot,futures_price,implied_carry,predicted_carry,fitted_carry,carry_prediction_error,carry_residual,predicted_futures_price,fitted_futures_price,futures_prediction_error,futures_residual
2025-08-22,IM2510,2025-10-17,34.0,0.13934426229508196,7362.94,7301.8,0.07384040003916406,0.10078880239880064,0.06741396606508888,-0.02694840235963658,0.006426433974075177,7274.432388797668,7308.341593313362,27.367611202332228,-6.541593313361773
2025-08-22,IM2512,2025-12-19,79.0,0.3237704918032787,7362.94,7192.6,0.08629377097387488,0.09766847891637231,0.07784159203527652,-0.011374707942497439,0.008452178938598356,7166.159846944663,7212.309982093689,26.44015305533776,-19.709982093688268
2025-08-22,IM2603,2026-03-20,136.0,0.5573770491803278,7362.94,7036.0,0.09548789529904284,0.09594027590999861,0.08361697226508338,-0.0004523806109557743,0.011870923033959452,7034.2261203814205,7082.708612475558,1.7738796185794854,-46.70861247555786
2025-08-25,IM2509,2025-09-19,19.0,0.0778688524590164,7477.728,7412.2,0.12703250175315514,0.06244683054029682,0.1208285040596075,0.06458567121285833,0.006203997693547639,7449.571421580545,7415.781685420812,-37.37142158054485,-3.5816854208123914
2025-08-25,IM2510,2025-10-17,33.0,0.13524590163934427,7477.728,7365.0,0.12631358904646664,0.06790122937735138,0.11589519856946981,0.05841235966911526,0.01041839047699683,7423.414170635106,7375.384928275275,-58.41417063510562,-10.384928275275342
2025-08-25,IM2512,2025-12-19,78.0,0.319672131147541,7477.728,7262.0,0.10557423086680891,0.0781814294105951,0.10659713130691852,0.02739280145621381,-0.0010229004401096087,7325.870505707171,7259.625766750136,-63.870505707171105,2.374233249864119
2025-08-25,IM2603,2026-03-20,135.0,0.5532786885245902,7477.728,7108.0,0.10565018152849964,0.08385610334289566,0.10146459499975012,0.021794078185603985,0.004185586528749521,7194.2285139539135,7124.479751231064,-86.22851395391353,-16.479751231064256
2025-08-26,IM2509,2025-09-19,18.0,0.07377049180327869,7476.467,7415.4,0.12517501266336226,0.12033725947747619,0.129800057527641,0.004837753185886071,-0.0046250448642787545,7418.046905690066,7412.870357643499,-2.646905690065978,2.529642356500517
2025-08-26,IM2510,2025-10-17,32.0,0.13114754098360656,7476.467,7362.6,0.13102257517369637,0.11546470769545415,0.12323455366864311,0.015557867478242213,0.007788021505053255,7377.637808975084,7370.123853129273,-15.037808975083863,-7.523853129272538
2025-08-26,IM2512,2025-12-19,77.0,0.3155737704918033,7476.467,7255.0,0.10928506700353126,0.10629747188833341,0.1108821919574623,0.002987595115197847,-0.0015971249539310367,7261.843287725216,7251.344323382289,-6.843287725216214,3.655676617710924
