date,delta,spot,n_contracts,predicted_state,predicted_variance,predicted_std,filtered_state,filtered_variance,filtered_std,transition_cross_covariance,curve_log_likelihood,return_log_likelihood,curve_innovation_mean,standardized_curve_innovation,log_return,return_residual,standardized_return_residual,sample,model
2022-09-30,0.004098360655737705,6124.864,4,0.02567695416679304,0.0029531015497714277,0.05434244703518078,0.09792762338848195,0.00025910003334134543,0.016096584524095334,0.0002572011631178422,9.616007397762933,0.0,0.045684894763367054,1.2353037657005081,,,,in_sample,exact_corr_curve
2022-10-10,0.004098360655737705,5984.501,4,0.09844724830334647,0.002946592917038214,0.05428252865368575,0.07687108716473103,0.00025225875832481483,0.015882655896442974,0.00025046822541532156,9.020138723190055,0.0,-0.007759719841619868,-0.08793431748896374,,,,in_sample,exact_corr_curve
2022-10-11,0.004098360655737705,6017.719,4,0.07809220167003235,0.002940199877519346,0.0542236099639202,0.13480566300711727,0.0002455408794330147,0.015669744076819335,0.0002438548645798517,10.045981741109099,0.0,0.03643586903537915,0.9624556574615044,,,,in_sample,exact_corr_curve
2022-10-12,0.004098360655737705,6192.653,4,0.13409671164365694,0.00293392214929844,0.05416569162577397,0.14248611552174784,0.0002389460425158727,0.015457879625481391,0.0002373607889794541,10.113724700642244,0.0,0.006028149377154348,0.1819703363918383,,,,in_sample,exact_corr_curve
2022-10-13,0.004098360655737705,6252.223,4,0.14152129313412634,0.0029277594014290877,0.05410877379343472,0.1012236582081685,0.00023247384114274126,0.015247092875126761,0.0002309856562624163,9.421897598949503,0.0,-0.021536359979038244,-0.45740137772039574,,,,in_sample,exact_corr_curve
2022-10-14,0.004098360655737705,6406.457,3,0.10163347711832464,0.002921711254109688,0.05405285611426734,0.073283983387924,0.0004315049798063068,0.020772697942402833,0.00022472907353815555,7.444876747247449,0.0,-0.012963462425103248,-0.3039407597735696,,,,in_sample,exact_corr_curve
2022-10-17,0.004098360655737705,6472.451,3,0.07462460073702203,0.0031077020134180045,0.05574676684273272,0.1352201999766694,0.0004253721564117581,0.02062455227178903,0.0004171295740729395,7.192907565174535,0.0,0.035504487369194475,1.017861012813504,,,,in_sample,exact_corr_curve
2022-10-18,0.004098360655737705,6508.504,3,0.13449743848955426,0.0031019710082722017,0.055695340992512124,0.13419206059819064,0.0004154147181837195,0.020381725103232048,0.00041120106309357375,7.781853494751566,0.0,0.002081645995637746,0.1080556474591584,,,,in_sample,exact_corr_curve
2022-10-19,0.004098360655737705,6461.146,3,0.13350355113922754,0.0030926659743502026,0.05561174313353433,0.11943345405226981,0.0004055327274265327,0.02013784316719476,0.0004015753527048228,7.672471329621796,0.0,-0.005598690571892192,-0.09534345528896276,,,,in_sample,exact_corr_curve
2022-10-20,0.004098360655737705,6429.704,3,0.11923662132262738,0.003083431444634158,0.05552865426637096,0.14929136574031654,0.00039579499721067866,0.019894597186439305,0.00039202257628637133,7.658778357401257,0.0,0.019503617615625617,0.5736767053263563,,,,in_sample,exact_corr_curve
2022-10-21,0.004098360655737705,6432.326,3,0.14809982932252808,0.003074331723610868,0.05544665655935322,0.14093587894173695,0.00038620307869314846,0.019652050241467135,0.00038260925443038795,7.69288401146154,0.0,-0.0017206878079373243,0.009752571744305605,,,,in_sample,exact_corr_curve
2022-10-24,0.004098360655737705,6378.432,4,0.1400227020295173,0.0030653682608066148,0.055365767951023805,0.07134730013970253,0.00036507604822312155,0.019106963343847226,0.00037333688661772514,8.845715722533587,0.0,-0.028221978790321105,-0.6773621160980656,,,,in_sample,exact_corr_curve
2022-10-25,0.004098360655737705,6355.778,4,0.0727524372713595,0.003045625458421846,0.055187185635995666,0.05231999604168649,0.00035605563416217934,0.018869436508867438,0.0003529136942241074,9.983343756201112,0.0,-0.004826246874217169,-0.016355888305802646,,,,in_sample,exact_corr_curve
2022-10-26,0.004098360655737705,6491.692,4,0.05435901975454565,0.0030371960555066273,0.055110761703197564,-0.0022265642914901726,0.00034732903506737864,0.018636765681506507,0.00034419379143899617,8.739690989770482,0.0,-0.021665325277811787,-0.4552371461779868,,,,in_sample,exact_corr_curve
2022-10-27,0.004098360655737705,6461.61,4,0.0016296549876889804,0.0030290412170088945,0.05503672607458491,-0.018060748201122034,0.00033873922557633963,0.018404869615847315,0.00033575791529881006,9.7216314697405,0.0,-0.004262588289037621,0.008686005802645669,,,,in_sample,exact_corr_curve
2022-10-28,0.004098360655737705,6239.932,4,-0.013677019788074049,0.003021014205756888,0.05496375356320643,0.039917819768720636,0.00033028446009188963,0.01817372994439748,0.0003274542716746434,10.247328341353125,0.0,0.029395236445154214,0.8548668729545369,,,,in_sample,exact_corr_curve
2022-10-31,0.004098360655737705,6292.619,4,0.04237001673390392,0.003013113390523726,0.05489183355039005,0.035008854412021076,0.0003219649224336055,0.017943381020131224,0.0003192811731231544,9.977515565180926,0.0,0.0016462305466068451,0.16805475408994297,,,,in_sample,exact_corr_curve
2022-11-01,0.004098360655737705,6439.822,4,0.0376245914799519,0.0030053389430852577,0.054820971745174835,-0.058596064553441504,0.0003137807610187085,0.01771385788073023,0.00031123879734004856,4.777636281833418,0.0,-0.04067520356307734,-0.8899928295014524,,,,in_sample,exact_corr_curve
2022-11-02,0.004098360655737705,6524.514,4,-0.05286191923591989,0.0029976910021345124,0.05475117352289823,-0.014068008332641206,0.00030573206419134735,0.017485195572007405,0.0003033272877980901,9.542993932054863,0.0,0.026390621147476964,0.8380707819317592,,,,in_sample,exact_corr_curve
2022-11-03,0.004098360655737705,6566.841,4,-0.009817296358066233,0.002990169650227393,0.05468244371118936,0.02403551144565922,0.00029781885943118495,0.017257429108392276,0.00029554672989828,9.903438984974741,0.0,0.02359783262686095,0.753672530437712,,,,in_sample,exact_corr_curve
2022-11-04,0.004098360655737705,6709.645,4,0.027016820789172252,0.0029827749130431147,0.054614786578756444,-0.09137857383318401,0.00029004111293610415,0.017030593440514753,0.00028789715020480764,1.9939937330531698,0.0,-0.05332566141226726,-1.176816950425881,,,,in_sample,exact_corr_curve
2022-11-07,0.004098360655737705,6713.638,4,-0.08455229309681807,0.0029755067589942504,0.05454820582745367,0.00821363006373313,0.00028239872930569727,0.016804723422469567,0.0002803785160416593,9.063681746458963,0.0,0.053395808396944994,1.4543929107584292,,,,in_sample,exact_corr_curve
2022-11-08,0.004098360655737705,6694.956,4,0.011722038687612499,0.0029683650989309595,0.05448270458531734,-0.029258559565206274,0.0002748915513245447,0.016579853778744394,0.00027299073518665133,8.553983936909649,0.0,-0.01694510164912275,-0.31833938077224183,,,,in_sample,exact_corr_curve
2022-11-09,0.004098360655737705,6676.008,4,-0.02450178080693012,0.0029613497859384665,0.0544182854005753,0.0086916984592443,0.00026751935984704097,0.01635601907088155,0.00026573365566192936,10.555053429096777,0.0,0.01877582375127396,0.48613935095306254,,,,in_sample,exact_corr_curve
