date,contract,expiry,futures_price,volume,hold,price_source,spot,spot_duplicate,risk_free_rate,quality_flags,exclusion_reasons,sessions_to_expiry,tau,implied_carry,excluded,delta,spot_state,n_contracts,predicted_state,predicted_variance,predicted_std,filtered_state,filtered_variance,filtered_std,transition_cross_covariance,curve_log_likelihood,return_log_likelihood,curve_innovation_mean,standardized_curve_innovation,log_return,return_residual,standardized_return_residual,sample,model,maturity_loading,predicted_carry,fitted_carry,predicted_futures_price,fitted_futures_price,carry_residual,carry_prediction_error,futures_residual,futures_prediction_error
2022-07-26,IM2212,2022-12-16,6777.2,2658,4210,close,7027.419,False,0.014,,,97.0,0.3975409836065574,0.10519930215525243,False,0.004098360655737705,7027.419,4,0.16895281256663425,0.0030574335709307576,0.055294064518090526,0.11040639453330525,0.0003514660164470643,0.018747426928703157,0.00034881857808984637,9.286660528441406,0.0,-0.023847754831811133,-0.5457777892809068,,,,in_sample,legacy_curve,0.2939279000263125,0.10951066253466699,0.09230223682806796,6765.594217917905,6812.036693190089,0.012897065327184473,-0.0043113603794145555,-34.836693190089136,11.605782082095175
2022-07-26,IM2303,2023-03-17,6624.0,1899,3684,close,7027.419,False,0.014,,,156.0,0.639344262295082,0.10646986950295019,False,0.004098360655737705,7027.419,4,0.16895281256663425,0.0030574335709307576,0.055294064518090526,0.11040639453330525,0.0003514660164470643,0.018747426928703157,0.00034881857808984637,9.286660528441406,0.0,-0.023847754831811133,-0.5457777892809068,,,,in_sample,legacy_curve,0.18897594052031066,0.10067506327598333,0.0896111988640397,6648.586616428768,6695.782907405579,0.016858670638910486,0.0057948062269668615,-71.78290740557895,-24.58661642876814
2022-07-27,IM2208,2022-08-19,7066.2,19290,21390,close,7099.434,False,0.014,,,17.0,0.06967213114754098,0.08134700645772011,False,0.004098360655737705,7099.434,4,0.1095555727837796,0.00304871762594825,0.05521519379616674,0.09766733628539774,0.00034284919025494716,0.018516187249402807,0.00033980348979749457,10.123711514708628,0.0,-0.0009523439162208392,0.08798099382179479,,,,in_sample,legacy_curve,0.7609695312143718,0.10363004509165107,0.09458345933651183,7055.23818786565,7059.686470296061,-0.013236452878791716,-0.022283038633930954,6.51352970393873,10.961812134350112
2022-07-27,IM2209,2022-09-16,7015.0,5374,7206,close,7099.434,False,0.014,,,36.0,0.14754098360655737,0.09509169881378786,False,0.004098360655737705,7099.434,4,0.1095555727837796,0.00304871762594825,0.05521519379616674,0.09766733628539774,0.00034284919025494716,0.018516187249402807,0.00033980348979749457,10.123711514708628,0.0,-0.0009523439162208392,0.08798099382179479,,,,in_sample,legacy_curve,0.5788767312224233,0.09911599324557785,0.09223416976139544,7010.836091542332,7017.95816611074,0.0028575290523924213,-0.00402429443178999,-2.9581661107404216,4.163908457668185
2022-07-27,IM2212,2022-12-16,6856.6,2693,4272,close,7099.434,False,0.014,,,96.0,0.39344262295081966,0.10245856670700011,False,0.004098360655737705,7099.434,4,0.1095555727837796,0.00304871762594825,0.05521519379616674,0.09766733628539774,0.00034284919025494716,0.018516187249402807,0.00033980348979749457,10.123711514708628,0.0,-0.0009523439162208392,0.08798099382179479,,,,in_sample,legacy_curve,0.29658832676238817,0.09211810813790619,0.08859219596669557,6884.552055909608,6894.109237896685,0.013866370740304543,0.010340458569093922,-37.50923789668468,-27.952055909607225
2022-07-27,IM2303,2023-03-17,6715.0,1124,3785,close,7099.434,False,0.014,,,155.0,0.6352459016393442,0.10163729516533461,False,0.004098360655737705,7099.434,4,0.1095555727837796,0.00304871762594825,0.05521519379616674,0.09766733628539774,0.00034284919025494716,0.018516187249402807,0.00033980348979749457,10.123711514708628,0.0,-0.0009523439162208392,0.08798099382179479,,,,in_sample,legacy_curve,0.190161196529605,0.08947979633359095,0.08721911505643173,6767.060727548131,6776.785807113746,0.014418180108902875,0.012157498831743663,-61.78580711374616,-52.06072754813067
2022-07-28,IM2208,2022-08-19,7119.0,22464,24584,close,7150.198,False,0.014,,,16.0,0.06557377049180328,0.08068493325382547,False,0.004098360655737705,7150.198,4,0.09723922853766526,0.003040663167889508,0.05514220858733814,0.0903309883582993,0.00033437300764571745,0.018285869070014622,0.0003314725915767818,10.488832851757417,0.0,0.0001573281094324466,0.0888981706634787,,,,in_sample,legacy_curve,0.7727134901255208,0.09440417063627828,0.08906608025665505,7112.598470013974,7115.088590625358,-0.008381147002829575,-0.0137192373824528,3.911409374642062,6.401529986025707
2022-07-28,IM2209,2022-09-16,7074.0,7766,9682,close,7150.198,False,0.014,,,35.0,0.14344262295081966,0.08869159184692438,False,0.004098360655737705,7150.198,4,0.09723922853766526,0.003040663167889508,0.05514220858733814,0.0903309883582993,0.00033437300764571745,0.018285869070014622,0.0003314725915767818,10.488832851757417,0.0,0.0001573281094324466,0.0888981706634787,,,,in_sample,legacy_curve,0.5867925943618285,0.09208508665342821,0.08803138247610343,7070.557414259788,7074.669954829641,0.0006602093708209522,-0.003393494806503833,-0.6699548296410285,3.4425857402120528
2022-07-28,IM2212,2022-12-16,6923.0,3256,5135,close,7150.198,False,0.014,,,95.0,0.38934426229508196,0.0969364910733481,False,0.004098360655737705,7150.198,4,0.09723922853766526,0.003040663167889508,0.05514220858733814,0.0903309883582993,0.00033437300764571745,0.018285869070014622,0.0003314725915767818,10.488832851757417,0.0,0.0001573281094324466,0.0888981706634787,,,,in_sample,legacy_curve,0.2992908435587877,0.08849893404486868,0.08643136101407953,6945.780244475474,6951.37383268282,0.010505130059268578,0.008437557028479425,-28.37383268281974,-22.78024447547432
2022-07-28,IM2303,2023-03-17,6787.6,1449,3892,close,7150.198,False,0.014,,,154.0,0.6311475409836066,0.09645715483980874,False,0.004098360655737705,7150.198,4,0.09723922853766526,0.003040663167889508,0.05514220858733814,0.0903309883582993,0.00033437300764571745,0.018285869070014622,0.0003314725915767818,10.488832851757417,0.0,0.0001573281094324466,0.0888981706634787,,,,in_sample,legacy_curve,0.19136067291757608,0.08715266724160176,0.08583070175220205,6827.577480401657,6833.27648280515,0.010626453087606694,0.009304487598206984,-45.676482805150044,-39.977480401656976
2022-07-29,IM2208,2022-08-19,7087.0,25025,25557,close,7117.434,False,0.014,,,15.0,0.06147540983606557,0.08370506404931596,False,0.004098360655737705,7117.434,4,0.09014631909169003,0.003032740174457572,0.05507032026834029,0.09139236142367324,0.000326030679112115,0.01805631964471484,0.0003232776700310428,10.45245724169252,0.0,0.0046397985829975934,0.2208442157280285,,,,in_sample,legacy_curve,0.7847120818437927,0.08898794331235968,0.08996572778475573,7084.698748787376,7084.27290246157,-0.006260663735439764,-0.005282879263043716,2.7270975384299163,2.3012512126242655
2022-07-29,IM2209,2022-09-16,7044.8,9450,11829,close,7117.434,False,0.014,,,34.0,0.13934426229508196,0.08761272735525831,False,0.004098360655737705,7117.434,4,0.09014631909169003,0.003032740174457572,0.05507032026834029,0.09139236142367324,0.000326030679112115,0.01805631964471484,0.0003232776700310428,10.45245724169252,0.0,0.0046397985829975934,0.2208442157280285,,,,in_sample,legacy_curve,0.5948694220135798,0.08796647800713336,0.08870771048896467,7044.452748361338,7043.725189113418,-0.0010949831337063592,-0.00035375065187505383,1.0748108865818722,0.3472516386618736
2022-07-29,IM2212,2022-12-16,6891.8,3417,5281,close,7117.434,False,0.014,,,94.0,0.38524590163934425,0.09762183213146755,False,0.004098360655737705,7117.434,4,0.09014631909169003,0.003032740174457572,0.05507032026834029,0.09139236142367324,0.000326030679112115,0.01805631964471484,0.0003232776700310428,10.45245724169252,0.0,0.0046397985829975934,0.2208442157280285,,,,in_sample,legacy_curve,0.30203631091646993,0.0863908634246433,0.08676721345384127,6921.683246453121,6920.679762991885,0.010854618677626285,0.011230968706824246,-28.87976299188449,-29.88324645312059
2022-07-29,IM2303,2023-03-17,6749.0,1392,4053,close,7117.434,False,0.014,,,153.0,0.6270491803278688,0.09876675054281711,False,0.004098360655737705,7117.434,4,0.09014631909169003,0.003032740174457572,0.05507032026834029,0.09139236142367324,0.000326030679112115,0.01805631964471484,0.0003232776700310428,10.45245724169252,0.0,0.0046397985829975934,0.2208442157280285,,,,in_sample,legacy_curve,0.1925746080083831,0.08580189500273222,0.08604185111637574,6804.090311908943,6803.066616346081,0.012724899426441366,0.01296485554008489,-54.06661634608099,-55.09031190894257
