date,delta,spot,n_contracts,predicted_state,predicted_variance,predicted_std,filtered_state,filtered_variance,filtered_std,transition_cross_covariance,curve_log_likelihood,return_log_likelihood,curve_innovation_mean,standardized_curve_innovation,log_return,return_residual,standardized_return_residual,smoothed_state,smoothed_variance,smoothed_std,model
2025-08-26,0.004098360655737705,7476.467,4,0.12877255193399506,0.002901391249218125,0.053864563947164046,0.14064801041580838,0.00033492676297130624,0.018301004425203177,0.0003320408436051632,10.588396211682326,0.0,0.007435975380045506,0.22234010208431845,,,,0.14043900704411058,0.000302321409683644,0.017387392262315934,exact_corr_curve
2025-08-27,0.004098360655737705,7336.504,4,0.13978864679948264,0.002893781525434097,0.05379387999981129,0.12983476970363222,0.00032692624499132785,0.01808110187436949,0.0003241788243660144,10.421653298912295,0.0,-0.003309365626981007,-0.04380852556938859,,,,0.13792297868573306,0.00029570999646453405,0.0171962204121875,exact_corr_curve
2025-08-28,0.004098360655737705,7447.11,4,0.12932240746237625,0.0028862862484373593,0.05372416819679351,0.201930452564685,0.0003190480608677398,0.017861916494814875,0.00031643504632313896,9.62620050979187,0.0,0.04111570555950282,1.1193467251648808,,,,0.20309706242169365,0.00028917618100862707,0.017005181004876926,exact_corr_curve
2025-08-29,0.004098360655737705,7438.677,4,0.1991045099865732,0.0028789055797874834,0.05365543383281402,0.1992204499837839,0.000311292334443178,0.017643478524462745,0.0003088096763925115,10.548345909697439,0.0,0.0017058219257471922,0.0821049610610774,,,,0.2099803337820309,0.00028272081943025946,0.01681430401266313,exact_corr_curve
2025-09-01,0.004098360655737705,7501.148,4,0.19648147251142034,0.0028716396355063147,0.05358768175155849,0.30901278339237437,0.0003036591404570979,0.017425818214852864,0.0003013028344426066,7.206942783925021,0.0,0.061745038615037565,1.5891395036783629,,,,0.29903115096250044,0.0002763447364731475,0.0166236198366405,exact_corr_curve
2025-09-02,0.004098360655737705,7313.882,4,0.30275052444695527,0.002864488485613435,0.0535209163375725,0.20385906471628285,0.00029614850411913195,0.01720896580620497,0.0002939145928144594,8.516967712342732,0.0,-0.055461003613942156,-1.4171816767804475,,,,0.20546964128560388,0.0002700487240025911,0.016433159282456648,exact_corr_curve
2025-09-03,0.004098360655737705,7206.876,4,0.20097123217507912,0.0028574521537264625,0.05345514150880589,0.2223829008759684,0.0002887604007523481,0.016992951502088977,0.00028664497590871497,10.358816098690971,0.0,0.014874626647902147,0.4412243688849432,,,,0.21702644288358058,0.00026383353953163323,0.01624295353473725,exact_corr_curve
2025-09-04,0.004098360655737705,7041.154,4,0.21890063075679234,0.0028505306167268384,0.05339036070984011,0.16809461648293922,0.0002814947555082417,0.016777805443747455,0.00027949395984033413,9.139688684397868,0.0,-0.02499893173967574,-0.5381591555149272,,,,0.1642706576681604,0.00025769990478651254,0.01605303413023571,exact_corr_curve
2025-09-05,0.004098360655737705,7245.667,4,0.16635447990503793,0.0028437238044928194,0.05332657690582454,0.11134484106838768,0.00027435144315511676,0.016563557684118373,0.00027246147216273186,8.285524076088688,0.0,-0.026236157500625752,-0.5308172196306737,,,,0.12644321236812964,0.0002516485043220251,0.015863432929918576,exact_corr_curve
2025-09-08,0.004098360655737705,7311.034,4,0.11142582829859471,0.0028370315997012195,0.05326379257714587,0.2715865849042227,0.0002673302879413055,0.01635023816160809,0.0002655473916629491,3.23207654451536,0.0,0.09295324687603505,2.2975733338979305,,,,0.2727324644253711,0.0002456799848024106,0.01567418210952044,exact_corr_curve
2025-09-09,0.004098360655737705,7226.028,4,0.2665253481763521,0.002830453837699271,0.05320200971485261,0.2726032275177211,0.0002604310635344576,0.016137876673666136,0.00025875154822926194,9.791615686704873,0.0,0.0017525536131522378,0.011965243482407281,,,,0.2790599942890844,0.00023979502819873643,0.015485316535309714,exact_corr_curve
2025-09-10,0.004098360655737705,7230.168,4,0.2675093663071233,0.002823990306447746,0.0531412298168545,0.3576683922188471,0.00025365349303791025,0.015926502850215116,0.00025207372279241897,0.3062220673660754,0.0,0.046875712859141466,1.006219760066575,,,,0.3398447393532831,0.00023400371708864708,0.015297180037139103,exact_corr_curve
2025-09-11,0.004098360655737705,7399.885,4,0.34984475462506115,0.0028176407465362917,0.05308145388491438,0.13897364194549575,0.00024699724908491073,0.015716146126990252,0.000245513647341486,-1.5939583847205885,0.0,-0.12419980815650343,-2.91859722104768,,,,0.145291357655322,0.00022956153350584392,0.01515128817975039,exact_corr_curve
2025-09-12,0.004098360655737705,7422.884,3,0.1381680095071801,0.002811404851271704,0.05302268242244732,0.2050345860097192,0.0004565981496343126,0.021368157375738148,0.00023907100501504514,6.693466850469267,0.0,0.040838341314054755,1.2406891096362995,,,,0.21246249199552392,0.00040020759236565037,0.02000518913596296,exact_corr_curve
2025-09-15,0.004098360655737705,7415.571,3,0.20210903050311557,0.0030077692382170264,0.05484313300876443,0.25679388501776695,0.00045117237400602673,0.021240818581354785,0.0004419457258147808,7.034091148736422,0.0,0.03251310363480165,0.9512273652004005,,,,0.2526614531728505,0.0003958632751437668,0.019896313104285596,exact_corr_curve
2025-09-16,0.004098360655737705,7483.628,3,0.25220735215881274,0.003002686105930101,0.054796770944373185,0.22620949595340117,0.00044086643069049633,0.02099681953750368,0.0004366940655746519,7.455149810085617,0.0,-0.012162246124023862,-0.27837018269708214,,,,0.22379296171339808,0.00038774524619497006,0.01969124795930847,exact_corr_curve
2025-09-17,0.004098360655737705,7554.813,3,0.22260442881258763,0.002993030993591639,0.054708600727779895,0.19515702063587842,0.0004305998933814855,0.02075090102577441,0.0004267188442505272,7.395885237964922,0.0,-0.012223545340788877,-0.2600901943050257,,,,0.20565471596335066,0.000379627096471874,0.019484021568245965,exact_corr_curve
2025-09-18,0.004098360655737705,7476.402,3,0.19254844029502735,0.002983412798729637,0.05462062612905162,0.26730512485582114,0.0004204771658864327,0.02050553988283246,0.0004167817643778444,6.343272870095573,0.0,0.04305041695139037,1.183588744174624,,,,0.26769318335713493,0.00037156573338624266,0.019276040396986167,exact_corr_curve
2025-09-19,0.004098360655737705,7438.189,3,0.26238128195498595,0.0029739293319431376,0.054533744891976176,0.2640470016525056,0.00041050087773399215,0.020260821250235445,0.0004069838794026002,7.4230707669604135,0.0,0.0009643897826190952,0.03623692639724387,,,,0.2652169189862636,0.000362265607485598,0.019033276320318527,exact_corr_curve
2025-09-22,0.004098360655737705,7489.478,4,0.2592277132753133,0.0029645830567033415,0.05444798487275118,0.2638749372344535,0.00030717281332359357,0.017526346262800856,0.00039732773447078465,9.336434728358126,0.0,0.002303627919360944,0.07010272065325526,,,,0.26795682228156503,0.0002792744825221027,0.01671150748801863,exact_corr_curve
2025-09-23,0.004098360655737705,7408.069,4,0.25906117047573374,0.0028677802664051556,0.053551659791318845,0.3063137864514112,0.00029870851815008573,0.017283185995356463,0.0002973155104627302,8.45756169241935,0.0,0.026494769383372235,0.6995582600215343,,,,0.29843331547288543,0.000272197804121176,0.016498418230884316,exact_corr_curve
2025-09-24,0.004098360655737705,7534.222,4,0.3001381394361944,0.002859850500224221,0.05347757006656362,0.22218620691648572,0.0002913437534024253,0.0170687947261201,0.0002891228380286382,8.741588719711716,0.0,-0.04417434395733487,-1.1133623472191494,,,,0.22218868022499538,0.0002660098623716672,0.0163098087779001,exact_corr_curve
2025-09-25,0.004098360655737705,7506.512,4,0.2187102487879723,0.0028529508279857897,0.053413021146400154,0.22277242427907248,0.00028410834364637686,0.01685551374614185,0.00028199441163342243,9.647826020200169,0.0,0.0033746906707369795,0.12395619954919423,,,,0.21873527136739027,0.00025990932858365113,0.016121703650162137,exact_corr_curve
2025-09-26,0.004098360655737705,7397.589,4,0.21927765419248638,0.002846172341837493,0.05334952991205726,0.18455755913528252,0.00027699233541959146,0.016643086715498162,0.00027499118917453783,9.33340039840827,0.0,-0.01631451753915235,-0.3164739643562131,,,,0.17749292286531065,0.0002538886976178787,0.01593388520160349,exact_corr_curve
2025-09-29,0.004098360655737705,7497.831,4,0.18228911990601926,0.002839505716888421,0.05328701264743991,0.10566137338860294,0.0002699955079314725,0.016431540035294092,0.0002681035366003665,6.608287087605854,0.0,-0.03835762259870493,-0.8105490449526904,,,,0.10746699957635036,0.0002479486503808728,0.015746385311584142,exact_corr_curve
2025-09-30,0.004098360655737705,7574.963,4,0.10592474545167781,0.002832950746291132,0.053225470841422644,0.11750344879077151,0.00026311768739606167,0.016220902792263497,0.0002613312402055737,8.882365450289967,0.0,0.01435360947697095,0.5211227767014632,,,,0.1254985631555161,0.0002421018491575786,0.015559622397654084,exact_corr_curve
2025-10-09,0.004098360655737705,7648.052,4,0.11738680374726285,0.00282650726723443,0.05316490635028365,0.20743651243378938,0.000256358652584671,0.016011203970491134,0.0002546741317810644,6.681785389925812,0.0,0.05531837347384221,1.405004679550041,,,,0.20612078193452524,0.00023783386636746012,0.015421863258616325,exact_corr_curve
2025-10-10,0.004098360655737705,7533.82,3,0.20443387811296587,0.0028201750724604485,0.05310532056640322,0.18487918530263714,0.0004911681753346587,0.022162314304572498,0.00024813199719747093,6.93248750585895,0.0,-0.00609423951076053,-0.07862809556928767,,,,0.18947977949606043,0.0004271910356802868,0.02066860023514623,exact_corr_curve
2025-10-13,0.004098360655737705,7519.764,3,0.1826004249563932,0.0030401561310478254,0.055137610857270786,0.2066747750707078,0.0004870269354370243,0.02206868676285529,0.0004754063850658339,6.679618470195422,0.0,0.01911252188228538,0.6617062976096074,,,,0.21202056966408786,0.0004238619544853053,0.020587907967671345,exact_corr_curve
2025-10-14,0.004098360655737705,7373.152,3,0.203696585217502,0.003036276414731908,0.055102417503517104,0.24137068194482103,0.000476630263285033,0.0218318634863136,0.00047139803927249464,6.882901155441196,0.0,0.0260334519525303,0.8367698239041633,,,,0.23812886683439388,0.00041578079524867137,0.020390703647708466,exact_corr_curve
2025-10-15,0.004098360655737705,7483.449,3,0.23727908606329542,0.0030265363031768237,0.055013964619692914,0.2178465185801096,0.0004662134221076481,0.021591975873172145,0.0004613350006378659,7.025698907982229,0.0,-0.006501947994432604,-0.08701134145848828,,,,0.2160115232156271,0.00040765538589084026,0.02019047760432725,exact_corr_curve
2025-10-16,0.004098360655737705,7401.838,3,0.21450982284852044,0.0030167772962911552,0.05492519728040269,0.20567977325766387,0.0004559271693864703,0.021352451132984014,0.00045125244021022566,6.71045385282299,0.0,0.0005244805742767334,0.1322554788314304,,,,0.2022422496210132,0.0003995955714563882,0.019989886729453676,exact_corr_curve
2025-10-17,0.004098360655737705,7185.478,3,0.20273351342493146,0.0030071406310656513,0.054837401753416906,0.17532779429072243,0.00044577563277556803,0.021113399365700638,0.0004412962776011217,6.503853066687859,0.0,-0.010215150236923562,-0.162761899567656,,,,0.17930907609631147,0.0003913738515005311,0.019783170916224,exact_corr_curve
2025-10-20,0.004098360655737705,7239.185,4,0.17335554203980197,0.002997630174488758,0.05475061802837259,0.20396874283638378,0.0004207302702830564,0.020511710564530116,0.0004314705080064931,8.680319581049218,0.0,0.023868052132998793,0.8809635548172452,,,,0.20101539422464051,0.0003717978428528639,0.019282060129894415,exact_corr_curve
2025-10-21,0.004098360655737705,7344.047,4,0.20107739067885938,0.002974166452535396,0.05453591892079381,0.18130490736182067,0.0004110766164560586,0.02027502445019632,0.00040722886157425897,8.481355699397284,0.0,-0.0005394764701280776,0.1774855169123644,,,,0.1795078233114269,0.00036410819222802346,0.019081619224479443,exact_corr_curve
2025-10-22,0.004098360655737705,7312.21,4,0.1791408470757491,0.0029651224369297764,0.05445293781725442,0.1688429427053236,0.00040183025960869635,0.020045704268214084,0.00039788499749869463,8.514063417481768,0.0,0.004232179350790084,0.3191658529990121,,,,0.16574859988781954,0.00035671083019342013,0.01888678983293403,exact_corr_curve
2025-10-23,0.004098360655737705,7308.099,4,0.16707879202886666,0.002956459997078369,0.05437333902822567,0.1440991295937133,0.0003927135095238927,0.019817000517835505,0.0003889353600739203,8.174619375131076,0.0,-0.0017286957079082153,0.1588775814894885,,,,0.1435574008253032,0.00034938961779590224,0.018691966664744035,exact_corr_curve
2025-10-24,0.004098360655737705,7419.235,4,0.14312901813294956,0.0029479189791884472,0.05429474172687856,0.12929736088538032,0.000383721914119293,0.019588821151853245,0.00038011117027698965,7.773129681733401,0.0,0.003737651927209696,0.3342473419298161,,,,0.13892768798838992,0.00034214175711324456,0.018497074285228045,exact_corr_curve
2025-10-27,0.004098360655737705,7495.383,4,0.12880224431578485,0.00293949521233126,0.054217111803666375,0.2089933165062446,0.00037485587943090576,0.019361195196343273,0.0003714081188947156,8.210574639322184,0.0,0.0487448322229697,1.5399684715857374,,,,0.20502109622651904,0.00033496827749649556,0.018302138604449906,exact_corr_curve
2025-10-28,0.004098360655737705,7479.221,4,0.20594072369765265,0.002931189076901223,0.05414045693288175,0.17796266584285308,0.00036611584800808625,0.019134153966352582,0.00036282659893324297,8.835442421837211,0.0,-0.006143260988638545,0.008502411988781239,,,,0.1738501087063319,0.0003278702533380809,0.01810718789149991,exact_corr_curve
2025-10-29,0.004098360655737705,7569.117,4,0.17590585947202925,0.002923000987500241,0.054064785096218045,0.141593698526143,0.00035750221475808,0.018907728968812727,0.0003543670387403348,8.415225585238279,0.0,-0.008880545324257288,-0.05207795160300868,,,,0.14198338007345562,0.0003208487367692743,0.01791225102462765,exact_corr_curve
