scenario,completed_cohorts,sum_cohort_pnl,mean_cohort_pnl,median_cohort_pnl,std_cohort_pnl,worst_cohort_pnl,fifth_percentile_cohort_pnl,mean_pnl_below_fifth_percentile,daily_discounted_pnl_variance,pooled_daily_discounted_pnl_std,mean_cohort_daily_discounted_pnl_std,total_costs,total_turnover_contracts,spot_pnl,total_futures_costs,total_spot_costs,spot_turnover_notional,peak_borrowing,peak_spot_notional,variance_reduction_vs_no_hedge
short_no_hedge,1,16.686839002848235,16.686839002848235,16.686839002848235,,16.686839002848235,16.686839002848235,16.686839002848235,10.621680191385979,3.2590919274218053,3.2590919274218053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_one_futures_spot,1,0.2771537137020914,0.2771537137020914,0.2771537137020914,,0.2771537137020914,0.2771537137020914,0.2771537137020914,2.1464495665853702,1.4650766418810213,1.4650766418810213,0.0,1.0395081115168314,62.38818067880554,0.0,0.0,6957.971924375324,2179.34385688808,2196.379045835718,0.7979180762450269
short_two_futures_spot,1,0.4978800711076019,0.4978800711076019,0.4978800711076019,,0.4978800711076019,0.4978800711076019,0.4978800711076019,2.0410570731618276,1.428655687407511,1.428655687407511,0.0,1.0365319368696035,61.409288212401975,0.0,0.0,6879.553398771435,2151.7605160406188,2168.9147282620033,0.8078404700212031
short_one_futures_only,1,-60.940996959320906,-60.940996959320906,-60.940996959320906,,-60.940996959320906,-60.940996959320906,-60.940996959320906,146.93770442204215,12.121786354413368,12.121786354413368,0.0,1.0395081115168314,0.0,0.0,0.0,0.0,60.940996959320906,0.0,-12.833753396304136
short_two_futures_only,1,-59.76168298147744,-59.76168298147744,-59.76168298147744,,-59.76168298147744,-59.76168298147744,-59.76168298147744,142.10780278220923,11.920897733904491,11.920897733904491,0.0,1.0365319368696035,0.0,0.0,0.0,0.0,59.76168298147744,0.0,-12.379032339672259
