cohort,scenario,date,elapsed_sessions,cash,equity,discounted_equity,discounted_pnl_change,contracts_1,contracts_2
2024-08-19,no_hedge,2024-09-18,20,-20.10849050332928,-19.41071733082002,-19.388455512778943,-0.45496472636341423,0.0,0.0
2024-08-19,no_hedge,2024-09-19,21,-20.1096443022783,-20.1096443022783,-20.085428421231207,-0.6969729084522633,0.0,0.0
2024-08-19,no_hedge,2024-09-20,22,-20.110798167430804,-20.110798167430804,-20.085428421231207,0.0,0.0,0.0
2024-08-19,one_futures,2024-08-19,0,-20.0854284212312,0.0,0.0,0.0,0.0,0.0
2024-08-19,one_futures,2024-08-20,1,-20.086580896908043,0.288134470626666,0.28811793879525266,0.28811793879525266,0.3422723449841341,0.0
2024-08-19,one_futures,2024-08-21,2,-25.221818613474447,-10.067708227420306,-10.066552982925899,-10.354670921721151,0.3836572571251821,0.0
2024-08-19,one_futures,2024-08-22,3,-43.9457399562279,-30.86386175047319,-30.85854957574102,-20.79199659281512,0.2953868300874771,0.0
2024-08-19,one_futures,2024-08-23,4,-43.41656521129195,-31.07232163576085,-31.065191101543608,-0.20664152580258843,0.2701949195665665,0.0
2024-08-19,one_futures,2024-08-26,5,-39.58228853931189,-27.044391288357325,-27.036633764325106,4.028557337218501,0.2780625092280237,0.0
2024-08-19,one_futures,2024-08-27,6,-52.653497653101375,-41.64472362667797,-41.63038938605506,-14.593755621729951,0.3041336481526226,0.0
2024-08-19,one_futures,2024-08-28,7,-50.22344965687738,-39.37452062545758,-39.35870944422171,2.271679941833348,0.292889112995601,0.0
2024-08-19,one_futures,2024-08-29,8,-27.615291889630537,-18.767312752068186,-18.75870022465098,20.60000921957073,0.319465056723221,0.0
2024-08-19,one_futures,2024-08-30,9,2.2850528902448097,9.216899325999922,9.212141008314424,27.970841232965405,0.2773654539699338,0.0
2024-08-19,one_futures,2024-09-02,10,-26.949134844832635,-18.78127260174307,-18.770499552650065,-27.98264056096449,0.2398956107520336,0.0
2024-08-19,one_futures,2024-09-03,11,-19.32200072911432,-8.96826103133262,-8.96260252130098,9.807897031349086,0.3182078103327742,0.0
2024-08-19,one_futures,2024-09-04,12,-22.887036876033264,-15.468285147920849,-15.457638518882385,-6.495035997581406,0.4596460638198167,0.0
2024-08-19,one_futures,2024-09-05,13,-4.042861487735429,1.4649460499522284,1.463853751716184,16.92149227059857,0.3682686091719898,0.0
2024-08-19,one_futures,2024-09-06,14,-33.50458219561195,-27.79942859320115,-27.77710687114115,-29.240960622857333,0.3264569757268554,0.0
2024-08-19,one_futures,2024-09-09,15,-46.49949227875297,-39.89461025878107,-39.860289504853775,-12.083182633712624,0.395880837842053,0.0
2024-08-19,one_futures,2024-09-10,16,-40.088890785909314,-34.694934065955565,-34.66309759464237,5.1971919102114015,0.5142990502308042,0.0
2024-08-19,one_futures,2024-09-11,17,-39.47403217388075,-34.868918164085585,-34.83492326051233,-0.17182566586996018,0.4955663230251426,0.0
2024-08-19,one_futures,2024-09-12,18,-42.6479216097053,-40.248350718508725,-40.20680420777254,-5.371880947260209,0.5412135836179708,0.0
2024-08-19,one_futures,2024-09-13,19,-70.57698960649044,-69.42379548604737,-69.3481534066424,-29.141349198869854,0.4000751167122508,0.0
2024-08-19,one_futures,2024-09-18,20,-75.30192559927511,-74.60415242676585,-74.51859020677533,-5.170436800132933,0.3194187938230421,0.0
2024-08-19,one_futures,2024-09-19,21,-48.98613771449911,-48.98613771449911,-48.92714897924254,25.59144122753279,0.2873262823546038,0.0
2024-08-19,one_futures,2024-09-20,22,-60.36706925640986,-60.36706925640986,-60.290916275653046,-11.363767296410508,0.0,0.0
2024-08-19,two_futures,2024-08-19,0,-20.0854284212312,0.0,0.0,0.0,0.0,0.0
2024-08-19,two_futures,2024-08-20,1,-20.086580896908043,0.288134470626666,0.28811793879525266,0.28811793879525266,0.3131566408093559,0.0224061121985666
2024-08-19,two_futures,2024-08-21,2,-25.036031507476718,-9.881921121422577,-9.880787195536783,-10.168905134332036,0.3566487870904354,0.0203660257625396
2024-08-19,two_futures,2024-08-22,3,-43.49688898681234,-30.41501078105763,-30.40977586090875,-20.528988665371966,0.2709465929627404,0.0179917080932382
2024-08-19,two_futures,2024-08-23,4,-42.83176383328554,-30.48752025775444,-30.480523924846164,-0.0707480639374154,0.2479135982028846,0.0160082416133902
2024-08-19,two_futures,2024-08-26,5,-39.044909910424735,-26.50701265947017,-26.49940927932618,3.981114645519984,0.2575722560216899,0.0142878248947799
2024-08-19,two_futures,2024-08-27,6,-51.86457996919198,-40.85580594276858,-40.841743250013636,-14.342333970687456,0.2848574410787705,0.0130246836063505
2024-08-19,two_futures,2024-08-28,7,-49.48710383036188,-38.638174798942075,-38.62265930377756,2.2190839462360756,0.2754739163247394,0.0113875983574328
2024-08-19,two_futures,2024-08-29,8,-27.30551656793368,-18.457537430371328,-18.449067062275837,20.173592241501723,0.3033958094824897,0.0101205149361942
2024-08-19,two_futures,2024-08-30,9,2.0562615696259243,8.988108005381036,8.983467803533488,27.432534865809323,0.2632777475927457,0.0084978270024727
2024-08-19,two_futures,2024-09-02,10,-26.615959053511904,-18.448096810422342,-18.43751487293464,-27.420982676468128,0.2280360750414586,0.0068207301876322
2024-08-19,two_futures,2024-09-03,11,-19.195420801506856,-8.841681103725158,-8.836102459097486,9.601412413837153,0.3064271049986781,0.0064426443533419
2024-08-19,two_futures,2024-09-04,12,-22.703240460191598,-15.284488732079183,-15.273968607836782,-6.437866148739296,0.4488562162156111,0.005571486623278
2024-08-19,two_futures,2024-09-05,13,-4.050721379620143,1.457086158067515,1.4559997203517547,16.729968328188537,0.3587498753775749,0.0045990884721861
2024-08-19,two_futures,2024-09-06,14,-33.15382398509732,-27.448670382686515,-27.42663030408761,-28.882630024439365,0.3185337347062213,0.0035420674025641
2024-08-19,two_futures,2024-09-09,15,-45.96442544346349,-39.359543423491594,-39.32568297979341,-11.899052675705803,0.3886221458041773,0.0029776845132005
2024-08-19,two_futures,2024-09-10,16,-39.6279098663038,-34.23395314635005,-34.20253967644091,5.1231433033525065,0.5077414810873395,0.0024239772831011
2024-08-19,two_futures,2024-09-11,17,-39.02962020498284,-34.424506195187675,-34.39094456407668,-0.18840488763577667,0.4898419165982354,0.0018692712123242
2024-08-19,two_futures,2024-09-12,18,-42.18068054686744,-39.78110965567087,-39.740045456271346,-5.349100892194663,0.5362903474442295,0.0013824419663175
2024-08-19,two_futures,2024-09-13,19,-69.92480484572084,-68.77161072527777,-68.69667924677145,-28.956633790500106,0.3964338211966065,0.0008436640126714
2024-08-19,two_futures,2024-09-18,20,-74.62867139423972,-73.93089822173046,-73.84610814541462,-5.1494288986431656,0.3169226649633896,0.0004474585404463
2024-08-19,two_futures,2024-09-19,21,-48.479507512324304,-48.479507512324304,-48.421128857312134,25.424979288102485,0.2855095231413098,0.0002248008445717
2024-08-19,two_futures,2024-09-20,22,-59.79561498646601,-59.79561498646601,-59.72018289454078,-11.299054037228643,0.0,0.0
2024-09-23,no_hedge,2024-09-23,0,-9.263830768243354,0.0,0.0,0.0,0.0,0.0
2024-09-23,no_hedge,2024-09-24,1,-9.264362314766082,-6.481850510744977,-6.481478611958772,-6.481478611958772,0.0,0.0
2024-09-23,no_hedge,2024-09-25,2,-9.264893891788255,-5.796267960472726,-5.795602853131691,0.6858757588270805,0.0,0.0
2024-09-23,no_hedge,2024-09-26,3,-9.265425499311624,-8.825502175025566,-8.823983161947035,-3.0283803088153443,0.0,0.0
2024-09-23,no_hedge,2024-09-27,4,-9.265957137337939,-9.262466046987234,-9.26034047903456,-0.43635731708752523,0.0,0.0
2024-09-23,no_hedge,2024-09-30,5,-9.266488805868951,-9.221933304732588,-9.219288047589536,0.04105243144502424,0.0,0.0
2024-09-23,no_hedge,2024-10-08,6,-9.267020504906409,-8.782207099268039,-8.77918423685479,0.4401038107347457,0.0,0.0
2024-09-23,no_hedge,2024-10-09,7,-9.267552234452063,-8.959226051263443,-8.955628396115406,-0.1764441592606154,0.0,0.0
2024-09-23,no_hedge,2024-10-10,8,-9.268083994507666,-8.861102018538078,-8.857035560804382,0.09859283531102392,0.0,0.0
2024-09-23,no_hedge,2024-10-11,9,-9.268615785074967,-8.792881259950745,-8.788341845889047,0.06869371491533549,0.0,0.0
2024-09-23,no_hedge,2024-10-14,10,-9.269147606155718,-8.792822319232968,-8.787778704323594,0.0005631415654523408,0.0,0.0
2024-09-23,no_hedge,2024-10-15,11,7.997283262474152,7.997283262474152,7.992237389321209,16.780016093644804,0.0,0.0
2024-09-23,one_futures,2024-09-23,0,-9.263830768243354,0.0,0.0,0.0,0.0,0.0
2024-09-23,one_futures,2024-09-24,1,-9.264362314766082,-6.481850510744977,-6.481478611958772,-6.481478611958772,0.3075977157371969,0.0
2024-09-23,one_futures,2024-09-25,2,-1.021275110031322,2.447350821284207,2.4470699938606955,8.928548605819467,0.0984156339473794,0.0
2024-09-23,one_futures,2024-09-26,3,24.31085046859077,24.750773792876824,24.746513780432263,22.29944378657157,0.1368014119574309,0.0
2024-09-23,one_futures,2024-09-27,4,82.42548519298835,82.42897628333905,82.41006032840106,57.66354654796879,0.0212527580843856,0.0
2024-09-23,one_futures,2024-09-30,5,92.01945910746088,92.06401460859723,92.03760658934424,9.627546260943177,0.0002476348871872,0.0
2024-09-23,one_futures,2024-10-08,6,92.12537788211722,92.6101912877556,92.57831457804434,0.5407079887001061,0.0029491188800568,0.0
2024-09-23,one_futures,2024-10-09,7,90.74457804247508,91.05290422566371,91.01634113999573,-1.5619734380486108,0.0302392886625468,0.0
2024-09-23,one_futures,2024-10-10,8,88.1552538807199,88.56223585668948,88.5215936670206,-2.494747472975135,0.0260509333760005,0.0
2024-09-23,one_futures,2024-10-11,9,81.88203717055306,82.35777169567729,82.31525366138648,-6.206340005634118,0.0426704802109585,0.0
2024-09-23,one_futures,2024-10-14,10,89.99412669509445,90.4704519820172,90.41855759544735,8.103303934060875,0.0656415193181872,0.0
2024-09-23,one_futures,2024-10-15,11,98.62782921861896,98.62782921861896,98.56560014666368,8.14704255121633,0.0,0.0
2024-09-23,two_futures,2024-09-23,0,-9.263830768243354,0.0,0.0,0.0,0.0,0.0
2024-09-23,two_futures,2024-09-24,1,-9.264362314766082,-6.481850510744977,-6.481478611958772,-6.481478611958772,0.2908896615539235,0.0101333360907987
2024-09-23,two_futures,2024-09-25,2,-1.1387042055830108,2.329921725732518,2.3296543730058348,8.811132984964607,0.0901518133360758,0.0047635284965422
2024-09-23,two_futures,2024-09-26,3,23.386757309002746,23.826680633288802,23.82257967237098,21.492925299365147,0.1277106459870895,0.00496822789459
2024-09-23,two_futures,2024-09-27,4,79.64078382188035,79.64427491223105,79.62599799574807,55.80341832337709,0.0194332635870508,0.0009324099367617
2024-09-23,two_futures,2024-09-30,5,88.85802861248465,88.902584113621,88.87708293204756,9.251084936299492,0.0002248001179945,1.0971954359202704e-05
2024-09-23,two_futures,2024-10-08,6,88.95927848784818,89.44409189348656,89.41330496482321,0.5362220327756546,0.0027344606241387,9.493350928033628e-05
2024-09-23,two_futures,2024-10-09,7,87.63354233057322,87.94186851376185,87.9065546915437,-1.5067502732795077,0.0287004607661163,0.000619065245478
2024-09-23,two_futures,2024-10-10,8,85.12642206247433,85.53340403844392,85.49415181319995,-2.412402878343755,0.0249322241450565,0.0004070682680515
2024-09-23,two_futures,2024-10-11,9,79.02054776491975,79.49628229004398,79.45524152865853,-6.038910284541416,0.0412782456544182,0.0004472382321988
2024-09-23,two_futures,2024-10-14,10,86.94585743523889,87.42218272216164,87.37203684087584,7.916795312217303,0.0640469748892794,0.0004412925363699
2024-09-23,two_futures,2024-10-15,11,95.72241540988828,95.72241540988828,95.6620195041539,8.289982663278067,0.0,0.0
2024-10-21,no_hedge,2024-10-21,0,-21.083986302902503,0.0,0.0,0.0,0.0,0.0
2024-10-21,no_hedge,2024-10-22,1,-21.08519607452775,-1.614281447577202,-1.6141888275283516,-1.6141888275283516,0.0,0.0
2024-10-21,no_hedge,2024-10-23,2,-21.08640591556812,-3.4455872901275804,-3.445191917550525,-1.8310030900221732,0.0,0.0
2024-10-21,no_hedge,2024-10-24,3,-21.087615826027587,-6.390315472518781,-6.389215594847665,-2.9440236772971407,0.0,0.0
2024-10-21,no_hedge,2024-10-25,4,-21.08882580591014,-12.030945673616296,-12.028184789804744,-5.638969194957078,0.0,0.0
2024-10-21,no_hedge,2024-10-28,5,-21.09003585521976,-7.038418631280399,-7.036399702434902,4.991785087369842,0.0,0.0
2024-10-21,no_hedge,2024-10-29,6,-21.09124597396043,-8.874566531636468,-8.871511878825492,-1.8351121763905907,0.0,0.0
2024-10-21,no_hedge,2024-10-30,7,-21.092456162136134,-7.9967342792853735,-7.9935231210801065,0.8779887577453858,0.0,0.0
2024-10-21,no_hedge,2024-10-31,8,-21.093666419750857,-7.236075607211777,-7.232754892073525,0.7607682290065814,0.0,0.0
2024-10-21,no_hedge,2024-11-01,9,-21.09487674680858,-11.306810921966948,-11.300973666239871,-4.068218774166346,0.0,0.0
2024-10-21,no_hedge,2024-11-04,10,-21.096087143313294,-15.998724015608026,-15.989547052848348,-4.688573386608477,0.0,0.0
2024-10-21,no_hedge,2024-11-05,11,-21.097297609268978,-17.771736440265844,-17.760523391428887,-1.7709763385805388,0.0,0.0
2024-10-21,no_hedge,2024-11-06,12,-21.09850814467962,-17.060341026267277,-17.048598604890934,0.7119247865379528,0.0,0.0
2024-10-21,no_hedge,2024-11-07,13,-21.099718749549204,-18.6112697024276,-18.597392701928385,-1.548794097037451,0.0,0.0
2024-10-21,no_hedge,2024-11-08,14,-12.519668098558832,-12.519668098558832,-12.509615354106097,6.087777347822287,0.0,0.0
2024-10-21,one_futures,2024-10-21,0,-21.083986302902503,0.0,0.0,0.0,0.0,0.0
2024-10-21,one_futures,2024-10-22,1,-21.08519607452775,-1.614281447577202,-1.6141888275283516,-1.6141888275283516,0.2740020303281946,0.0
2024-10-21,one_futures,2024-10-23,2,-16.31877058785763,1.3220480375829062,1.321896335856728,2.9360851633850795,0.2702293767891293,0.0
2024-10-21,one_futures,2024-10-24,3,-25.021092870232366,-10.32379251672356,-10.322015623404411,-11.643911959261139,0.263909455388206,0.0
2024-10-21,one_futures,2024-10-25,4,11.133066840288613,20.19094697258246,20.186313516481103,30.508329139885515,0.2388465302674772,0.0
2024-10-21,one_futures,2024-10-28,5,28.617271656717605,42.668888880656965,42.65664956170205,22.470336045220943,0.1561242716750654,0.0
2024-10-21,one_futures,2024-10-29,6,14.349155247326667,26.56583468965063,26.556690648494207,-16.09995891320784,0.2696910717531653,0.0
2024-10-21,one_futures,2024-10-30,7,21.955266806572265,35.05098868942302,35.03691366004205,8.480223011547846,0.2625884282809468,0.0
2024-10-21,one_futures,2024-10-31,8,45.431932059452585,59.289522871991664,59.26231425411258,24.22540059407053,0.314496921302665,0.0
2024-10-21,one_futures,2024-11-01,9,-10.42011433891517,-0.6320485140735368,-0.6317222126226655,-59.894036466735244,0.3752462476512509,0.0
2024-10-21,one_futures,2024-11-04,10,44.96563392184388,50.06299704954915,50.03428061821917,50.66600283084183,0.3048191152790368,0.0
2024-10-21,one_futures,2024-11-05,11,111.41878112208053,114.74434229108367,114.67194453084234,64.63766391262317,0.1873298906437794,0.0
2024-10-21,one_futures,2024-11-06,12,113.37340504906582,117.41157216747817,117.33075923690856,2.6588147060662237,0.1425283082140178,0.0
2024-10-21,one_futures,2024-11-07,13,129.6566430651672,132.1450921122888,132.04656162304596,14.715802386137398,0.2085258426785586,0.0
2024-10-21,one_futures,2024-11-08,14,138.37045942511008,138.37045942511008,138.2593540142112,6.212792391165237,0.0,0.0
2024-10-21,two_futures,2024-10-21,0,-21.083986302902503,0.0,0.0,0.0,0.0,0.0
2024-10-21,two_futures,2024-10-22,1,-21.08519607452775,-1.614281447577202,-1.6141888275283516,-1.6141888275283516,0.2516139248897528,0.0169272119430277
2024-10-21,two_futures,2024-10-23,2,-16.37655026840316,1.264268357037377,1.2641232853859217,2.8783121129142732,0.2498024248889058,0.0150927201783995
2024-10-21,two_futures,2024-10-24,3,-24.93126195694329,-10.233961603434482,-10.232200171482793,-11.496323456868716,0.2454281691503792,0.0132739422653812
2024-10-21,two_futures,2024-10-25,4,10.628962264121675,19.68684239641552,19.68232462317081,29.9145247946536,0.2226514457715688,0.0112833800273132
2024-10-21,two_futures,2024-10-28,5,27.699441164455532,41.751058388394895,41.73908234369989,22.05675772052908,0.1442216614843642,0.007993785688224
2024-10-21,two_futures,2024-10-29,6,13.710199550930284,25.926878993254245,25.91795488259326,-15.82112746110663,0.2560705388062277,0.0088064660553525
2024-10-21,two_futures,2024-10-30,7,21.108304739735097,34.20402662258586,34.19029169818968,8.272336815596422,0.2504859584704544,0.00751097321973
2024-10-21,two_futures,2024-10-31,8,44.10383845155746,57.96142926409654,57.93483012306488,23.744538424875195,0.3031556668781954,0.0067127027998402
2024-10-21,two_futures,2024-11-01,9,-10.855098732876236,-1.0670329080346033,-1.0664820414820104,-59.00131216454689,0.3649754483790971,0.0057588288980446
2024-10-21,two_futures,2024-11-04,10,43.81628357908374,48.91364670678901,48.88558954961633,49.95207159109834,0.2960421103381292,0.0046169217813242
2024-10-21,two_futures,2024-11-05,11,109.37539408329584,112.70095525229898,112.62984676385929,63.744257214242964,0.1813352889655331,0.0029338303164753
2024-10-21,two_futures,2024-11-06,12,111.26520984169196,115.3033769601043,115.22401507417855,2.5941683103192616,0.1382163356801728,0.0019356008041514
2024-10-21,two_futures,2024-11-07,13,127.29281716736598,129.7812662144876,129.68449824944048,14.460483175261928,0.2040642267942663,0.0018153797498975
2024-10-21,two_futures,2024-11-08,14,135.98457789918348,135.98457789918348,135.87538824652083,6.1908899970803475,0.0,0.0
2024-11-18,no_hedge,2024-11-18,0,-32.977381320381674,0.0,0.0,0.0,0.0,0.0
2024-11-18,no_hedge,2024-11-19,1,-32.979273519495415,3.3105243101311927,3.310334367464265,3.310334367464265,0.0,0.0
2024-11-18,no_hedge,2024-11-20,2,-32.98116582718107,12.495703675401685,12.494269824464743,9.183935457000478,0.0,0.0
2024-11-18,no_hedge,2024-11-21,3,23.306208080505087,23.306208080505087,23.302196701414907,10.807926876950164,0.0,0.0
2024-11-18,one_futures,2024-11-18,0,-32.977381320381674,0.0,0.0,0.0,0.0,0.0
2024-11-18,one_futures,2024-11-19,1,-32.979273519495415,3.3105243101311927,3.310334367464265,3.310334367464265,0.2929466762260159,0.0
2024-11-18,one_futures,2024-11-20,2,-4.3309808922766635,41.145888610306095,41.14116722186189,37.83083285439763,0.3455748967033692,0.0
2024-11-18,one_futures,2024-11-21,3,50.713967297508184,50.713967297508184,50.705238595383214,9.564071373521323,0.0,0.0
2024-11-18,two_futures,2024-11-18,0,-32.977381320381674,0.0,0.0,0.0,0.0,0.0
2024-11-18,two_futures,2024-11-19,1,-32.979273519495415,3.3105243101311927,3.310334367464265,3.310334367464265,0.2514768939566837,0.0347519864096688
2024-11-18,two_futures,2024-11-20,2,-5.5162115207787,39.96065798180406,39.95607259562842,36.645738228164156,0.3064693760432464,0.03221918416855
2024-11-18,two_futures,2024-11-21,3,49.36658820521115,49.36658820521115,49.35809140903582,9.402018813407402,0.0,0.0
2024-12-23,no_hedge,2024-12-23,0,-22.572875561551,0.0,0.0,0.0,0.0,0.0
2024-12-23,no_hedge,2024-12-24,1,-22.57417076369932,-0.5215383703302976,-0.5215084468560423,-0.5215084468560423,0.0,0.0
2024-12-23,no_hedge,2024-12-25,2,-22.57546604016465,-5.912365675385946,-5.911687246120702,-5.39017879926466,0.0,0.0
2024-12-23,no_hedge,2024-12-26,3,-22.57676139095125,-4.025827668645579,-4.025134757946641,1.8865524881740612,0.0,0.0
2024-12-23,no_hedge,2024-12-27,4,-22.57805681606339,-5.575228523717932,-5.5739491098967395,-1.5488143519500985,0.0,0.0
2024-12-23,no_hedge,2024-12-30,5,-22.579352315505336,-9.804940491706535,-9.802128002392655,-4.228178892495915,0.0,0.0
2024-12-23,no_hedge,2024-12-31,6,-22.580647889281348,-6.386762403633963,-6.384564060575769,3.4175639418168853,0.0,0.0
2024-12-23,no_hedge,2025-01-02,7,-22.58194353739569,-10.329648051087972,-10.325500091066004,-3.940936030490235,0.0,0.0
2024-12-23,no_hedge,2025-01-03,8,-22.583239259852633,-15.652037882775227,-15.64485498945526,-5.319354898389255,0.0,0.0
2024-12-23,no_hedge,2025-01-06,9,-22.58453505665644,-15.15755473202394,-15.149729490779649,0.49512549867561084,0.0,0.0
2024-12-23,no_hedge,2025-01-07,10,-22.585830927811376,-14.153628303921433,-14.145509698979396,1.004219791800253,0.0,0.0
2024-12-23,no_hedge,2025-01-08,11,-12.484425232065393,-12.484425232065393,-12.476548203824565,1.6689614951548304,0.0,0.0
2024-12-23,one_futures,2024-12-23,0,-22.572875561551,0.0,0.0,0.0,0.0,0.0
2024-12-23,one_futures,2024-12-24,1,-22.57417076369932,-0.5215383703302976,-0.5215084468560423,-0.5215084468560423,0.2974714481053306,0.0
2024-12-23,one_futures,2024-12-25,2,-37.50853273505219,-20.84543237027349,-20.843040408723223,-20.32153196186718,0.3091488483176368,0.0
2024-12-23,one_futures,2024-12-26,3,-21.74409366152272,-3.193159939217047,-3.1926103442349922,17.65043006448823,0.2524164675276147,0.0
2024-12-23,one_futures,2024-12-27,4,-18.56489381839891,-1.562065526053452,-1.5617070603483891,1.630903283886603,0.3127014955462524,0.0
2024-12-23,one_futures,2024-12-30,5,-21.692974003246647,-8.918562179447846,-8.916003942521668,-7.354296882173278,0.3178520943754465,0.0
2024-12-23,one_futures,2024-12-31,6,-87.55317267238432,-71.35928718673694,-71.33472510289688,-62.41872116037521,0.2596888379242536,0.0
2024-12-23,one_futures,2025-01-02,7,-126.09601990715856,-113.84372442085085,-113.79800948309943,-42.46328438020255,0.3895433559557535,0.0
2024-12-23,one_futures,2025-01-03,8,-185.70338859349044,-178.77218721641304,-178.69014668220464,-64.8921371991052,0.3350404910104917,0.0
2024-12-23,one_futures,2025-01-06,9,-195.02816966172776,-187.60118933709526,-187.50433832186013,-8.81419163965549,0.2241961187840794,0.0
2024-12-23,one_futures,2025-01-07,10,-178.09013354356827,-169.65793091967834,-169.56061412663817,17.94372419522196,0.27783061790536,0.0
2024-12-23,one_futures,2025-01-08,11,-177.22162699627387,-177.22162699627387,-177.10980929263226,-7.549195165994092,0.0,0.0
2024-12-23,two_futures,2024-12-23,0,-22.572875561551,0.0,0.0,0.0,0.0,0.0
2024-12-23,two_futures,2024-12-24,1,-22.57417076369932,-0.5215383703302976,-0.5215084468560423,-0.5215084468560423,0.2692203810004173,0.0213943630486335
2024-12-23,two_futures,2024-12-25,2,-37.11297972011023,-20.44987935533153,-20.447532782506524,-19.92602433565048,0.2829711231316964,0.0192869069005522
2024-12-23,two_futures,2024-12-26,3,-21.684520157299204,-3.133586434993532,-3.1330470935846173,17.314485688921906,0.2299095500217755,0.0160852465739173
2024-12-23,two_futures,2024-12-27,4,-18.579795851038106,-1.5769675586926475,-1.5766056732413911,1.5564414203432262,0.2912678081752191,0.0148027192251569
2024-12-23,two_futures,2024-12-30,5,-21.6356461217962,-8.861234297997399,-8.85869250523568,-7.282086831994289,0.2986469570078108,0.0127696022877437
2024-12-23,two_futures,2024-12-31,6,-86.11898198520288,-69.9250964995555,-69.90102806851509,-61.04233556327941,0.2433398799094779,0.0104181774033641
2024-12-23,two_futures,2025-01-02,7,-123.82537543034738,-111.57307994403966,-111.52827680332793,-41.62724873481284,0.373774088507832,0.0095840233536009
2024-12-23,two_futures,2025-01-03,8,-182.3329271099731,-175.4017257328957,-175.32123194074458,-63.792955137416655,0.321158716699163,0.0080026875051406
2024-12-23,two_futures,2025-01-06,9,-191.50047832232008,-184.07349799768758,-183.97846818885773,-8.65723624811315,0.21373248762493,0.0056565957014391
2024-12-23,two_futures,2025-01-07,10,-174.95732860636517,-166.52512598247523,-166.42960618488382,17.54886200397391,0.2678945443517207,0.0050001344294174
2024-12-23,two_futures,2025-01-08,11,-173.92176904322912,-173.92176904322912,-173.8120333797138,-7.3824271948299724,0.0,0.0
2025-01-20,no_hedge,2025-01-20,0,-21.80967136980999,0.0,0.0,0.0,0.0,0.0
2025-01-20,no_hedge,2025-01-21,1,-21.81092278029756,-1.2590420102838316,-1.2589697722409101,-1.2589697722409101,0.0,0.0
2025-01-20,no_hedge,2025-01-22,2,-21.81217426258943,-5.558810772694844,-5.558172912975875,-4.299203140734965,0.0,0.0
2025-01-20,no_hedge,2025-01-23,3,-21.813425816689723,-5.6621077805338516,-5.661133239300944,-0.10296032632506869,0.0,0.0
2025-01-20,no_hedge,2025-01-24,4,-21.814677442602555,-12.151896596131069,-12.149107956276639,-6.487974716975695,0.0,0.0
2025-01-20,no_hedge,2025-01-27,5,-21.81592914033205,-7.93614394660028,-7.9338675105462215,4.215240445730418,0.0,0.0
2025-01-20,no_hedge,2025-02-05,6,-21.817180909882325,-9.632868482999493,-9.629552820348877,-1.6956853098026556,0.0,0.0
