cohort,entry_date,previous_expiry,option_contract,expiry,hedge_contract_1,hedge_contract_2,sample_start,sample_end,sample_curve_dates,optimizer_converged,calibration_log_likelihood,locked_carry,kappa_slow,kappa_fast,theta,eta_slow,eta_fast,sigma_epsilon,kappa_gap_at_bound,eta_fast_at_bound,initial_premium_points,status,exit_date,exit_reason
2024-08-19,2024-08-19,2024-08-16,IM2409,2024-09-20,IM2409,IM2503,2022-08-16,2024-08-19,488,True,5812.504597733053,0.11148546500274653,0.762087350530981,15.477767956921056,0.04046408835742567,0.052666609740141264,1.1861882000537187,0.0008912997374284791,False,False,20.085398064603336,completed,2024-09-20,expiry
