model,start_id,start_model,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_carry,estimate_model,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_carry,estimate_kappa_gap,comparison_log_likelihood,converged,iterations,message
constant_carry,4,constant_carry,3.0000000000000004,25.000000000000004,0.0955062315261558,0.348651909105322,0.7626760511678919,0.0284165917822089,constant_carry,1.6015253989500184,46.377239804716254,0.076044607348657,0.08752485220043074,3.018006806408648,0.005915647373780666,44.77571440576624,8682.914388475088,True,26,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,1,constant_carry,0.3499999999999999,7.999999999999999,0.0955062315261558,0.15253521023357838,0.43581488638165256,0.0284165917822089,constant_carry,1.6015327975697202,46.37728286111018,0.07604466124747557,0.08752524275036126,3.01800776037436,0.0059156497307120675,44.775750063540464,8682.914388473724,True,30,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,10,constant_carry,3.6313873516459405,6.903432857363258,0.07229122503766586,0.3303285454565852,0.7011873337024667,0.01436931275738431,constant_carry,1.6015288113479147,46.3771340437916,0.0760446050364283,0.08752524997191222,3.017998200022593,0.005915649550522568,44.77560523244369,8682.914388468798,True,28,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,0,constant_carry,0.15,4.0,0.0955062315261558,0.10895372159541317,0.3268611647862394,0.0284165917822089,constant_carry,1.6015266199167948,46.37727340572333,0.07604458718013621,0.08752544238533541,3.0180120615376587,0.005915648049429687,44.77574678580653,8682.914388468054,True,28,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,2,constant_carry,0.75,12.000000000000002,0.0955062315261558,0.2179074431908263,0.5447686079770657,0.0284165917822089,constant_carry,1.6015380097375218,46.37717717004685,0.07604464020231218,0.08752515493532755,3.0180084201869555,0.005915644187795568,44.775639160309325,8682.914388458381,True,32,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,3,constant_carry,1.5,18.0,0.0955062315261558,0.28327967614807414,0.6537223295724788,0.0284165917822089,constant_carry,1.6015210751485471,46.37733377799782,0.07604461041238927,0.08752373905008576,3.018008617956265,0.005915684267513487,44.77581270284927,8682.914388385803,True,27,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,7,constant_carry,0.3827375932483699,1.5424571156535538,0.08436344623626629,1.09258945587799,0.2958193100934882,0.016844338287707074,constant_carry,1.6014918157449554,46.37733591978109,0.07604383717504244,0.08752456766146155,3.018021034020392,0.005915653815838649,44.77584410403613,8682.914388290377,True,30,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,11,constant_carry,0.683568151012932,6.521215913045797,0.0913048385373232,0.3621866867649118,0.36956069247877155,0.029522581733137924,constant_carry,1.601535527482125,46.377491515353036,0.07604541050577185,0.08752461082485768,3.0180507138851427,0.005915617457627618,44.77595598787091,8682.91438822278,True,27,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,9,constant_carry,2.0683765532731546,9.793361060849696,0.0477466416785313,0.0778383867979545,0.6622668632803358,0.021324606267172773,constant_carry,2.0683765532731546,9.793361060849696,0.0477466416785313,0.0778383867979545,0.6622668632803358,0.021324606267172773,7.724984507576542,6822.977142888827,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,5,constant_carry,4.999999999999999,35.0,0.0955062315261558,0.43581488638165256,0.8716297727633051,0.0284165917822089,constant_carry,4.999999999999999,35.0,0.0955062315261558,0.43581488638165256,0.8716297727633051,0.0284165917822089,30.0,6453.706554508343,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,6,constant_carry,1.2776977012389195,41.252021781482064,0.11362901121903278,0.0581816075310191,0.6502354321132691,0.02967245077896365,constant_carry,1.2776977012389195,41.252021781482064,0.11362901121903278,0.0581816075310191,0.6502354321132691,0.02967245077896365,39.97432408024314,6193.5665266108235,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,8,constant_carry,1.6719627151010144,32.64543130974995,0.11474368156498876,0.16127131926940771,0.2541877935974112,0.027617621535330535,constant_carry,1.6719627151010144,32.64543130974995,0.11474368156498876,0.16127131926940771,0.2541877935974112,0.027617621535330535,30.97346859464894,6003.367480950827,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
