model,start_id,start_model,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_short,start_sigma_long,estimate_model,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_short,estimate_sigma_long,estimate_kappa_gap,comparison_log_likelihood,converged,iterations,message
two_bucket_carry,3,two_bucket_carry,0.75,12.000000000000002,0.0955062315261558,0.2179074431908263,0.5447686079770657,0.042624887673313336,0.02273327342576711,two_bucket_carry,0.8290558315710251,18.28877524185759,0.06144738373202046,0.061219928006276444,1.3622674409768405,0.03679468757388587,0.003933269761445557,17.459719410286564,9019.571558731002,True,22,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,11,two_bucket_carry,3.6313873516459405,6.903432857363258,0.07229122503766586,0.3303285454565852,0.7011873337024667,0.02155396913607646,0.011495450205907448,two_bucket_carry,0.8290489918992777,18.288820336236043,0.06144733634817855,0.06121984819810654,1.362271307142057,0.03679459553857027,0.0039332691982344676,17.459771344336765,9019.57155872883,True,41,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,8,two_bucket_carry,0.3827375932483699,1.5424571156535538,0.08436344623626629,1.09258945587799,0.2958193100934882,0.025266507431560607,0.01347547063016566,two_bucket_carry,0.8290474013447547,18.288838650586403,0.061447202373507,0.06122010269373809,1.3622687503278716,0.03679466058827094,0.003933266441077724,17.459791249241647,9019.571558724454,True,35,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,4,two_bucket_carry,1.5,18.0,0.0955062315261558,0.28327967614807414,0.6537223295724788,0.042624887673313336,0.02273327342576711,two_bucket_carry,0.8290546071478525,18.288730741505958,0.06144694842269834,0.0612195285727677,1.3622626651968854,0.036794787980340325,0.003933278561637884,17.459676134358105,9019.57155869624,True,47,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,1,two_bucket_carry,0.15,4.0,0.0955062315261558,0.10895372159541317,0.3268611647862394,0.042624887673313336,0.02273327342576711,two_bucket_carry,0.8290396817904406,18.288878109854654,0.06144676209800451,0.061219171643693136,1.3622750627843263,0.036794675437384995,0.003933266197010456,17.459838428064213,9019.5715586948,True,31,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,2,two_bucket_carry,0.3499999999999999,7.999999999999999,0.0955062315261558,0.15253521023357838,0.43581488638165256,0.042624887673313336,0.02273327342576711,two_bucket_carry,0.8290446733214416,18.28899687508943,0.0614464438877604,0.061219806400940414,1.362279283283849,0.03679471238178651,0.0039332818248417325,17.45995220176799,9019.571558624666,True,25,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,0,two_bucket_carry,1.6015253989500184,46.377239804716254,0.076044607348657,0.08752485220043074,3.018006806408648,0.008873471060671,0.004732517899024533,two_bucket_carry,0.829058308426196,18.28917286800123,0.06144743013183227,0.061219906411815864,1.3622896861291371,0.03679432977858536,0.0039332754323516276,17.460114559575036,9019.571558517611,True,42,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,10,two_bucket_carry,2.0683765532731546,9.793361060849696,0.0477466416785313,0.0778383867979545,0.6622668632803358,0.03198690940075916,0.017059685013738227,two_bucket_carry,2.0683765532731546,9.793361060849696,0.0477466416785313,0.0778383867979545,0.6622668632803358,0.03198690940075916,0.017059685013738227,7.724984507576542,7313.351074214438,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,5,two_bucket_carry,3.0000000000000004,25.000000000000004,0.0955062315261558,0.348651909105322,0.7626760511678919,0.042624887673313336,0.02273327342576711,two_bucket_carry,3.0000000000000004,25.000000000000004,0.0955062315261558,0.348651909105322,0.7626760511678919,0.042624887673313336,0.02273327342576711,22.000000000000004,6882.839927584639,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,6,two_bucket_carry,4.999999999999999,35.0,0.0955062315261558,0.43581488638165256,0.8716297727633051,0.042624887673313336,0.02273327342576711,two_bucket_carry,4.999999999999999,35.0,0.0955062315261558,0.43581488638165256,0.8716297727633051,0.042624887673313336,0.02273327342576711,30.0,6855.4540712554,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,7,two_bucket_carry,1.2776977012389195,41.252021781482064,0.11362901121903278,0.0581816075310191,0.6502354321132691,0.04450867616844547,0.023737960623170924,two_bucket_carry,1.2776977012389195,41.252021781482064,0.11362901121903278,0.0581816075310191,0.6502354321132691,0.04450867616844547,0.023737960623170924,39.97432408024314,6639.054252163805,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,9,two_bucket_carry,1.6719627151010144,32.64543130974995,0.11474368156498876,0.16127131926940771,0.2541877935974112,0.041426432302995815,0.022094097228264428,two_bucket_carry,1.6719627151010144,32.64543130974995,0.11474368156498876,0.16127131926940771,0.2541877935974112,0.041426432302995815,0.022094097228264428,30.97346859464894,6555.946070466887,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
