study,scenario,option_side,scenario_role,carry_hedge,spot_hedge_enabled,option_point_value,futures_multiplier,fee_per_contract,slippage_points,spot_cost_bps,execution_lag_sessions,cohort,date,elapsed_sessions,remaining_sessions,hedge_contract_1,hedge_contract_2,spot,futures_1,futures_2,filtered_slow_state,filtered_fast_state,filtered_var_slow,filtered_var_fast,filtered_cov_slow_fast,accepted_contracts,prediction_only,locked_carry,positive_long_option_price,option_price_points,signed_option_mark,option_mark,continuation_points,exercise_value_points,unsigned_payoff,option_payoff,option_cash_flow,model_futures,futures_model_error,held_contracts_1,held_contracts_2,target_contracts_1,target_contracts_2,contracts_1,contracts_2,actual_contracts_1,actual_contracts_2,held_spot_units,target_spot_units,spot_units,spot_market_value,spot_notional,turnover_contracts,spot_turnover_units,spot_turnover_notional,spot_trade_cash_flow,transaction_cost,futures_transaction_cost,spot_transaction_cost,daily_futures_pnl,daily_spot_pnl,daily_financing,dividend_cash_flow,cumulative_futures_pnl,cumulative_spot_pnl,cumulative_financing,cumulative_costs,cumulative_futures_costs,cumulative_spot_costs,cumulative_option_cash_flow,cash,equity,discounted_equity,discounted_pnl_change,borrowing,residual_slow_exposure,residual_fast_exposure,residual_factor_variance,factor_variance,unhedged_factor_variance,residual_scale_exposure,scale_residual,spot_delta_residual,hedge_condition_number,hedge_angular_separation,conditioning_warning,exercise_now,expired
short_with_spot,short_no_hedge,-1,primary,none,False,1.0,1.0,0.0,0.0,0.0,0,2024-09-23,2024-09-23,0,14,IM2410,IM2503,4469.133,4437.0,4265.4,0.08223732314840515,0.0020856910392045153,1.1873698510854692e-05,0.00022563551234352271,-4.435425874822586e-05,4,False,0.13976383393055444,9.263830768243354,9.263830768243354,-9.263830768243354,-9.263830768243354,9.263830768243354,0.0,0.0,0.0,-0.0,4440.7020409199695,3.702040919969477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.263830768243354,0.0,0.0,0.0,0.0,-88.60772795531096,-51.66675608145639,14.648388703246622,14.648388703246622,14.648388703246622,-9.263830768243354,-9.263830768243354,-0.0020728474109504807,13.61625056942459,0.41790179151357254,False,False,False
short_with_spot,short_one_futures_spot,-1,primary,one_futures_min_variance,True,1.0,1.0,0.0,0.0,0.0,0,2024-09-23,2024-09-23,0,14,IM2410,IM2503,4469.133,4437.0,4265.4,0.08223732314840515,0.0020856910392045153,1.1873698510854692e-05,0.00022563551234352271,-4.435425874822586e-05,4,False,0.13976383393055444,9.263830768243354,9.263830768243354,-9.263830768243354,-9.263830768243354,9.263830768243354,0.0,0.0,0.0,-0.0,4440.7020409199695,3.702040919969477,0.0,0.0,-0.30759771573719696,0.0,-0.30759771573719696,0.0,-0.30759771573719696,0.0,0.0,0.3074589401331727,0.3074589401331727,1374.0748954941864,1374.0748954941864,0.30759771573719696,0.3074589401331727,1374.0748954941864,-1374.0748954941864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1364.811064725943,9.769962616701378e-14,9.769962616701378e-14,9.769962616701378e-14,1364.811064725943,-12.437435557798082,0.04412449874912738,0.0020406683188517426,0.0020406683188517426,14.648388703246622,0.0,0.0,0.0,13.61625056942459,0.41790179151357254,False,False,False
short_with_spot,short_two_futures_spot,-1,primary,two_factor_neutral,True,1.0,1.0,0.0,0.0,0.0,0,2024-09-23,2024-09-23,0,14,IM2410,IM2503,4469.133,4437.0,4265.4,0.08223732314840515,0.0020856910392045153,1.1873698510854692e-05,0.00022563551234352271,-4.435425874822586e-05,4,False,0.13976383393055444,9.263830768243354,9.263830768243354,-9.263830768243354,-9.263830768243354,9.263830768243354,0.0,0.0,0.0,-0.0,4440.7020409199695,3.702040919969477,0.0,0.0,-0.29088966155392354,-0.010133336090798768,-0.29088966155392354,-0.010133336090798768,-0.29088966155392354,-0.010133336090798768,0.0,0.30054240740758786,0.30054240740758786,1343.1639908446953,1343.1639908446953,0.3010229976447223,0.30054240740758786,1343.1639908446953,-1343.1639908446953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1333.9001600764518,9.769962616701378e-14,9.769962616701378e-14,9.769962616701378e-14,1333.9001600764518,0.0,0.0,0.0,0.0,14.648388703246622,0.0,0.0,0.0,13.61625056942459,0.41790179151357254,False,False,False
short_with_spot,short_one_futures_only,-1,control,one_futures_min_variance,False,1.0,1.0,0.0,0.0,0.0,0,2024-09-23,2024-09-23,0,14,IM2410,IM2503,4469.133,4437.0,4265.4,0.08223732314840515,0.0020856910392045153,1.1873698510854692e-05,0.00022563551234352271,-4.435425874822586e-05,4,False,0.13976383393055444,9.263830768243354,9.263830768243354,-9.263830768243354,-9.263830768243354,9.263830768243354,0.0,0.0,0.0,-0.0,4440.7020409199695,3.702040919969477,0.0,0.0,-0.30759771573719696,0.0,-0.30759771573719696,0.0,-0.30759771573719696,0.0,0.0,0.0,0.0,0.0,0.0,0.30759771573719696,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.263830768243354,0.0,0.0,0.0,0.0,-12.437435557798082,0.04412449874912738,0.0020406683188517426,0.0020406683188517426,14.648388703246622,-1374.0748954941864,-1374.0748954941864,-0.3074589401331727,13.61625056942459,0.41790179151357254,False,False,False
short_with_spot,short_two_futures_only,-1,control,two_factor_neutral,False,1.0,1.0,0.0,0.0,0.0,0,2024-09-23,2024-09-23,0,14,IM2410,IM2503,4469.133,4437.0,4265.4,0.08223732314840515,0.0020856910392045153,1.1873698510854692e-05,0.00022563551234352271,-4.435425874822586e-05,4,False,0.13976383393055444,9.263830768243354,9.263830768243354,-9.263830768243354,-9.263830768243354,9.263830768243354,0.0,0.0,0.0,-0.0,4440.7020409199695,3.702040919969477,0.0,0.0,-0.29088966155392354,-0.010133336090798768,-0.29088966155392354,-0.010133336090798768,-0.29088966155392354,-0.010133336090798768,0.0,0.0,0.0,0.0,0.0,0.3010229976447223,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.263830768243354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.648388703246622,-1343.1639908446953,-1343.1639908446953,-0.30054240740758786,13.61625056942459,0.41790179151357254,False,False,False
short_with_spot,short_no_hedge,-1,primary,none,False,1.0,1.0,0.0,0.0,0.0,0,2024-09-23,2024-09-24,1,13,IM2410,IM2503,4642.558,4653.2,4494.0,0.08035210802043792,-0.19102964896678848,1.1647050004243182e-05,0.00022192291657689104,-4.331040276802984e-05,4,False,0.13976383393055444,2.782511804021105,2.782511804021105,-2.782511804021105,-2.782511804021105,2.782511804021105,0.0,0.0,0.0,-0.0,4647.865105335115,-5.334894664884814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.000531546522727395,0.0,0.0,0.0,0.000531546522727395,0.0,0.0,0.0,0.0,9.264362314766082,6.481850510744977,6.481478611958772,6.481478611958772,0.0,-29.936550062276872,-16.53896083672707,1.502214204395423,1.502214204395423,1.502214204395423,-2.782511804021105,-2.782511804021105,-0.0005993488512197597,14.108763844705727,0.4276966623712627,False,False,False
short_with_spot,short_one_futures_spot,-1,primary,one_futures_min_variance,True,1.0,1.0,0.0,0.0,0.0,0,2024-09-23,2024-09-24,1,13,IM2410,IM2503,4642.558,4653.2,4494.0,0.08035210802043792,-0.19102964896678848,1.1647050004243182e-05,0.00022192291657689104,-4.331040276802984e-05,4,False,0.13976383393055444,2.782511804021105,2.782511804021105,-2.782511804021105,-2.782511804021105,2.782511804021105,0.0,0.0,0.0,-0.0,4647.865105335115,-5.334894664884814,-0.30759771573719696,0.0,-0.09841563394737941,0.0,-0.09841563394737941,0.0,-0.09841563394737941,0.0,0.3074589401331727,0.09924057807957747,0.09924057807957747,460.730139687967,460.730139687967,0.20918208178981756,0.20821836205359523,966.6658224988149,966.6658224988149,0.0,0.0,0.0,-66.50262614238193,53.32106669259553,-0.07831107819044426,0.0,-66.50262614238193,53.32106669259553,-0.07831107819044426,0.0,0.0,0.0,0.0,-464.7261794477005,-6.778551563754597,-6.778162641625861,-6.778162641625959,464.7261794477005,-6.157229537531695,0.021294282626481476,0.0004999990545185252,0.0004999990545185252,1.502214204395423,0.0,0.0,0.0,14.108763844705727,0.4276966623712627,False,False,False
short_with_spot,short_two_futures_spot,-1,primary,two_factor_neutral,True,1.0,1.0,0.0,0.0,0.0,0,2024-09-23,2024-09-24,1,13,IM2410,IM2503,4642.558,4653.2,4494.0,0.08035210802043792,-0.19102964896678848,1.1647050004243182e-05,0.00022192291657689104,-4.331040276802984e-05,4,False,0.13976383393055444,2.782511804021105,2.782511804021105,-2.782511804021105,-2.782511804021105,2.782511804021105,0.0,0.0,0.0,-0.0,4647.865105335115,-5.334894664884814,-0.29088966155392354,-0.010133336090798768,-0.09015181333607582,-0.004763528496542257,-0.09015181333607582,-0.004763528496542257,-0.09015181333607582,-0.004763528496542257,0.30054240740758786,0.09556891409496877,0.09556891409496877,443.68422668291004,443.68422668291004,0.20610765581210425,0.2049734933126191,951.6013311664464,951.6013311664464,0.0,0.0,0.0,-65.20682545831482,52.12156700466098,-0.0765374508118959,0.0,-65.20682545831482,52.12156700466098,-0.0765374508118959,0.0,0.0,0.0,0.0,-447.58219181913216,-6.680476940243231,-6.680093645185558,-6.680093645185655,447.58219181913216,0.0,-3.552713678800501e-15,6.877368157844605e-32,6.877368157844605e-32,1.502214204395423,0.0,0.0,0.0,14.108763844705727,0.4276966623712627,False,False,False
short_with_spot,short_one_futures_only,-1,control,one_futures_min_variance,False,1.0,1.0,0.0,0.0,0.0,0,2024-09-23,2024-09-24,1,13,IM2410,IM2503,4642.558,4653.2,4494.0,0.08035210802043792,-0.19102964896678848,1.1647050004243182e-05,0.00022192291657689104,-4.331040276802984e-05,4,False,0.13976383393055444,2.782511804021105,2.782511804021105,-2.782511804021105,-2.782511804021105,2.782511804021105,0.0,0.0,0.0,-0.0,4647.865105335115,-5.334894664884814,-0.30759771573719696,0.0,-0.09841563394737941,0.0,-0.09841563394737941,0.0,-0.09841563394737941,0.0,0.0,0.0,0.0,0.0,0.0,0.20918208178981756,0.0,0.0,-0.0,0.0,0.0,0.0,-66.50262614238193,0.0,0.000531546522727395,0.0,-66.50262614238193,0.0,0.000531546522727395,0.0,0.0,0.0,0.0,-57.23826382761585,-60.02077563163696,-60.01733191543779,-60.01733191543779,57.23826382761585,-6.157229537531695,0.021294282626481476,0.0004999990545185252,0.0004999990545185252,1.502214204395423,-460.730139687967,-460.730139687967,-0.09924057807957747,14.108763844705727,0.4276966623712627,False,False,False
short_with_spot,short_two_futures_only,-1,control,two_factor_neutral,False,1.0,1.0,0.0,0.0,0.0,0,2024-09-23,2024-09-24,1,13,IM2410,IM2503,4642.558,4653.2,4494.0,0.08035210802043792,-0.19102964896678848,1.1647050004243182e-05,0.00022192291657689104,-4.331040276802984e-05,4,False,0.13976383393055444,2.782511804021105,2.782511804021105,-2.782511804021105,-2.782511804021105,2.782511804021105,0.0,0.0,0.0,-0.0,4647.865105335115,-5.334894664884814,-0.29088966155392354,-0.010133336090798768,-0.09015181333607582,-0.004763528496542257,-0.09015181333607582,-0.004763528496542257,-0.09015181333607582,-0.004763528496542257,0.0,0.0,0.0,0.0,0.0,0.20610765581210425,0.0,0.0,-0.0,0.0,0.0,0.0,-65.20682545831482,0.0,0.000531546522727395,0.0,-65.20682545831482,0.0,0.000531546522727395,0.0,0.0,0.0,0.0,-55.94246314354875,-58.724974947569855,-58.72160557845733,-58.72160557845733,55.94246314354875,0.0,-3.552713678800501e-15,6.877368157844605e-32,6.877368157844605e-32,1.502214204395423,-443.68422668291004,-443.68422668291004,-0.09556891409496877,14.108763844705727,0.4276966623712627,False,False,False
