cohort,start_id,observation_noise_model,noise_parameter_name,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_epsilon,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_epsilon,log_likelihood,converged,iterations,message
2024-12-23,10,constant_log_futures,sigma_log_futures,3.6313873516459405,6.903432857363258,0.04942402295566035,0.30482110117235584,0.6470427643238156,0.0028479860540978055,0.9607377764596039,18.289192816640533,0.0469273318155392,0.054348497810654706,1.4937539585834458,0.0009517941596043099,5709.349081594074,True,45,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-12-23,3,constant_log_futures,sigma_log_futures,1.5,18.0,0.07263902944415028,0.26140527063397007,0.6032429322322386,0.005632145285384768,0.9607481711634329,18.2892170088823,0.04692754256129638,0.05434862054032632,1.4937551440816643,0.0009517949181274761,5709.349081592692,True,39,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-12-23,4,constant_log_futures,sigma_log_futures,3.0,25.0,0.07263902944415028,0.3217295638571939,0.7037834209376116,0.005632145285384768,0.9607461995827079,18.289237715843147,0.04692754528189044,0.054348924501244775,1.4937542008258438,0.000951794549759484,5709.349081592008,True,30,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-12-23,9,constant_log_futures,sigma_log_futures,2.0683765532731546,9.793361060849696,0.024879439596525783,0.07182783051472809,0.6111276706529924,0.004226519547834659,0.9607435572742207,18.289164195820746,0.04692736754271914,0.05434882108518336,1.4937502291087517,0.0009517940365024162,5709.349081591907,True,33,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-12-23,1,constant_log_futures,sigma_log_futures,0.35,8.0,0.07263902944415028,0.14075668418752232,0.40216195482149236,0.005632145285384768,0.960745165377404,18.289198718505094,0.046927514304309706,0.05434890459387567,1.4937506681228163,0.0009517932599648139,5709.349081590026,True,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-12-23,2,constant_log_futures,sigma_log_futures,0.75,12.0,0.07263902944415028,0.20108097741074618,0.5027024435268654,0.005632145285384768,0.9607553621348325,18.289212292173527,0.04692781915738871,0.054349000561186606,1.4937544014519764,0.000951794866473536,5709.3490815880195,True,32,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-12-23,6,constant_log_futures,sigma_log_futures,1.2776977012389195,41.252021781482064,0.09076180913702726,0.05368891644247551,0.6000252874424966,0.005881055512969088,0.960757302809439,18.289255035235044,0.04692778703730292,0.05434898499064214,1.4937596744327875,0.0009517957880256915,5709.349081582216,True,32,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-12-23,8,constant_log_futures,sigma_log_futures,1.6719627151010144,32.64543130974995,0.09187647948298325,0.14881820479447588,0.23455981692965064,0.005473790034916767,0.9607372760903033,18.289158366263468,0.04692754476779041,0.05434837315111938,1.4937500821052734,0.0009517925494945042,5709.349081581225,True,33,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-12-23,7,constant_log_futures,sigma_log_futures,0.3827375932483699,1.5424571156535538,0.061496244154260776,1.0082214378708783,0.27297661401350165,0.003338534093027009,0.9607335390872451,18.28917242844948,0.04692729532043436,0.054348252721673686,1.4937462432475417,0.0009517968130005639,5709.349081575025,True,37,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-12-23,11,constant_log_futures,sigma_log_futures,0.683568151012932,6.521215913045797,0.06843763645531768,0.3342192075379014,0.3410238042724739,0.0058513515904740285,0.9607520270683002,18.28920687882569,0.04692748610154747,0.05434946850257653,1.4937520930695973,0.0009517947003369186,5709.349081570194,True,31,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-12-23,0,constant_log_futures,sigma_log_futures,0.15,4.0,0.07263902944415028,0.10054048870537309,0.3016214661161193,0.005632145285384768,0.960773286358411,18.28934322976187,0.04692809303990171,0.05435037380022555,1.493765690304785,0.000951799043711218,5709.349081450868,True,25,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-12-23,5,constant_log_futures,sigma_log_futures,5.0,35.0,0.07263902944415028,0.40216195482149236,0.8043239096429847,0.005632145285384768,4.999999999999999,35.0,0.07263902944415028,0.40216195482149236,0.8043239096429847,0.005632145285384767,4106.621236977429,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
