model,model_label,sessions_to_expiry,observation_noise_carry_bps,approximate_futures_noise_points_at_7500
two_bucket_carry,Two carry-noise buckets,164,39.86224411409713,20.094491909975194
two_bucket_carry,Two carry-noise buckets,165,39.86224411409713,20.217019299670163
two_bucket_carry,Two carry-noise buckets,166,39.86224411409713,20.339546689365132
two_bucket_carry,Two carry-noise buckets,167,39.86224411409713,20.462074079060105
two_bucket_carry,Two carry-noise buckets,168,39.86224411409713,20.584601468755075
two_bucket_carry,Two carry-noise buckets,169,39.86224411409713,20.707128858450044
two_bucket_carry,Two carry-noise buckets,170,39.86224411409713,20.829656248145014
two_bucket_carry,Two carry-noise buckets,171,39.86224411409713,20.952183637839983
two_bucket_carry,Two carry-noise buckets,172,39.86224411409713,21.07471102753496
two_bucket_carry,Two carry-noise buckets,173,39.86224411409713,21.197238417229926
two_bucket_carry,Two carry-noise buckets,174,39.86224411409713,21.3197658069249
two_bucket_carry,Two carry-noise buckets,175,39.86224411409713,21.442293196619868
two_bucket_carry,Two carry-noise buckets,176,39.86224411409713,21.56482058631484
two_bucket_carry,Two carry-noise buckets,177,39.86224411409713,21.687347976009807
two_bucket_carry,Two carry-noise buckets,178,39.86224411409713,21.80987536570478
two_bucket_carry,Two carry-noise buckets,179,39.86224411409713,21.93240275539975
two_bucket_carry,Two carry-noise buckets,180,39.86224411409713,22.054930145094726
two_bucket_carry,Two carry-noise buckets,181,39.86224411409713,22.177457534789692
two_bucket_carry,Two carry-noise buckets,182,39.86224411409713,22.299984924484665
two_bucket_carry,Two carry-noise buckets,183,39.86224411409713,22.422512314179635
two_bucket_carry,Two carry-noise buckets,184,39.86224411409713,22.545039703874604
two_bucket_carry,Two carry-noise buckets,185,39.86224411409713,22.667567093569573
two_bucket_carry,Two carry-noise buckets,186,39.86224411409713,22.790094483264543
two_bucket_carry,Two carry-noise buckets,187,39.86224411409713,22.91262187295952
two_bucket_carry,Two carry-noise buckets,188,39.86224411409713,23.03514926265449
two_bucket_carry,Two carry-noise buckets,189,39.86224411409713,23.15767665234946
two_bucket_carry,Two carry-noise buckets,190,39.86224411409713,23.280204042044428
two_bucket_carry,Two carry-noise buckets,191,39.86224411409713,23.4027314317394
two_bucket_carry,Two carry-noise buckets,192,39.86224411409713,23.52525882143437
two_bucket_carry,Two carry-noise buckets,193,39.86224411409713,23.64778621112934
two_bucket_carry,Two carry-noise buckets,194,39.86224411409713,23.77031360082431
two_bucket_carry,Two carry-noise buckets,195,39.86224411409713,23.892840990519286
two_bucket_carry,Two carry-noise buckets,196,39.86224411409713,24.015368380214255
two_bucket_carry,Two carry-noise buckets,197,39.86224411409713,24.13789576990922
two_bucket_carry,Two carry-noise buckets,198,39.86224411409713,24.260423159604194
two_bucket_carry,Two carry-noise buckets,199,39.86224411409713,24.382950549299164
two_bucket_carry,Two carry-noise buckets,200,39.86224411409713,24.505477938994137
two_bucket_carry,Two carry-noise buckets,201,39.86224411409713,24.628005328689103
two_bucket_carry,Two carry-noise buckets,202,39.86224411409713,24.750532718384076
two_bucket_carry,Two carry-noise buckets,203,39.86224411409713,24.87306010807905
two_bucket_carry,Two carry-noise buckets,204,39.86224411409713,24.99558749777402
two_bucket_carry,Two carry-noise buckets,205,39.86224411409713,25.118114887468987
two_bucket_carry,Two carry-noise buckets,206,39.86224411409713,25.24064227716396
two_bucket_carry,Two carry-noise buckets,207,39.86224411409713,25.36316966685893
two_bucket_carry,Two carry-noise buckets,208,39.86224411409713,25.4856970565539
two_bucket_carry,Two carry-noise buckets,209,39.86224411409713,25.60822444624887
two_bucket_carry,Two carry-noise buckets,210,39.86224411409713,25.730751835943842
two_bucket_carry,Two carry-noise buckets,211,39.86224411409713,25.853279225638815
two_bucket_carry,Two carry-noise buckets,212,39.86224411409713,25.975806615333784
two_bucket_carry,Two carry-noise buckets,213,39.86224411409713,26.098334005028757
two_bucket_carry,Two carry-noise buckets,214,39.86224411409713,26.220861394723723
two_bucket_carry,Two carry-noise buckets,215,39.86224411409713,26.343388784418696
two_bucket_carry,Two carry-noise buckets,216,39.86224411409713,26.465916174113666
two_bucket_carry,Two carry-noise buckets,217,39.86224411409713,26.58844356380864
two_bucket_carry,Two carry-noise buckets,218,39.86224411409713,26.710970953503608
two_bucket_carry,Two carry-noise buckets,219,39.86224411409713,26.83349834319858
two_bucket_carry,Two carry-noise buckets,220,39.86224411409713,26.95602573289355
two_bucket_carry,Two carry-noise buckets,221,39.86224411409713,27.07855312258852
two_bucket_carry,Two carry-noise buckets,222,39.86224411409713,27.20108051228349
two_bucket_carry,Two carry-noise buckets,223,39.86224411409713,27.32360790197846
two_bucket_carry,Two carry-noise buckets,224,39.86224411409713,27.446135291673432
two_bucket_carry,Two carry-noise buckets,225,39.86224411409713,27.568662681368405
two_bucket_carry,Two carry-noise buckets,226,39.86224411409713,27.691190071063374
two_bucket_carry,Two carry-noise buckets,227,39.86224411409713,27.813717460758344
two_bucket_carry,Two carry-noise buckets,228,39.86224411409713,27.936244850453317
two_bucket_carry,Two carry-noise buckets,229,39.86224411409713,28.058772240148286
two_bucket_carry,Two carry-noise buckets,230,39.86224411409713,28.181299629843256
two_bucket_carry,Two carry-noise buckets,231,39.86224411409713,28.303827019538225
two_bucket_carry,Two carry-noise buckets,232,39.86224411409713,28.426354409233195
two_bucket_carry,Two carry-noise buckets,233,39.86224411409713,28.54888179892817
two_bucket_carry,Two carry-noise buckets,234,39.86224411409713,28.671409188623137
two_bucket_carry,Two carry-noise buckets,235,39.86224411409713,28.79393657831811
two_bucket_carry,Two carry-noise buckets,236,39.86224411409713,28.91646396801308
two_bucket_carry,Two carry-noise buckets,237,39.86224411409713,29.038991357708053
two_bucket_carry,Two carry-noise buckets,238,39.86224411409713,29.16151874740302
two_bucket_carry,Two carry-noise buckets,239,39.86224411409713,29.28404613709799
two_bucket_carry,Two carry-noise buckets,240,39.86224411409713,29.40657352679296
two_bucket_carry,Two carry-noise buckets,241,39.86224411409713,29.529100916487938
two_bucket_carry,Two carry-noise buckets,242,39.86224411409713,29.651628306182904
two_bucket_carry,Two carry-noise buckets,243,39.86224411409713,29.774155695877877
two_bucket_carry,Two carry-noise buckets,244,39.86224411409713,29.896683085572846
two_bucket_carry,Two carry-noise buckets,245,39.86224411409713,30.019210475267815
two_bucket_carry,Two carry-noise buckets,246,39.86224411409713,30.14173786496278
two_bucket_carry,Two carry-noise buckets,247,39.86224411409713,30.264265254657758
two_bucket_carry,Two carry-noise buckets,248,39.86224411409713,30.38679264435273
two_bucket_carry,Two carry-noise buckets,249,39.86224411409713,30.5093200340477
two_bucket_carry,Two carry-noise buckets,250,39.86224411409713,30.631847423742666
two_bucket_carry,Two carry-noise buckets,251,39.86224411409713,30.754374813437643
two_bucket_carry,Two carry-noise buckets,252,39.86224411409713,30.876902203132612
smooth_carry_log,Smooth carry + log-price noise,6,395.1121714649306,7.286904801607327
smooth_carry_log,Smooth carry + log-price noise,7,338.6675755702094,7.286904802227866
smooth_carry_log,Smooth carry + log-price noise,8,296.33412865305087,7.286904802943875
smooth_carry_log,Smooth carry + log-price noise,9,263.40811438760073,7.286904803755347
smooth_carry_log,Smooth carry + log-price noise,10,237.0673029783465,7.2869048046622895
smooth_carry_log,Smooth carry + log-price noise,11,215.515730009962,7.286904805664699
smooth_carry_log,Smooth carry + log-price noise,12,197.55608587222983,7.286904806762576
smooth_carry_log,Smooth carry + log-price noise,13,182.35946391192252,7.28690480795592
smooth_carry_log,Smooth carry + log-price noise,14,169.33378794816332,7.286904809244733
smooth_carry_log,Smooth carry + log-price noise,15,158.0448687816426,7.286904810629013
smooth_carry_log,Smooth carry + log-price noise,16,148.16706451287814,7.286904812108761
smooth_carry_log,Smooth carry + log-price noise,17,139.4513548657953,7.286904813683976
smooth_carry_log,Smooth carry + log-price noise,18,131.70405740344717,7.286904815354658
smooth_carry_log,Smooth carry + log-price noise,19,124.77226493877033,7.286904817120809
smooth_carry_log,Smooth carry + log-price noise,20,118.53365172211414,7.286904818982427
smooth_carry_log,Smooth carry + log-price noise,21,112.88919214661847,7.286904820939512
smooth_carry_log,Smooth carry + log-price noise,22,107.75786526121598,7.2869048229920645
smooth_carry_log,Smooth carry + log-price noise,23,103.07274071502498,7.286904825140085
smooth_carry_log,Smooth carry + log-price noise,24,98.77804321564399,7.286904827383572
smooth_carry_log,Smooth carry + log-price noise,25,94.82692151745584,7.286904829722529
smooth_carry_log,Smooth carry + log-price noise,26,91.17973225878443,7.286904832156951
smooth_carry_log,Smooth carry + log-price noise,27,87.80270516857234,7.286904834686843
smooth_carry_log,Smooth carry + log-price noise,28,84.6668943001989,7.286904837312201
smooth_carry_log,Smooth carry + log-price noise,29,81.74734625140499,7.286904840033026
smooth_carry_log,Smooth carry + log-price noise,30,79.02243474023263,7.28690484284932
smooth_carry_log,Smooth carry + log-price noise,31,76.47332397271845,7.286904845761082
smooth_carry_log,Smooth carry + log-price noise,32,74.08353262914449,7.2869048487683115
smooth_carry_log,Smooth carry + log-price noise,33,71.83857712551618,7.286904851871007
smooth_carry_log,Smooth carry + log-price noise,34,69.72567782889718,7.286904855069172
smooth_carry_log,Smooth carry + log-price noise,35,67.73351563582948,7.286904858362802
smooth_carry_log,Smooth carry + log-price noise,36,65.85202912101718,7.286904861751901
smooth_carry_log,Smooth carry + log-price noise,37,64.07224458081795,7.286904865236467
smooth_carry_log,Smooth carry + log-price noise,38,62.38613291197286,7.286904868816502
smooth_carry_log,Smooth carry + log-price noise,39,60.786488508993116,7.286904872492003
smooth_carry_log,Smooth carry + log-price noise,40,59.26682632693885,7.286904876262973
smooth_carry_log,Smooth carry + log-price noise,41,57.82129400818134,7.286904880129411
smooth_carry_log,Smooth carry + log-price noise,42,56.444596562485096,7.286904884091314
smooth_carry_log,Smooth carry + log-price noise,43,55.13193155684588,7.286904888148688
smooth_carry_log,Smooth carry + log-price noise,44,53.87893314307795,7.286904892301527
smooth_carry_log,Smooth carry + log-price noise,45,52.68162354838991,7.286904896549834
smooth_carry_log,Smooth carry + log-price noise,46,51.53637089327654,7.286904900893608
smooth_carry_log,Smooth carry + log-price noise,47,50.43985239436073,7.28690490533285
smooth_carry_log,Smooth carry + log-price noise,48,49.38902216688013,7.28690490986756
smooth_carry_log,Smooth carry + log-price noise,49,48.38108296972648,7.286904914497738
smooth_carry_log,Smooth carry + log-price noise,50,47.41346134108014,7.286904919223383
smooth_carry_log,Smooth carry + log-price noise,51,46.48378565926423,7.286904924044495
smooth_carry_log,Smooth carry + log-price noise,52,45.58986673503853,7.286904928961075
smooth_carry_log,Smooth carry + log-price noise,53,44.72968060099226,7.2869049339731236
smooth_carry_log,Smooth carry + log-price noise,54,43.901353213226564,7.286904939080639
smooth_carry_log,Smooth carry + log-price noise,55,43.10314682194433,7.286904944283621
smooth_carry_log,Smooth carry + log-price noise,56,42.33344780233394,7.286904949582072
smooth_carry_log,Smooth carry + log-price noise,57,41.59075576641267,7.286904954975991
smooth_carry_log,Smooth carry + log-price noise,58,40.87367380123107,7.286904960465375
smooth_carry_log,Smooth carry + log-price noise,59,40.1808996998024,7.28690496605023
smooth_carry_log,Smooth carry + log-price noise,60,39.51121806893899,7.286904971730551
smooth_carry_log,Smooth carry + log-price noise,61,38.86349321336714,7.286904977506339
smooth_carry_log,Smooth carry + log-price noise,62,38.23666270847598,7.286904983377595
smooth_carry_log,Smooth carry + log-price noise,63,37.629731585185475,7.286904989344318
smooth_carry_log,Smooth carry + log-price noise,64,37.04176705998309,7.28690499540651
smooth_carry_log,Smooth carry + log-price noise,65,36.471893751418605,7.286905001564167
smooth_carry_log,Smooth carry + log-price noise,66,35.91928933146302,7.286905007817294
smooth_carry_log,Smooth carry + log-price noise,67,35.383180566298044,7.286905014165889
smooth_carry_log,Smooth carry + log-price noise,68,34.8628397064476,7.28690502060995
smooth_carry_log,Smooth carry + log-price noise,69,34.35758119081107,7.286905027149478
smooth_carry_log,Smooth carry + log-price noise,70,33.866758633207844,7.286905033784474
smooth_carry_log,Smooth carry + log-price noise,71,33.38976206358019,7.28690504051494
smooth_carry_log,Smooth carry + log-price noise,72,32.92601539909578,7.286905047340871
smooth_carry_log,Smooth carry + log-price noise,73,32.474974123104914,7.286905054262269
smooth_carry_log,Smooth carry + log-price noise,74,32.03612315229026,7.286905061279136
smooth_carry_log,Smooth carry + log-price noise,75,31.608974874444776,7.286905068391471
smooth_carry_log,Smooth carry + log-price noise,76,31.193067341161797,7.286905075599273
smooth_carry_log,Smooth carry + log-price noise,77,30.78796260135446,7.286905082902542
smooth_carry_log,Smooth carry + log-price noise,78,30.393245162966018,7.286905090301278
smooth_carry_log,Smooth carry + log-price noise,79,30.0085205715122,7.286905097795484
smooth_carry_log,Smooth carry + log-price noise,80,29.633414095232972,7.286905105385157
smooth_carry_log,Smooth carry + log-price noise,81,29.26756950764037,7.286905113070296
smooth_carry_log,Smooth carry + log-price noise,82,28.910647959148303,7.286905120850904
