cohort,entry_date,previous_expiry,option_contract,expiry,hedge_contract_1,hedge_contract_2,sample_start,sample_end,sample_curve_dates,optimizer_converged,calibration_log_likelihood,locked_carry,kappa_slow,kappa_fast,theta,eta_slow,eta_fast,sigma_epsilon,kappa_gap_at_bound,eta_fast_at_bound,initial_premium_points,status,exit_date,exit_reason
2024-08-19,2024-08-19,2024-08-16,IM2409,2024-09-20,IM2409,IM2503,2022-08-16,2024-08-19,488,True,5812.5045977307755,0.11148546500274653,0.7620861545932694,15.477790422004981,0.040464082643243554,0.052666635661868404,1.1861908850717249,0.0008913000360851741,False,False,20.0854284212312,completed,2024-09-20,expiry
