cohort,start_id,observation_noise_model,noise_parameter_name,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_epsilon,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_epsilon,log_likelihood,converged,iterations,message
2024-08-19,0,constant_log_futures,sigma_log_futures,0.15,4.0,0.07150890142646926,0.09220810815004005,0.27662432445012014,0.005263366488816583,0.7620861545932694,15.477790422004981,0.040464082643243554,0.052666635661868404,1.1861908850717249,0.0008913000360851741,5812.5045977307755,True,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-08-19,5,constant_log_futures,sigma_log_futures,5.0,35.0,0.07150890142646926,0.3688324326001602,0.7376648652003204,0.005263366488816583,0.7620801391890422,15.477783815517927,0.04046367264461105,0.05266624039268786,1.1861896538432852,0.0008912989824490909,5812.504597729504,True,37,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-08-19,11,constant_log_futures,sigma_log_futures,0.683568151012932,6.521215913045797,0.06730750843763667,0.3065204996644156,0.31276115951894984,0.0054682197129225195,0.7620917080544652,15.477777943983043,0.04046406720532287,0.05266663276011437,1.1861867080228183,0.000891299285917776,5812.504597728703,True,41,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-08-19,10,constant_log_futures,sigma_log_futures,3.6313873516459405,6.903432857363258,0.04829389493797933,0.27955878696472647,0.5934185317649323,0.0026615070453977646,0.7620976399145114,15.477794907809436,0.04046447329586074,0.05266679268132149,1.186189889327451,0.0008913002507118195,5812.504597724531,True,46,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-08-19,6,constant_log_futures,sigma_log_futures,1.2776977012389195,41.252021781482064,0.08963168111934625,0.04923940073827866,0.5502976692244762,0.005495978696813187,0.7620764282634018,15.477738025330936,0.04046361216960028,0.05266637242740748,1.1861823463002215,0.0008913005090201122,5812.504597724129,True,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-08-19,4,constant_log_futures,sigma_log_futures,3.0,25.0,0.07150890142646926,0.29506594608012815,0.6454567570502803,0.005263366488816583,0.7620772752912548,15.477773845566695,0.0404636949550809,0.05266663732206282,1.1861850673415877,0.0008912991477550254,5812.504597721662,True,32,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-08-19,7,constant_log_futures,sigma_log_futures,0.3827375932483699,1.5424571156535538,0.06036611613657976,0.9246642082158342,0.2503534394103609,0.003119935224790561,0.7620879543085288,15.47770509860189,0.04046416791732896,0.05266615899616777,1.1861816056269867,0.000891299405730503,5812.504597718233,True,28,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-08-19,2,constant_log_futures,sigma_log_futures,0.75,12.0,0.07150890142646926,0.1844162163000801,0.46104054075020023,0.005263366488816583,0.7620687233244785,15.477740545375278,0.040463389167390604,0.052666098239184216,1.186182254979072,0.0008913004512933041,5812.504597713648,True,25,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-08-19,1,constant_log_futures,sigma_log_futures,0.35,8.0,0.07150890142646926,0.12909135141005607,0.3688324326001602,0.005263366488816583,0.7620936469953209,15.477778413347387,0.04046414378078565,0.05266703188360476,1.1861979447855362,0.0008912981588915968,5812.504597690086,True,36,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-08-19,8,constant_log_futures,sigma_log_futures,1.6719627151010144,32.64543130974995,0.09074635146530223,0.13648476647647823,0.21512046783941044,0.005115379944363567,0.7620882881045762,15.477888717013638,0.04046444423030352,0.05266622424103848,1.1861898814847736,0.0008913000104986984,5812.50459768785,True,30,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-08-19,3,constant_log_futures,sigma_log_futures,1.5,18.0,0.07150890142646926,0.23974108119010412,0.5532486489002403,0.005263366488816583,0.7620733138345183,15.477915974542558,0.04046355656201007,0.05266595314606277,1.1861963451934707,0.0008912987548601809,5812.504597681296,True,42,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-08-19,9,constant_log_futures,sigma_log_futures,2.0683765532731546,9.793361060849696,0.023749311578844766,0.06587503651084642,0.5604799327580916,0.003949777611406452,2.0683765532731546,9.793361060849696,0.023749311578844766,0.0658750365108464,0.5604799327580916,0.003949777611406453,4591.806491771876,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
