cohort,date,scenario,elapsed_sessions,remaining_sessions,hedge_contract_1,hedge_contract_2,spot,futures_1,futures_2,filtered_slow_state,filtered_fast_state,filtered_var_slow,filtered_var_fast,filtered_cov_slow_fast,accepted_contracts,prediction_only,locked_carry,option_price_points,continuation_points,exercise_value_points,model_futures,futures_model_error,held_contracts_1,held_contracts_2,target_contracts_1,target_contracts_2,contracts_1,contracts_2,turnover_contracts,transaction_cost,daily_futures_pnl,daily_financing,option_payoff,cash,option_mark,equity,discounted_equity,discounted_pnl_change,cumulative_futures_pnl,cumulative_financing,cumulative_costs,residual_slow_exposure,residual_fast_exposure,residual_factor_variance,unhedged_factor_variance,residual_scale_exposure,hedge_condition_number,hedge_angular_separation,conditioning_warning,exercise_now,expired
2024-08-19,2024-08-19,no_hedge,0,22,IM2409,IM2503,4663.612,4622.8,4430.6,0.07616060317311564,0.011669087981733519,7.842077334819288e-06,0.00020482005197731273,-3.417761109587061e-05,4,False,0.11148546500274653,20.078620653886883,20.078620653886883,0.0,4619.420754718532,-3.3792452814677745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.078620653886883,20.078620653886883,0.0,0.0,0.0,0.0,0.0,0.0,173.51907038247276,77.58337194328642,32.93981300659473,32.93981300659473,20.078620653886883,12.977275494180933,0.36227857524051293,False,False,False
2024-08-19,2024-08-19,one_futures,0,22,IM2409,IM2503,4663.612,4622.8,4430.6,0.07616060317311564,0.011669087981733519,7.842077334819288e-06,0.00020482005197731273,-3.417761109587061e-05,4,False,0.11148546500274653,20.078620653886883,20.078620653886883,0.0,4619.420754718532,-3.3792452814677745,0.0,0.0,0.34585881877953545,0.0,0.34585881877953545,0.0,0.34585881877953545,0.0,0.0,0.0,0.0,-20.078620653886883,20.078620653886883,0.0,0.0,0.0,0.0,0.0,0.0,34.20291641481123,-0.12830460128679988,0.01334635720750474,32.93981300659473,1618.9147681079235,12.977275494180933,0.36227857524051293,False,False,False
2024-08-19,2024-08-19,two_futures,0,22,IM2409,IM2503,4663.612,4622.8,4430.6,0.07616060317311564,0.011669087981733519,7.842077334819288e-06,0.00020482005197731273,-3.417761109587061e-05,4,False,0.11148546500274653,20.078620653886883,20.078620653886883,0.0,4619.420754718532,-3.3792452814677745,0.0,0.0,0.3169193174594812,0.02227051455308465,0.3169193174594812,0.02227051455308465,0.33918983201256586,0.0,0.0,0.0,0.0,-20.078620653886883,20.078620653886883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,1.0937098008758351e-30,32.93981300659473,1583.8049831844735,12.977275494180933,0.36227857524051293,False,False,False
2024-08-19,2024-08-20,no_hedge,1,21,IM2409,IM2503,4579.304,4537.0,4344.0,0.07692922372560097,0.029793655736318765,7.67078167386178e-06,0.00020058976082223002,-3.325031696908124e-05,4,False,0.11148546500274653,20.358852171519782,20.358852171519782,4.043716041304833,4533.552947720641,-3.4470522793590135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011520850560356073,0.0,-20.079772738942918,20.358852171519782,0.2790794325768644,0.2790634202819097,0.2790634202819097,0.0,-0.0011520850560356073,0.0,174.6389020699154,81.9697385003911,36.73451660679993,36.73451660679993,20.358852171519782,13.063992867774914,0.37078174130605274,False,False,False
2024-08-19,2024-08-20,one_futures,1,21,IM2409,IM2503,4579.304,4537.0,4344.0,0.07692922372560097,0.029793655736318765,7.67078167386178e-06,0.00020058976082223002,-3.325031696908124e-05,4,False,0.11148546500274653,20.358852171519782,20.358852171519782,4.043716041304833,4533.552947720641,-3.4470522793590135,0.34585881877953545,0.0,0.38042428106214377,0.0,0.38042428106214377,0.0,0.03456546228260832,0.0,-29.674686651284205,-0.0011520850560356073,0.0,-49.754459390227126,20.358852171519782,-29.395607218707344,-29.393920633892364,-29.393920633892364,-29.674686651284205,-0.0011520850560356073,0.0,30.8578137007446,-0.1131041201260814,0.010860137892322583,36.73451660679993,1746.3438153504662,13.063992867774914,0.37078174130605274,False,False,False
2024-08-19,2024-08-20,two_futures,1,21,IM2409,IM2503,4579.304,4537.0,4344.0,0.07692922372560097,0.029793655736318765,7.67078167386178e-06,0.00020058976082223002,-3.325031696908124e-05,4,False,0.11148546500274653,20.358852171519782,20.358852171519782,4.043716041304833,4533.552947720641,-3.4470522793590135,0.3169193174594812,0.02227051455308465,0.3532559516559137,0.02048656943175988,0.3532559516559137,0.02048656943175988,0.03812057931775728,0.0,-29.120303998320686,-0.0011520850560356073,0.0,-49.2000767372636,20.358852171519782,-28.84122456574382,-28.83956978885705,-28.83956978885705,-29.120303998320686,-0.0011520850560356073,0.0,0.0,0.0,0.0,36.73451660679993,1712.0747624459652,13.063992867774914,0.37078174130605274,False,False,False
2024-08-19,2024-08-21,no_hedge,2,20,IM2409,IM2503,4548.264,4522.0,4332.8,0.07686586884959945,-0.028307378735272847,7.70708644274298e-06,0.00020073336925671183,-3.327129711362938e-05,4,False,0.11148546500274653,15.147867289272101,15.147867289272101,0.0,4516.958497015751,-5.041502984248837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011521511611729681,0.0,-20.08092489010409,15.147867289272101,-4.933057600831988,-4.932491544734094,-5.211554965016004,0.0,-0.002304236217208575,0.0,133.00554818128347,61.83140908966409,20.905704089532843,20.905704089532843,15.147867289272101,13.198966252580522,0.37947593999340706,False,False,False
2024-08-19,2024-08-21,one_futures,2,20,IM2409,IM2503,4548.264,4522.0,4332.8,0.07686586884959945,-0.028307378735272847,7.70708644274298e-06,0.00020073336925671183,-3.327129711362938e-05,4,False,0.11148546500274653,15.147867289272101,15.147867289272101,0.0,4516.958497015751,-5.041502984248837,0.38042428106214377,0.0,0.29489139759553046,0.0,0.29489139759553046,0.0,0.08553288346661331,0.0,-5.706364215932156,-0.0028548459639091152,0.0,-55.46367845212319,15.147867289272101,-40.31581116285109,-40.31118502373071,-10.917264389838344,-35.38105086721636,-0.004006931019944723,0.0,27.046243074563492,-0.09683251099753676,0.008340494294105374,20.905704089532843,1348.646767216261,13.198966252580522,0.37947593999340706,False,False,False
2024-08-19,2024-08-21,two_futures,2,20,IM2409,IM2503,4548.264,4522.0,4332.8,0.07686586884959945,-0.028307378735272847,7.70708644274298e-06,0.00020073336925671183,-3.327129711362938e-05,4,False,0.11148546500274653,15.147867289272101,15.147867289272101,0.0,4516.958497015751,-5.041502984248837,0.3532559516559137,0.02048656943175988,0.2704414730006404,0.01799883953530544,0.2704414730006404,0.01799883953530544,0.08530220855172774,0.0,-5.528288852474413,-0.002823036210599143,0.0,-54.73118862594861,15.147867289272101,-39.58332133667651,-39.57877924894298,-10.739209460085927,-34.6485928507951,-0.003975121266634751,0.0,0.0,-1.4210854715202004e-14,1.0937098008758351e-30,20.905704089532843,1316.0695801367397,13.198966252580522,0.37947593999340706,False,False,False
2024-08-19,2024-08-22,no_hedge,3,19,IM2409,IM2503,4491.839,4473.2,4281.0,0.07911054237070672,-0.05033892268878114,7.784868758729066e-06,0.00020182546824578252,-3.348593629625062e-05,4,False,0.11148546500274653,13.076386720102922,13.076386720102922,0.0,4466.2439236351065,-6.956076364893306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011522172701033553,0.0,-20.082077107374193,13.076386720102922,-7.005690387271271,-7.004484593525901,-2.071993048791807,0.0,-0.0034564534873119303,0.0,115.33013050393646,54.73022150904324,16.373171744279155,16.373171744279155,13.076386720102922,13.341776169602378,0.3883603569804123,False,False,False
