model,start_id,start_model,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_log_futures,estimate_model,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_log_futures,estimate_kappa_gap,comparison_log_likelihood,converged,iterations,message
constant_log_futures,2,constant_log_futures,0.3499999999999999,7.999999999999999,0.09747910927517517,0.15346991140351457,0.4384854611528988,0.005654165565265437,constant_log_futures,0.3196641255935802,16.15780301145479,0.030398718905910335,0.04633630631294005,1.228479360772844,0.0009607658711858439,15.838138885861209,10259.769650145961,True,32,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,4,constant_log_futures,1.5,18.0,0.09747910927517517,0.2850155497493842,0.6577281917293483,0.005654165565265437,constant_log_futures,0.31966697308852315,16.157818445984503,0.030399244175397386,0.04633643514670534,1.2284815440800188,0.0009607658284750145,15.83815147289598,10259.769650144148,True,37,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,3,constant_log_futures,0.75,12.000000000000002,0.09747910927517517,0.2192427305764494,0.5481068264411235,0.005654165565265437,constant_log_futures,0.31966743720635576,16.157798636408348,0.03039918537706752,0.0463364202585188,1.228475993832639,0.0009607657725304647,15.838131199201992,10259.769650138267,True,34,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,1,constant_log_futures,0.15,4.0,0.09747910927517517,0.10962136528822472,0.32886409586467413,0.005654165565265437,constant_log_futures,0.3196638771538475,16.157763482872163,0.030398795039886295,0.046336395439175365,1.2284772263678496,0.0009607669321691241,15.838099605718316,10259.769650138249,True,27,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,11,constant_log_futures,3.6313873516459405,6.903432857363258,0.07426410278668524,0.3323527238572887,0.7054840506385269,0.00285912096749754,constant_log_futures,0.31966356201583657,16.157822339731705,0.03039859405113039,0.04633659269407741,1.2284788136646665,0.000960765453367224,15.838158777715869,10259.769650133516,True,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,0,constant_log_futures,0.5630703955819542,16.00995305737635,0.046315195390700226,0.048600665548449155,1.2250950290487068,0.0009677866742917663,constant_log_futures,0.3196534072525855,16.157800239247106,0.030396757682816876,0.04633612969615504,1.228479559367729,0.0009607656734779254,15.83814683199452,10259.769650125905,True,24,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,5,constant_log_futures,3.0000000000000004,25.000000000000004,0.09747910927517517,0.35078836892231907,0.7673495570175729,0.005654165565265437,constant_log_futures,0.31964498106232053,16.157778842599573,0.03039529792982311,0.04633599903038558,1.2284769128012205,0.0009607660974571157,15.838133861537251,10259.76965008425,True,45,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,8,constant_log_futures,0.3827375932483699,1.5424571156535538,0.08633632398528567,1.0992845962400435,0.2976320237273481,0.0033515869266089815,constant_log_futures,0.3196806366719905,16.15790216653112,0.03040197369687043,0.046336890853289334,1.2284773953047579,0.000960763557252411,15.83822152985913,10259.769650037118,True,34,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,10,constant_log_futures,2.0683765532731546,9.793361060849696,0.04971951942755067,0.07831536277677657,0.6663250844016768,0.004243044182525093,constant_log_futures,2.0683765532731546,9.793361060849696,0.04971951942755067,0.07831536277677657,0.6663250844016768,0.004243044182525093,7.724984507576542,8069.40848996624,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,9,constant_log_futures,1.6719627151010144,32.64543130974995,0.11671655931400814,0.16225955333397182,0.2557453987411362,0.005495191185361105,constant_log_futures,1.6719627151010144,32.64543130974995,0.11671655931400814,0.16225955333397182,0.2557453987411362,0.005495191185361105,30.97346859464894,7369.148916199394,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,7,constant_log_futures,1.2776977012389195,41.252021781482064,0.11560188896805215,0.05853813122508773,0.6542199273534142,0.005904048969605478,constant_log_futures,1.2776977012389195,41.252021781482064,0.11560188896805215,0.05853813122508773,0.6542199273534142,0.005904048969605478,39.97432408024314,7253.1336425993695,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,6,constant_log_futures,4.999999999999999,35.0,0.09747910927517517,0.4384854611528988,0.8769709223057977,0.005654165565265437,constant_log_futures,4.999999999999999,35.0,0.09747910927517517,0.4384854611528988,0.8769709223057977,0.005654165565265437,30.0,7248.730075313766,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
