model,start_id,start_model,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_log_futures,estimate_model,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_log_futures,estimate_kappa_gap,comparison_log_likelihood,converged,iterations,message
constant_log_futures,2,constant_log_futures,0.3499999999999999,7.999999999999999,0.091954465193496,0.1499015516003994,0.4282901474297126,0.005680802196521427,constant_log_futures,0.5630703955819542,16.00995305737635,0.046315195390700226,0.048600665548449155,1.2250950290487068,0.0009677866742917663,15.446882661794396,8842.953840285652,True,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,5,constant_log_futures,3.0000000000000004,25.000000000000004,0.091954465193496,0.34263211794377013,0.7495077580019971,0.005680802196521427,constant_log_futures,0.5630700565428322,16.00995268458568,0.04631507829470993,0.0486008826189246,1.2250931068252142,0.0009677865666509003,15.446882628042848,8842.953840284717,True,42,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,1,constant_log_futures,0.15,4.0,0.091954465193496,0.10707253685742815,0.3212176105722845,0.005680802196521427,constant_log_futures,0.563066579492032,16.009945493160235,0.04631484102165565,0.04860075932008319,1.2250949250023135,0.0009677863050471382,15.446878913668202,8842.953840283577,True,25,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,3,constant_log_futures,0.75,12.000000000000002,0.091954465193496,0.21414507371485633,0.5353626842871407,0.005680802196521427,constant_log_futures,0.5630684742088361,16.009952869680404,0.04631550518908198,0.048600717442982284,1.2250950984489684,0.0009677874179722733,15.446884395471567,8842.953840277756,True,37,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,11,constant_log_futures,3.6313873516459405,6.903432857363258,0.06873945870500606,0.3246251237731915,0.6890806989651269,0.002872590214205728,constant_log_futures,0.5630614667231865,16.009909545750194,0.04631453824987224,0.04860067594906169,1.2250916753231194,0.0009677863783244757,15.446848079027008,8842.953840272874,True,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,8,constant_log_futures,0.3827375932483699,1.5424571156535538,0.08081167990360649,1.0737249088098932,0.2907117216311539,0.0033673761680197587,constant_log_futures,0.5630616794331252,16.009910844729863,0.046314463884561015,0.04860054568835565,1.2250936029770225,0.0009677855222511214,15.446849165296737,8842.953840268265,True,27,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,4,constant_log_futures,1.5,18.0,0.091954465193496,0.27838859582931325,0.642435221144569,0.005680802196521427,constant_log_futures,0.5630801238704374,16.009983478691012,0.046316470541342344,0.048601002355209394,1.2250965417367774,0.0009677871678552254,15.446903354820575,8842.953840264541,True,26,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,0,constant_log_futures,0.5108467856939158,16.97949307486499,0.04393380448328856,0.04700598938318493,1.2994802027059187,0.000940853559327147,constant_log_futures,0.5630654660530634,16.009882807383576,0.04631494111978695,0.048600377247582364,1.2250883961866512,0.0009677865540744781,15.446817341330513,8842.953840261836,True,24,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,10,constant_log_futures,2.0683765532731546,9.793361060849696,0.0441948753458715,0.0764944365121861,0.6508322257348423,0.004263033056566405,constant_log_futures,2.0683765532731546,9.793361060849696,0.0441948753458715,0.0764944365121861,0.6508322257348423,0.004263033056566405,7.724984507576542,6961.156462235853,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,9,constant_log_futures,1.6719627151010144,32.64543130974995,0.11119191523232896,0.15848682379700074,0.24979901099415902,0.005521078892326184,constant_log_futures,1.6719627151010144,32.64543130974995,0.11119191523232896,0.15848682379700074,0.24979901099415902,0.005521078892326184,30.97346859464894,6345.637190651138,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,6,constant_log_futures,4.999999999999999,35.0,0.091954465193496,0.4282901474297126,0.8565802948594252,0.005680802196521427,constant_log_futures,4.999999999999999,35.0,0.091954465193496,0.4282901474297126,0.8565802948594252,0.005680802196521427,30.0,6286.668040191497,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,7,constant_log_futures,1.2776977012389195,41.252021781482064,0.11007724488637298,0.05717704935240802,0.6390085281298438,0.0059318627952717785,constant_log_futures,1.2776977012389195,41.252021781482064,0.11007724488637298,0.05717704935240802,0.6390085281298438,0.0059318627952717785,39.97432408024314,6235.534586101931,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
