model,start_id,start_model,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_short,start_sigma_long,estimate_model,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_short,estimate_sigma_long,estimate_kappa_gap,comparison_log_likelihood,converged,iterations,message
two_bucket_carry,9,two_bucket_carry,1.6719627151010144,32.64543130974995,0.08001470642141846,0.14065438623171733,0.22169241411309273,0.03845079009566932,0.020507088051023633,two_bucket_carry,0.3469383889930571,21.888415784379333,0.06984040993274186,0.05347318638101614,1.7117951914024507,0.027843857003780118,0.003163376136216219,21.541477395386277,4618.512360759915,True,37,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,2,two_bucket_carry,0.3499999999999999,7.999999999999999,0.06077725638258549,0.133035101785763,0.38010029081646574,0.039563160949767084,0.02110035250654245,two_bucket_carry,0.34694402680363506,21.888404752298666,0.06984041781838553,0.05347340444545472,1.7117949209535448,0.027843870541229998,0.0031633732265806546,21.541460725495032,4618.512360758094,True,35,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,3,two_bucket_carry,0.75,12.000000000000002,0.06077725638258549,0.19005014540823287,0.47512536352058216,0.039563160949767084,0.02110035250654245,two_bucket_carry,0.3469423144493483,21.888379139787236,0.0698402835680691,0.05347333208471946,1.7117949613747605,0.027843977721393107,0.0031633757230104553,21.54143682533789,4618.512360756951,True,35,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,0,two_bucket_carry,0.5176524064315077,36.137457183689946,0.10595098474185244,0.06303701452034866,2.628337345040311,0.007243902870999575,0.003863414864533106,two_bucket_carry,0.3469413593834927,21.88839678579612,0.06984023967051152,0.05347312687194772,1.711790852840815,0.027843794931318267,0.0031633797034644525,21.54145542641263,4618.512360755636,True,25,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,11,two_bucket_carry,3.6313873516459405,6.903432857363258,0.03756224989409556,0.2880993286747766,0.6115475119951068,0.020005757119467848,0.010669737130382849,two_bucket_carry,0.346941099736627,21.888357542635216,0.06983985642900649,0.05347327157111141,1.7117845130059424,0.027843905550482856,0.0031633773168390036,21.54141644289859,4618.512360752824,True,38,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,1,two_bucket_carry,0.15,4.0,0.06077725638258549,0.09502507270411642,0.2850752181123493,0.039563160949767084,0.02110035250654245,two_bucket_carry,0.3469526691589075,21.8884939127583,0.06983999164825484,0.05347352350256509,1.7118009206137974,0.027843900911450104,0.003163372814715424,21.541541243599394,4618.512360742558,True,31,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,4,two_bucket_carry,1.5,18.0,0.06077725638258549,0.24706518903070274,0.5701504362246986,0.039563160949767084,0.02110035250654245,two_bucket_carry,0.3469434205882014,21.88852092810298,0.06984052906225849,0.0534738863307214,1.7117974405727898,0.027843744827766886,0.0031633737890364197,21.54157750751478,4618.512360735022,True,40,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,8,two_bucket_carry,0.3827375932483699,1.5424571156535538,0.04963447109269599,0.9529127684696537,0.25800175558297495,0.023451625440391814,0.01250753356820897,two_bucket_carry,0.3469357766844544,21.888336402381487,0.06984067174237613,0.053473876443075545,1.711787925957449,0.027843847447767738,0.0031633735205574957,21.541400625697033,4618.512360732014,True,32,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,10,two_bucket_carry,2.0683765532731546,9.793361060849696,0.013017666534960996,0.06788752377007516,0.5776026363416157,0.02968930392513764,0.01583429542674008,two_bucket_carry,2.0683765532731546,9.793361060849696,0.013017666534960996,0.06788752377007516,0.5776026363416157,0.02968930392513764,0.01583429542674008,7.724984507576542,3669.2310480766305,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,5,two_bucket_carry,3.0000000000000004,25.000000000000004,0.06077725638258549,0.30408023265317263,0.665175508928815,0.039563160949767084,0.02110035250654245,two_bucket_carry,3.0000000000000004,25.000000000000004,0.06077725638258549,0.30408023265317263,0.665175508928815,0.039563160949767084,0.02110035250654245,22.000000000000004,3502.903600443454,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,6,two_bucket_carry,4.999999999999999,35.0,0.06077725638258549,0.38010029081646574,0.7602005816329315,0.039563160949767084,0.02110035250654245,two_bucket_carry,4.999999999999999,35.0,0.06077725638258549,0.38010029081646574,0.7602005816329315,0.039563160949767084,0.02110035250654245,30.0,3483.055711868335,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
two_bucket_carry,7,two_bucket_carry,1.2776977012389195,41.252021781482064,0.07890003607546248,0.0507436680888027,0.5671093039006132,0.04131163775513572,0.022032873469405724,two_bucket_carry,1.2776977012389195,41.252021781482064,0.07890003607546248,0.0507436680888027,0.5671093039006132,0.04131163775513572,0.022032873469405724,39.97432408024314,3377.6398739768365,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
