model,start_id,start_model,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_carry,estimate_model,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_carry,estimate_kappa_gap,comparison_log_likelihood,converged,iterations,message
constant_carry,3,constant_carry,0.75,12.000000000000002,0.07346318512444228,0.18601046351064146,0.4650261587766037,0.026480181574247523,constant_carry,1.5849767875290535,38.964250103343495,0.06844548280432716,0.08261835358915344,2.4874342449957316,0.005450172342710438,37.379273315814444,5736.640346597453,True,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,11,constant_carry,3.6313873516459405,6.903432857363258,0.050248178635952344,0.28197552571605855,0.5985485352860016,0.013390135376858006,constant_carry,1.5849852307869716,38.964252946385756,0.06844559389309664,0.08261855344645104,2.48743754959957,0.005450168056298892,37.379267715598786,5736.640346596386,True,36,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,9,constant_carry,1.6719627151010144,32.64543130974995,0.09270063516327524,0.13766465435512978,0.2169801481466432,0.025735656074078062,constant_carry,1.5849785796872906,38.96429232380416,0.0684454391597638,0.08261845684620056,2.487445071706152,0.005450164186810071,37.37931374411687,5736.640346592239,True,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,1,constant_carry,0.15,4.0,0.07346318512444228,0.09300523175532073,0.27901569526596226,0.026480181574247523,constant_carry,1.5849880798437463,38.96427752555421,0.06844551652025435,0.08261811564688709,2.4874359735680014,0.005450163737694397,37.37928944571046,5736.640346589558,True,34,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,2,constant_carry,0.3499999999999999,7.999999999999999,0.07346318512444228,0.130207324457449,0.372020927021283,0.026480181574247523,constant_carry,1.5849863013812069,38.96439490198629,0.0684455336282332,0.08261901914102339,2.487445738982439,0.0054501674598073065,37.37940860060508,5736.640346588758,True,25,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,4,constant_carry,1.5,18.0,0.07346318512444228,0.24181360256383397,0.5580313905319245,0.026480181574247523,constant_carry,1.5849928120641308,38.964479260961006,0.06844558182051155,0.08261877788774116,2.4874372212609863,0.005450164699771711,37.37948644889688,5736.640346576401,True,28,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,0,constant_carry,0.5176524064315077,36.137457183689946,0.10595098474185244,0.06303701452034866,2.628337345040311,0.0048292685806663824,constant_carry,1.584973025479503,38.96409874880718,0.06844561162185243,0.08261741753658444,2.4874309097926557,0.005450160588908169,37.379125723327675,5736.640346575987,True,30,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,8,constant_carry,0.3827375932483699,1.5424571156535538,0.06232039983455277,0.9326577749651668,0.25251770283817665,0.015696503640376433,constant_carry,1.5849758428343454,38.96392585031654,0.06844531851178834,0.08261760290101265,2.4874304249814143,0.005450167871099168,37.378950007482196,5736.640346545618,True,42,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,10,constant_carry,2.0683765532731546,9.793361060849696,0.02570359527681778,0.06644451513539515,0.5653251876239721,0.019871469818826305,constant_carry,2.0683765532731546,9.793361060849696,0.02570359527681778,0.06644451513539515,0.5653251876239721,0.019871469818826305,7.724984507576542,4570.170145343004,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,5,constant_carry,3.0000000000000004,25.000000000000004,0.07346318512444228,0.2976167416170264,0.6510366222872452,0.026480181574247523,constant_carry,3.0000000000000004,25.000000000000004,0.07346318512444228,0.2976167416170264,0.6510366222872452,0.026480181574247523,22.000000000000004,4352.850138052881,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,6,constant_carry,4.999999999999999,35.0,0.07346318512444228,0.372020927021283,0.744041854042566,0.026480181574247523,constant_carry,4.999999999999999,35.0,0.07346318512444228,0.372020927021283,0.744041854042566,0.026480181574247523,30.0,4352.426747572511,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,7,constant_carry,1.2776977012389195,41.252021781482064,0.09158596481731926,0.04966506708612837,0.5550549001325868,0.027650461758465066,constant_carry,1.2776977012389195,41.252021781482064,0.09158596481731926,0.04966506708612837,0.5550549001325868,0.027650461758465066,39.97432408024314,4176.904587485258,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
