model,start_id,start_model,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_log_futures,estimate_model,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_log_futures,estimate_kappa_gap,comparison_log_likelihood,converged,iterations,message
constant_log_futures,3,constant_log_futures,0.75,12.000000000000002,0.07816906457134817,0.19703290930767461,0.49258227326918647,0.005376223862046946,constant_log_futures,0.5108467856939158,16.97949307486499,0.04393380448328856,0.04700598938318493,1.2994802027059187,0.000940853559327147,16.468646289171076,7458.568823480471,True,30,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,8,constant_log_futures,0.3827375932483699,1.5424571156535538,0.06702627928145867,0.9879243958730112,0.26748117661160703,0.003186833035320551,constant_log_futures,0.510840268847024,16.979430649346455,0.043933316618778376,0.047005807391520084,1.2994759909792726,0.0009408540246289227,16.468590380499432,7458.56882347833,True,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,4,constant_log_futures,1.5,18.0,0.07816906457134817,0.256142782099977,0.5910987279230238,0.005376223862046946,constant_log_futures,0.5108397856674908,16.979453979192574,0.04393327350723611,0.04700581933504858,1.299478203907596,0.0009408536510144097,16.468614193525084,7458.568823478166,True,37,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,11,constant_log_futures,3.6313873516459405,6.903432857363258,0.05495405808285824,0.2986845854626752,0.6340168022994112,0.0027185752154778677,constant_log_futures,0.5108494317316772,16.979468550122583,0.043933971204131096,0.04700592113723403,1.299481651681875,0.0009408552617390791,16.468619118390905,7458.568823474499,True,33,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,1,constant_log_futures,0.15,4.0,0.07816906457134817,0.0985164546538373,0.29554936396151194,0.005376223862046946,constant_log_futures,0.5108386108584371,16.979433752429966,0.043932885244378585,0.04700565970403175,1.2994770577812145,0.0009408541345238603,16.46859514157153,7458.568823470666,True,32,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,5,constant_log_futures,3.0000000000000004,25.000000000000004,0.07816906457134817,0.31525265489227944,0.689615182576861,0.005376223862046946,constant_log_futures,0.510832817927911,16.979420862434687,0.04393290356349937,0.04700566487086011,1.2994755312833415,0.0009408532144003602,16.468588044506774,7458.568823466185,True,33,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,2,constant_log_futures,0.3499999999999999,7.999999999999999,0.07816906457134817,0.1379230365153722,0.3940658186153492,0.005376223862046946,constant_log_futures,0.5108625984195904,16.97944325643358,0.04393484476291208,0.04700609891310757,1.2994778903602797,0.0009408539115768949,16.46858065801399,7458.568823464594,True,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,0,constant_log_futures,0.5942902276016513,15.382365865210051,0.03670377995780656,0.04846709714372198,1.1710610181821417,0.000901460391437842,constant_log_futures,0.5108433007359667,16.97955231490596,0.0439339774817836,0.04700592891154059,1.2994668903252995,0.0009408529798526304,16.468709014169992,7458.5688233666015,True,34,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,10,constant_log_futures,2.0683765532731546,9.793361060849696,0.030409474723723677,0.07038182625632644,0.5988247344810569,0.004034468944798224,constant_log_futures,2.0683765532731546,9.793361060849696,0.030409474723723677,0.07038182625632644,0.5988247344810569,0.004034468944798224,7.724984507576542,5915.658334821086,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,9,constant_log_futures,1.6719627151010144,32.64543130974995,0.09740651461018114,0.14582226636339138,0.22983776850218715,0.00522506418254512,constant_log_futures,1.6719627151010144,32.64543130974995,0.09740651461018114,0.14582226636339138,0.22983776850218715,0.00522506418254512,30.97346859464894,5422.864727816931,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,6,constant_log_futures,4.999999999999999,35.0,0.07816906457134817,0.3940658186153492,0.7881316372306983,0.005376223862046946,constant_log_futures,4.999999999999999,35.0,0.07816906457134817,0.3940658186153492,0.7881316372306983,0.005376223862046946,30.0,5411.552060295276,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_log_futures,7,constant_log_futures,1.2776977012389195,41.252021781482064,0.09629184426422516,0.052608076310615044,0.5879458592518788,0.005613823752894746,constant_log_futures,1.2776977012389195,41.252021781482064,0.09629184426422516,0.052608076310615044,0.5879458592518788,0.005613823752894746,39.97432408024314,5304.723488088571,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
