model,start_id,start_model,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_carry,estimate_model,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_carry,estimate_kappa_gap,comparison_log_likelihood,converged,iterations,message
constant_carry,8,constant_carry,0.3827375932483699,1.5424571156535538,0.08633632398528567,1.0992845962400435,0.2976320237273481,0.016689534899848806,constant_carry,1.3262153206856693,43.11516738961717,0.07988959468212246,0.08075399728706849,2.81629182534165,0.0059853884801549075,41.7889520689315,9533.542986382668,True,31,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,5,constant_carry,3.0000000000000004,25.000000000000004,0.09747910927517517,0.35078836892231907,0.7673495570175729,0.028155436692342176,constant_carry,1.3262150834136575,43.1151972084363,0.07988954260165282,0.08075411847600432,2.816293354352247,0.005985387103237209,41.78898212502264,9533.542986382077,True,38,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,4,constant_carry,1.5,18.0,0.09747910927517517,0.2850155497493842,0.6577281917293483,0.028155436692342176,constant_carry,1.3262179492125183,43.115128726015605,0.07988967070672809,0.08075437037713291,2.816286436088409,0.005985387699067763,41.788910776803085,9533.54298638061,True,27,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,1,constant_carry,0.15,4.0,0.09747910927517517,0.10962136528822472,0.32886409586467413,0.028155436692342176,constant_carry,1.3262223482421174,43.1152509224656,0.07988964174290174,0.08075435223391998,2.816297281105556,0.005985388771506351,41.78902857422348,9533.542986377322,True,34,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,3,constant_carry,0.75,12.000000000000002,0.09747910927517517,0.2192427305764494,0.5481068264411235,0.028155436692342176,constant_carry,1.3262210136006831,43.11527077705016,0.07988959107813633,0.08075445795755372,2.816297423172817,0.005985385167343527,41.78904976344948,9533.542986376078,True,26,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,11,constant_carry,3.6313873516459405,6.903432857363258,0.07426410278668524,0.3323527238572887,0.7054840506385269,0.01423725542998775,constant_carry,1.326208874544042,43.1149965720525,0.07988952103741556,0.08075349356945548,2.816282857919952,0.005985390401813441,41.788787697508454,9533.54298636583,True,28,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,2,constant_carry,0.3499999999999999,7.999999999999999,0.09747910927517517,0.15346991140351457,0.4384854611528988,0.028155436692342176,constant_carry,1.3262049360072086,43.11492367589858,0.07988943301700602,0.08075438736015161,2.816267082909355,0.005985396017934781,41.78871873989137,9533.54298633862,True,28,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,0,constant_carry,1.7683723335955779,46.000466528461686,0.07499178880081217,0.08940782734738019,3.0046405361915838,0.005771853058038971,constant_carry,1.3261399467632609,43.1146142439119,0.07988933357383912,0.08075413914399086,2.816193571726593,0.00598538349854496,41.78847429714864,9533.542985265602,True,39,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,10,constant_carry,2.0683765532731546,9.793361060849696,0.04971951942755067,0.07831536277677657,0.6663250844016768,0.021128628174206594,constant_carry,2.0683765532731546,9.793361060849696,0.04971951942755067,0.07831536277677657,0.6663250844016768,0.021128628174206594,7.724984507576542,7521.738599461564,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,6,constant_carry,4.999999999999999,35.0,0.09747910927517517,0.4384854611528988,0.8769709223057977,0.028155436692342176,constant_carry,4.999999999999999,35.0,0.09747910927517517,0.4384854611528988,0.8769709223057977,0.028155436692342176,30.0,7103.089862819521,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,7,constant_carry,1.2776977012389195,41.252021781482064,0.11560188896805215,0.05853813122508773,0.6542199273534142,0.029399754052729307,constant_carry,1.2776977012389195,41.252021781482064,0.11560188896805215,0.05853813122508773,0.6542199273534142,0.029399754052729307,39.97432408024314,6826.794498082751,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
constant_carry,9,constant_carry,1.6719627151010144,32.64543130974995,0.11671655931400814,0.16225955333397182,0.2557453987411362,0.027363809167920604,constant_carry,1.6719627151010144,32.64543130974995,0.11671655931400814,0.16225955333397182,0.2557453987411362,0.027363809167920604,30.97346859464894,6623.620653610973,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
