start_id,start_kappa,start_theta,start_eta,start_sigma_epsilon,estimate_kappa,estimate_theta,estimate_eta,estimate_sigma_epsilon,log_likelihood,converged,iterations,message
1,0.75,0.102431662393523,0.3,0.02745291632948948,7.933135466822055,0.09310200921297467,0.8077188282385842,0.02078203789921996,7950.936235707323,True,19,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
0,0.25,0.102431662393523,0.3,0.02745291632948948,7.933138442239952,0.09310202238853361,0.807719044316349,0.020782043556678984,7950.936235707242,True,22,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
4,6.0,0.102431662393523,0.3,0.02745291632948948,7.93313917514079,0.09310200817333597,0.8077194801615373,0.020782041187083735,7950.936235707208,True,21,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2,1.5,0.102431662393523,0.3,0.02745291632948948,7.933122858990673,0.09310199751744606,0.8077180856341579,0.02078204357149429,7950.936235705675,True,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
3,3.0,0.102431662393523,0.3,0.02745291632948948,7.933154725885693,0.0931020181618122,0.80772062081661,0.020782038271578738,7950.93623570507,True,21,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
