date,open,high,low,close,volume,hold,settle,contract,expiry,expiry_source
2023-09-27,6005.0,6080.0,5997.8,6050.2,38721,70607,0.0,IM2310,2023-10-20,contract_code_cffex_rule
2023-09-28,6063.4,6078.4,6045.0,6075.0,31072,66737,0.0,IM2310,2023-10-20,contract_code_cffex_rule
2023-10-09,6075.0,6079.6,6017.0,6055.0,36957,68420,0.0,IM2310,2023-10-20,contract_code_cffex_rule
2023-10-10,6074.2,6094.8,6028.4,6033.8,29619,63047,0.0,IM2310,2023-10-20,contract_code_cffex_rule
2023-10-11,6059.8,6114.4,6026.0,6040.4,39897,64663,0.0,IM2310,2023-10-20,contract_code_cffex_rule
2023-10-12,6078.0,6096.8,6052.0,6093.0,33395,58148,0.0,IM2310,2023-10-20,contract_code_cffex_rule
2023-10-13,6069.0,6085.6,6058.4,6084.2,24927,55661,0.0,IM2310,2023-10-20,contract_code_cffex_rule
2023-10-16,6090.2,6092.0,5995.0,6013.4,36887,55778,0.0,IM2310,2023-10-20,contract_code_cffex_rule
2023-10-17,6020.2,6024.4,5961.0,6006.6,35111,46652,0.0,IM2310,2023-10-20,contract_code_cffex_rule
2023-10-18,5990.0,5990.0,5894.0,5904.6,37469,36893,0.0,IM2310,2023-10-20,contract_code_cffex_rule
2023-10-19,5884.2,5926.8,5837.6,5845.2,33707,22835,0.0,IM2310,2023-10-20,contract_code_cffex_rule
2023-10-20,5823.8,5863.0,5781.2,5787.0,18302,9502,0.0,IM2310,2023-10-20,contract_code_cffex_rule
2023-09-18,6036.4,6098.2,6015.4,6071.2,1064,1032,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-09-19,6063.8,6068.6,6005.2,6030.8,1010,1059,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-09-20,6022.0,6037.2,5980.6,5983.2,1222,1605,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-09-21,5962.6,5998.8,5923.8,5936.2,1439,1902,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-09-22,5931.0,6065.8,5918.8,6062.4,1646,2254,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-09-25,6068.0,6068.0,6004.2,6027.0,2048,3095,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-09-26,6021.0,6032.4,5996.8,6003.8,3049,4686,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-09-27,6003.8,6072.8,5993.4,6045.4,2604,5403,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-09-28,6054.8,6070.2,6037.4,6064.0,2938,6153,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-09,6061.0,6069.0,6010.6,6043.0,3892,6961,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-10,6072.8,6084.2,6018.2,6024.2,2287,6923,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-11,6050.2,6103.2,6016.2,6030.2,4171,8931,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-12,6066.6,6084.2,6041.6,6081.0,5100,10687,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-13,6062.4,6072.8,6046.6,6072.0,4146,11982,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-16,6075.8,6078.6,5984.6,6000.2,9744,18175,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-17,6001.4,6015.2,5950.8,5994.4,13700,24662,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-18,5976.6,5976.6,5881.2,5887.4,20693,35946,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-19,5861.2,5912.2,5818.6,5830.4,34130,53233,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-20,5820.0,5848.4,5741.8,5766.2,45404,64725,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-23,5751.4,5751.4,5571.2,5602.0,48848,67632,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-24,5622.6,5725.0,5588.8,5675.2,52659,68042,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-25,5725.0,5792.8,5725.0,5739.6,35641,61564,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-26,5720.4,5804.2,5702.0,5780.8,42229,64865,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-27,5762.2,5927.4,5748.2,5907.0,50082,61876,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-30,5902.0,6003.0,5896.8,5975.0,38967,60803,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-10-31,5975.0,5989.6,5914.2,5945.0,35985,59087,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-11-01,5950.0,5965.0,5912.8,5936.2,31788,56954,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-11-02,5945.6,5969.6,5873.2,5877.4,32331,58022,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-11-03,5888.0,5995.4,5888.0,5958.0,44539,60138,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-11-06,6000.2,6099.8,6000.0,6085.8,39128,56259,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-11-07,6085.6,6128.0,6057.6,6098.0,32102,54924,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-11-08,6097.0,6138.8,6072.4,6110.6,38629,55049,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-11-09,6102.0,6146.6,6055.8,6072.2,38845,53937,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-11-10,6050.4,6079.4,6025.2,6066.0,35815,48280,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-11-13,6088.4,6125.0,6062.4,6124.0,35749,44284,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-11-14,6124.0,6179.2,6111.4,6165.4,37346,39007,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-11-15,6210.0,6228.4,6171.0,6199.2,30794,28855,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-11-16,6182.8,6192.2,6138.0,6145.0,25910,16428,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-11-17,6140.0,6180.4,6128.4,6179.6,13407,6236,0.0,IM2311,2023-11-17,contract_code_cffex_rule
2023-04-24,6583.8,6583.8,6516.0,6516.0,3544,3502,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-04-25,6535.2,6548.8,6367.6,6450.2,5238,6425,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-04-26,6437.0,6503.0,6431.8,6470.0,2711,6363,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-04-27,6458.4,6538.2,6450.6,6495.0,2868,7553,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-04-28,6495.0,6596.0,6495.0,6596.0,2828,8125,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-04,6576.0,6596.6,6539.2,6580.2,1801,8818,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-05,6580.0,6580.0,6466.0,6501.0,3060,10205,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-08,6510.2,6574.6,6510.2,6548.0,2110,10204,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-09,6541.2,6552.6,6476.4,6482.4,3499,11856,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-10,6474.8,6516.4,6445.6,6488.0,3403,12528,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-11,6490.0,6515.0,6475.8,6482.2,1835,12663,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-12,6475.2,6507.0,6401.0,6415.8,3496,14352,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-15,6412.0,6456.8,6348.4,6450.8,4564,15808,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-16,6455.0,6456.6,6370.4,6397.0,3441,15634,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-17,6389.8,6435.2,6383.2,6415.6,2442,15784,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-18,6420.0,6457.2,6419.4,6447.8,3341,16960,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-19,6445.0,6500.8,6406.8,6487.0,2769,16926,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-22,6481.0,6498.4,6435.0,6480.0,2292,17420,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-23,6476.0,6492.8,6418.0,6421.0,2558,17458,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-24,6410.8,6461.0,6373.2,6409.0,2959,18120,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-25,6399.8,6449.4,6310.0,6390.4,4696,19695,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-26,6382.4,6458.2,6340.0,6440.6,2883,19190,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-29,6462.4,6482.0,6399.6,6436.0,2281,19708,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-30,6429.6,6476.6,6367.2,6468.4,3953,20604,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-05-31,6463.2,6483.6,6415.6,6449.4,2928,20614,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-01,6439.4,6512.8,6418.0,6485.0,3160,21186,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-02,6510.8,6541.6,6491.2,6520.0,3455,21338,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-05,6525.0,6535.0,6500.2,6518.8,2207,21763,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-06,6512.8,6512.8,6369.4,6377.8,4934,24283,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-07,6388.2,6419.8,6362.8,6378.4,3588,24346,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-08,6378.4,6378.4,6295.0,6345.8,5053,25294,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-09,6348.0,6388.6,6312.6,6383.8,5672,25978,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-12,6373.8,6433.8,6365.0,6410.6,6064,27992,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-13,6406.0,6443.0,6393.4,6432.4,5541,29881,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-14,6435.0,6471.4,6427.0,6452.8,5495,31798,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-15,6462.2,6514.6,6448.0,6495.6,7831,35866,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-16,6503.8,6571.6,6492.2,6545.8,5676,36099,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-19,6550.0,6573.8,6540.0,6550.8,3365,36769,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-20,6543.2,6576.0,6534.6,6554.4,3807,37447,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-21,6545.6,6545.6,6435.0,6440.0,7058,39982,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-26,6400.0,6428.2,6321.2,6350.0,7848,41229,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-27,6358.2,6413.0,6345.0,6382.4,5480,41802,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-28,6383.0,6383.0,6277.0,6380.8,6767,43307,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-29,6374.8,6419.8,6362.4,6401.0,5226,43045,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-06-30,6398.8,6501.0,6386.8,6484.2,4671,43535,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-03,6508.4,6530.0,6467.4,6494.6,4244,44232,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-04,6487.0,6517.2,6487.0,6515.2,2882,44476,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-05,6514.4,6515.0,6458.0,6468.4,3931,45523,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-06,6463.0,6507.0,6438.2,6442.0,4501,45372,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-07,6432.0,6443.4,6378.4,6424.0,4809,46180,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-10,6451.4,6459.6,6401.2,6426.6,3917,46192,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-11,6433.4,6489.0,6420.8,6479.4,4208,46692,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-12,6483.6,6485.0,6393.8,6401.8,5770,48092,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-13,6426.4,6475.0,6421.2,6467.6,5285,48154,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-14,6479.0,6488.4,6458.6,6459.0,4196,48404,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-17,6444.0,6444.0,6390.2,6433.4,4545,49089,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-18,6450.0,6452.0,6401.8,6433.4,3968,49049,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-19,6431.2,6450.2,6389.0,6419.6,4830,50418,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-20,6435.2,6443.2,6341.6,6349.0,7712,52433,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-21,6344.6,6391.0,6330.4,6354.8,7832,53768,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-24,6348.0,6387.6,6327.8,6343.2,5635,53201,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-25,6407.6,6463.4,6401.6,6448.0,6469,53050,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-26,6450.0,6450.0,6409.8,6429.2,5596,52431,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-27,6435.8,6450.6,6366.8,6385.8,6346,52778,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-28,6377.0,6449.8,6346.6,6431.0,8177,53101,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-07-31,6454.8,6528.6,6443.6,6476.0,7575,52512,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-08-01,6483.0,6504.0,6463.8,6472.0,5499,51416,0.0,IM2312,2023-12-15,contract_code_cffex_rule
2023-08-02,6469.2,6487.0,6437.2,6459.0,5214,51193,0.0,IM2312,2023-12-15,contract_code_cffex_rule
