scenario,completed_cohorts,sum_cohort_pnl,mean_cohort_pnl,median_cohort_pnl,std_cohort_pnl,worst_cohort_pnl,fifth_percentile_cohort_pnl,mean_pnl_below_fifth_percentile,daily_discounted_pnl_variance,total_costs,total_turnover_contracts,variance_reduction_vs_no_hedge
no_hedge,24,80.08250744812756,3.3367711436719816,3.5923151764484,19.49963199323103,-31.19405860039736,-19.952840324942986,-25.65242838391408,54.181699912824755,0.0,0.0,0.0
one_futures,24,1285.7732274792259,53.573884478301075,87.14419627415121,96.4191764886691,-193.72773326012307,-141.65255021023106,-174.10486859881428,859.1837925503814,0.0,27.104525264913857,-14.857453603943007
two_futures,24,1263.2591835425992,52.63579931427497,85.29769234623592,94.9072046983774,-190.2064797648237,-139.25341890449613,-171.01953859618294,832.4516853240928,0.0,27.030750525868957,-14.364074709052314
