scenario,completed_cohorts,sum_cohort_pnl,mean_cohort_pnl,median_cohort_pnl,std_cohort_pnl,worst_cohort_pnl,fifth_percentile_cohort_pnl,mean_pnl_below_fifth_percentile,daily_discounted_pnl_variance,total_costs,total_turnover_contracts,variance_reduction_vs_no_hedge
no_hedge,1,11.29210685474662,11.29210685474662,11.29210685474662,,11.29210685474662,11.29210685474662,11.29210685474662,253.47472845243178,0.0,0.0,0.0
one_futures,1,-4.297212459296588,-4.297212459296588,-4.297212459296588,,-4.297212459296588,-4.297212459296588,-4.297212459296588,349.94496100632,0.0,1.0605262545751275,-0.3805911269453919
two_futures,1,-3.252472968501486,-3.252472968501486,-3.252472968501486,,-3.252472968501486,-3.252472968501486,-3.252472968501486,338.332409670552,0.0,1.0503499858188377,-0.33477767876983844
