cohort,entry_date,previous_expiry,option_contract,expiry,hedge_contract_1,hedge_contract_2,sample_start,sample_end,sample_curve_dates,optimizer_converged,calibration_log_likelihood,locked_carry,kappa_slow,kappa_fast,theta,eta_slow,eta_fast,sigma_epsilon,kappa_gap_at_bound,eta_fast_at_bound,initial_premium_points,status,exit_date,exit_reason
2026-03-23,2026-03-23,2026-03-20,IM2604,2026-04-17,IM2604,IM2609,2024-03-15,2026-03-23,488,True,5710.948895375885,0.09677911269294824,0.21681451376673933,15.4054728443312,-0.023975205338196772,0.0454210251110911,1.0968198227258874,0.0010317990539314172,False,False,28.20355236333367,completed,2026-03-25,exercise
