evaluation_date,requested_sample_size,selected_futures_contract,selected_contract_inferred_expiry,selected_contract_expiry_calendar_source,selected_contract_sessions_to_expiry,sample_start,sample_end,curve_dates,accepted_observations,excluded_observations_within_window,distinct_contracts,return_observations,historical_volatility,observation_noise_model,observation_noise_parameter,observation_noise_parameter_value,eta_fast_upper_bound,kappa_fast_minus_slow_upper_bound,log_likelihood,aic,bic,carry_rmse_bps,carry_mae_bps,futures_rmse_points,futures_mae_points,optimizer_converged,eta_fast_at_upper_bound,kappa_fast_minus_slow_at_upper_bound,hessian_stable,latest_filtered_slow_state,latest_filtered_fast_state,latest_filtered_instantaneous_carry,latest_filtered_instantaneous_std,nearest_contract_sessions,weak_latest_instantaneous_observability
2026-08-10,488,IM2612,2026-12-18,chinese_calendar,88,2024-08-05,2026-08-10,488,1807,145,28,487,0.2771085586107142,constant_log_futures,sigma_log_futures,0.0010135182225118912,6.0,120.0,5720.267010725317,-11428.534021450634,-11395.53748170708,124.06495593553159,57.22785428540631,5.367133968620201,4.118852521403124,True,False,False,True,0.03496305243604774,0.06992810570912171,0.1980717033420927,0.01793310792172492,9,False
