date,spot,log_return
2026-01-21,8247.68,0.00790342432532043
2026-01-22,8309.346,0.007448956731476386
2026-01-23,8470.744,0.019237438830289832
2026-01-26,8365.435,-0.01251000876197672
2026-01-27,8382.153,0.0019964672588077548
2026-01-28,8399.794,0.0021023790025989086
2026-01-29,8332.207,-0.00807881467387439
2026-01-30,8254.86,-0.009326249255410701
2026-02-02,7975.428,-0.03443680286729922
2026-02-03,8209.101,0.0288781019172486
2026-02-04,8207.12,-0.0002413466545831966
2026-02-05,8068.077,-0.017086906281644332
2026-02-06,8051.574,-0.002047563655782625
2026-02-09,8233.778,0.022377361336918256
2026-02-10,8250.3,0.0020046017172088426
2026-02-11,8239.513,-0.0013083230887680486
2026-02-12,8314.832,0.009099667757945795
2026-02-13,8204.829,-0.013318024616751245
2026-02-24,8299.771,0.011505040686246915
2026-02-25,8426.331,0.01513352189591366
2026-02-26,8490.617,0.007600225460054233
2026-02-27,8560.843,0.008236995196643448
2026-03-02,8476.965,-0.009846181814509691
2026-03-03,8142.454,-0.04026087601688033
2026-03-04,8094.518,-0.005904566352590734
2026-03-05,8171.119,0.009418821568297986
2026-03-06,8248.857,0.009468781296321893
2026-03-09,8203.869,-0.005468773031664043
2026-03-10,8350.09,0.017666444985719565
2026-03-11,8363.526,0.0016077912636411895
2026-03-12,8335.908,-0.0033076600296535474
2026-03-13,8214.293,-0.014696762777658634
2026-03-16,8211.352,-0.0003580985746900467
2026-03-17,8019.857,-0.02359699583391084
2026-03-18,8096.595,0.009523011632110112
2026-03-19,7909.234,-0.023412665281050238
2026-03-20,7783.435,-0.01603318018658939
2026-03-23,7409.107,-0.04928783823476124
2026-03-24,7600.857,0.025551084867664997
2026-03-25,7751.181,0.01958421475940142
2026-03-26,7639.376,-0.014529294402152004
2026-03-27,7746.313,0.013901063778529732
2026-03-30,7767.93,0.002786731391221764
2026-03-31,7619.85,-0.019247035154462466
2026-04-01,7764.153,0.018760686984103714
2026-04-02,7623.417,-0.018292677066661156
2026-04-03,7536.6,-0.011453542443749853
2026-04-07,7606.017,0.009168492642015025
2026-04-08,7955.768,0.044957555603312827
2026-04-09,7921.447,-0.004323309025897615
2026-04-10,7998.232,0.009646626097183031
2026-04-13,8025.572,0.0034124264788051306
2026-04-14,8144.762,0.01474207751194001
2026-04-15,8106.165,-0.0047501379551562195
2026-04-16,8232.983,0.015523520161904614
2026-04-17,8307.436,0.00900261388167145
2026-04-20,8357.814,0.006045892315412971
2026-04-21,8351.156,-0.0007969372561422716
2026-04-22,8481.24,0.015456693134693111
2026-04-23,8362.74,-0.014070540934774556
2026-04-24,8304.141,-0.007031818545927493
2026-04-27,8338.726,0.004156140860064994
2026-04-28,8226.692,-0.013526457127362335
2026-04-29,8343.065,0.01404666507120389
2026-04-30,8381.947,0.00464957155756629
2026-05-06,8574.556,0.022718986876160585
2026-05-07,8714.51,0.01619023920590834
2026-05-08,8741.151,0.003052421868773081
2026-05-11,8866.779,0.014269721851743356
2026-05-12,8821.887,-0.005075803498382214
2026-05-13,8955.447,0.015026157800965834
2026-05-14,8778.709,-0.019932592403407057
2026-05-15,8682.654,-0.01100211580565258
2026-05-18,8720.213,0.004316421922322178
2026-05-19,8808.645,0.010089961394040614
2026-05-20,8808.91,3.0083629653177013e-05
2026-05-21,8510.496,-0.03446348399362087
2026-05-22,8692.666,0.02117945638202734
2026-05-25,8799.312,0.012193854969451579
2026-05-26,8687.253,-0.012816757777573073
2026-05-27,8546.514,-0.016333298321736578
2026-05-28,8637.743,0.01061784132812349
2026-05-29,8408.736,-0.0268701564145033
2026-06-01,8345.129,-0.007593150071313559
2026-06-02,8384.781,0.004740261513493493
2026-06-03,8432.679,0.005696238256270192
2026-06-04,8420.095,-0.001493404271462495
2026-06-05,8340.963,-0.009442433520238325
2026-06-08,8081.261,-0.031630752618015734
2026-06-09,8318.698,0.028957827489939802
2026-06-10,8198.723,-0.014527341767156088
2026-06-11,8159.455,-0.0048010329056182854
2026-06-12,8202.799,0.0052980599600473965
2026-06-15,8521.233,0.03808561119052101
2026-06-16,8646.403,0.014582347628440573
2026-06-17,8704.468,0.006693060741632451
2026-06-18,8771.024,0.0076171042050763305
2026-06-22,8865.676,0.010733630298501495
2026-06-23,8680.039,-0.021161169804326363
2026-06-24,8793.487,0.012985312078765077
2026-06-25,8825.92,0.003681512849077251
2026-06-26,8601.408,-0.0257669358886794
2026-06-29,8597.893,-0.0004087375468273535
2026-06-30,8809.786,0.02434597583212117
2026-07-01,8876.63,0.007558831395336085
2026-07-02,8625.334,-0.028718293664191208
2026-07-03,8620.789,-0.0005270749959525034
2026-07-06,8472.603,-0.01733883040573936
2026-07-07,8301.804,-0.02036494082044804
2026-07-08,8117.861,-0.02240614475702074
2026-07-09,8300.077,0.022198096041789128
2026-07-10,8198.308,-0.012337000352488303
2026-07-13,7787.853,-0.05136257937625466
2026-07-14,7925.123,0.01747262800842364
2026-07-15,7817.831,-0.01363068979230242
2026-07-16,7631.762,-0.02408840118196487
2026-07-17,7167.996,-0.06269263153660809
2026-07-20,6965.376,-0.028674527655336846
2026-07-21,7259.863,0.04140936815381657
2026-07-22,7158.762,-0.014023897140415187
2026-07-23,7195.5,0.005118769633268627
2026-07-24,6995.693,-0.028161156652998898
2026-07-27,7228.785,0.03277629828110129
2026-07-28,7026.276,-0.028414136519712585
2026-07-29,7095.186,0.00975969017672007
2026-07-30,6900.658,-0.027799756537843834
2026-07-31,7075.507,0.025022332363818123
2026-08-03,7079.776,0.0006031670478687801
2026-08-04,7279.193,0.027777735628699673
2026-08-05,7493.048,0.02895565292482516
2026-08-06,7530.425,0.004975823781558475
2026-08-07,7679.529,0.019606736031805738
2026-08-10,7733.9,0.007055046027744538
