price,normalized_price,continuation_value,inception_exercise_value,locked_carry,model_initial_carry,model_initial_futures,observed_initial_futures,initial_futures_model_error,maturity,exercise_steps,slow_grid_min,slow_grid_max,fast_grid_min,fast_grid_max,spot_volatility_input,spot_volatility_affects_price,fixed_carry_scale_delta,slow_curve_delta,fast_curve_delta,two_futures_hedge
38.274678085153575,0.0049489491828383575,38.274678085153575,0.0,0.15297984169013204,0.15251519693354054,7607.620112920488,7607.2,0.4201129204884637,0.11885245901639344,29,-0.2758831757349425,0.2758831757349425,-1.3082456708606036,1.3082456708606036,0.2771085586107142,False,0.005031097441386346,"{'factor': 'slow', 'pathwise_delta': -0.405596969643323, 'bump_and_value_delta': -0.4056788851093204, 'absolute_method_difference': 8.19154659973953e-05, 'pathwise_option_factor_sensitivity': 349.8687326983028, 'model_futures_factor_sensitivity': -862.601939570636, 'bump_down_factor_state': 0.03312382825890133, 'bump_up_factor_state': 0.03680227060203386, 'bump_down_option_value': 37.63581362261225, 'bump_up_option_value': 38.923045513191695, 'bump_down_model_futures': 7609.20679411024, 'bump_up_model_futures': 7606.033762587456}","{'factor': 'fast', 'pathwise_delta': -0.2695547902737987, 'bump_and_value_delta': -0.26950849181040615, 'absolute_method_difference': 4.629846339254673e-05, 'pathwise_option_factor_sensitivity': 94.27315445897929, 'model_futures_factor_sensitivity': -349.73652059094144, 'bump_down_factor_state': 0.06338695794972776, 'bump_up_factor_state': 0.07646941465833362, 'bump_down_option_value': 37.66704593927706, 'bump_up_option_value': 38.90015858526878, 'bump_down_model_futures': 7609.908163370954, 'bump_up_model_futures': 7605.332750411947}","{'contract_1': 'IM2609', 'contract_2': 'IM2703', 'futures_price_1': 7607.2, 'futures_price_2': 7220.0, 'sessions_to_expiry_1': 29, 'sessions_to_expiry_2': 147, 'slow_loading_1': 0.11338656856769519, 'slow_loading_2': 0.4782320451735785, 'fast_loading_1': 0.045971869704293254, 'fast_loading_2': 0.05089879050671633, 'slow_futures_sensitivity_1': -862.5543044081709, 'slow_futures_sensitivity_2': -3452.8353661532365, 'fast_futures_sensitivity_1': -349.71720721449964, 'fast_futures_sensitivity_2': -367.4892674584919, 'option_slow_factor_sensitivity': 349.8687326983028, 'option_fast_factor_sensitivity': 94.27315445897929, 'determinant': -890536.4917524364, 'condition_number': 14.442712544882669, 'angular_separation': 0.27554672220162707, 'is_singular': False, 'warning': None, 'option_delta_1': -0.22114386028282748, 'option_delta_2': -0.046083907063076884, 'hedge_position_1': 0.22114386028282748, 'hedge_position_2': 0.046083907063076884, 'residual_slow_exposure': 0.0, 'residual_fast_exposure': 1.4210854715202004e-14}"
