contract_1,contract_2,futures_price_1,futures_price_2,sessions_to_expiry_1,sessions_to_expiry_2,slow_loading_1,slow_loading_2,fast_loading_1,fast_loading_2,slow_futures_sensitivity_1,slow_futures_sensitivity_2,fast_futures_sensitivity_1,fast_futures_sensitivity_2,option_slow_factor_sensitivity,option_fast_factor_sensitivity,determinant,condition_number,angular_separation,is_singular,warning,option_delta_1,option_delta_2,hedge_position_1,hedge_position_2,residual_slow_exposure,residual_fast_exposure
IM2609,IM2703,7607.2,7220.0,29,147,0.11338654988359502,0.478231671718161,0.045971865153921446,0.050898783787453654,-862.554162274484,-3452.8326698051224,-349.7171725989112,-367.48921894541536,349.86857808631254,94.27311257857832,-890535.5233490287,14.442707047973554,0.27554667858108317,False,,-0.2211437358056559,-0.04608393847107451,0.2211437358056559,0.04608393847107451,0.0,0.0
