quadrature_order,price,normalized_price,difference_from_base_order
39,38.2775869658959,0.004949325303649633,0.002932564157610784
41,38.275648463521044,0.00494907465360569,0.0009940617827552956
43,38.27465440173829,0.0049489461205521525,0.0
45,38.27493891290684,0.004948982908093826,0.0002845111685516599
47,38.2761255188556,0.00494913633727558,0.0014711171173118487
