fixed_kappa_gap,start_id,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_epsilon,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_epsilon,log_likelihood,converged,iterations,message
75.0,3,0.75,75.75,0.12589165195241137,0.24851274332348322,0.6212818583087081,0.028258634675425377,2.705025730568586,77.7050257305686,0.10984365161213408,0.12150686016322608,4.836732075687538,0.0058697672811559255,5351.0312739125475,True,22,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
75.0,0,2.680735114470162,77.68073511447017,0.10979366364138608,0.11999851736733293,4.526492840485057,0.005868123984916454,2.705021881040978,77.70502188104098,0.10984364093837468,0.12150647360997674,4.836727535685125,0.0058697665393130545,5351.0312739107985,True,20,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
75.0,2,0.35,75.35,0.12589165195241137,0.17395892032643825,0.49702548664696644,0.028258634675425377,2.7050234948222207,77.70502349482221,0.10984356601154428,0.12150686791364657,4.8367371426321,0.005869766418937089,5351.031273909179,True,30,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
75.0,1,0.15,75.15,0.12589165195241137,0.12425637166174161,0.3727691149852248,0.028258634675425377,2.7050447005055553,77.70504470050555,0.1098436997872541,0.12150709173631484,4.8367018493131395,0.005869771236325185,5351.031273884348,True,36,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
