start_id,kappa_gap_upper_bound,eta_fast_upper_bound,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_epsilon,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_epsilon,estimate_kappa_gap,log_likelihood,converged,iterations,message
8,180.0,6.0,1.6719627151010144,32.64543130974995,0.14801187834317686,0.1743939772894837,0.27487107133934036,0.023859016371536295,1.7843318087710027,70.01656776853419,0.12396206114758065,0.09995599800545024,4.007391454146306,0.005112420101756699,68.23223595976319,2775.878326843331,True,48,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
3,180.0,6.0,1.5,18.0,0.12877442830434388,0.30633016231616383,0.7069157591911472,0.024549251197741536,1.7843329728305453,70.01647387381462,0.1239620750442499,0.09995596520064476,4.007384546520104,0.005112420735032228,68.23214090098408,2775.878326843258,True,32,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
4,180.0,6.0,3.0000000000000004,25.000000000000004,0.12877442830434388,0.37702173823527857,0.8247350523896718,0.024549251197741536,1.7843302787784476,70.01653239067217,0.12396205669595817,0.09995606031529058,4.007391987741572,0.005112420558346275,68.23220211189373,2775.878326843066,True,40,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
10,180.0,6.0,3.6313873516459405,6.903432857363258,0.10555942181585395,0.3572074012626477,0.7582429938773247,0.01241372896241531,1.7843267666713354,70.01651730125654,0.12396206648260537,0.09995579693593448,4.007386635336601,0.005112421268365888,68.2321905345852,2775.878326843062,True,43,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
6,180.0,6.0,1.2776977012389195,41.252021781482064,0.14689720799722086,0.06291584882170019,0.7031451326527958,0.025634194748205545,1.7843337864764528,70.01638918483782,0.12396207019372218,0.09995607877265776,4.00737949121603,0.005112422110749856,68.23205539836137,2775.8783268430525,True,27,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
11,180.0,6.0,0.683568151012932,6.521215913045797,0.12457303531551128,0.3916578416570012,0.39963187070829903,0.025504722048560927,1.7843342718631015,70.01683508171615,0.12396209810694565,0.09995604426534883,4.007400902004611,0.005112421654551894,68.23250080985305,2775.878326842919,True,41,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
9,180.0,6.0,2.0683765532731546,9.793361060849696,0.08101483845671939,0.08417210153043957,0.7161555621774921,0.018422445589464168,1.7843294874076077,70.01684871356856,0.12396207103485932,0.09995608852876851,4.007407648306571,0.005112422026674953,68.23251922616096,2775.8783268429074,True,38,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
5,180.0,6.0,4.999999999999999,35.0,0.12877442830434388,0.4712771727940982,0.9425543455881964,0.024549251197741536,1.7843361681843923,70.01655996111066,0.12396205111373365,0.0999560575215752,4.007393066178344,0.005112418425296989,68.23222379292626,2775.878326842641,True,54,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
0,180.0,6.0,0.15,4.0,0.12877442830434388,0.11781929319852454,0.3534578795955736,0.024549251197741536,1.7843237709580029,70.01653236112928,0.12396209510982123,0.0999560601337668,4.007387443804918,0.005112427041603555,68.23220859017128,2775.8783268415914,True,39,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2,180.0,6.0,0.75,12.000000000000002,0.12877442830434388,0.2356385863970491,0.5890964659926228,0.024549251197741536,1.7843357487785265,70.01642864271288,0.12396202636713745,0.0999556675276277,4.007383546833436,0.0051124258649767294,68.23209289393435,2775.8783268410193,True,35,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1,180.0,6.0,0.3499999999999999,7.999999999999999,0.12877442830434388,0.16494701047793436,0.4712771727940982,0.024549251197741536,1.7843547170726926,70.01731699689643,0.12396205755227718,0.09995670800971505,4.007431731442354,0.00511242545078209,68.23296227982374,2775.8783268358798,True,33,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
7,180.0,6.0,0.3827375932483699,1.5424571156535538,0.11763164301445438,1.1814935328755642,0.31989014711322383,0.014551917240953264,1.7843122333103898,70.0166416867506,0.12396206470823862,0.09995500310706093,4.007396703748024,0.00511242710966865,68.23232945344022,2775.8783268356756,True,46,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
