start_id,kappa_gap_upper_bound,eta_fast_upper_bound,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_epsilon,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_epsilon,estimate_kappa_gap,log_likelihood,converged,iterations,message
10,180.0,6.0,3.6313873516459405,6.903432857363258,0.07922321280124986,0.33254782796846943,0.7058981975035038,0.013884286078063494,1.2225937059840546,44.125950952282466,0.08303737408022459,0.07955923220456546,2.840492910068367,0.005984790270072884,42.90335724629841,10857.383384944955,True,32,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
6,180.0,6.0,1.2776977012389195,41.252021781482064,0.12056099898261678,0.05857249540880888,0.654603980163217,0.028670876764142716,1.2225922657314667,44.125963408198835,0.08303735497696346,0.07955923176583636,2.8404938356024934,0.005984793426743153,42.90337114246737,10857.38338494441,True,27,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
7,180.0,6.0,0.3827375932483699,1.5424571156535538,0.0912954339998503,1.0999299195026149,0.297806745422944,0.01627576875324242,1.2225919170521,44.125972034218684,0.08303735277915164,0.07955917559098935,2.8404958016017554,0.005984792488614979,42.903380117166584,10857.383384944336,True,34,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
8,180.0,6.0,1.6719627151010144,32.64543130974995,0.12167566932857277,0.16235480606897693,0.2558955313416182,0.026685406927005828,1.222594262153155,44.12601039123739,0.08303738010138784,0.0795593470427747,2.840497959273633,0.00598479030803824,42.90341612908424,10857.383384944325,True,28,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2,180.0,6.0,0.75,12.000000000000002,0.1024382192897398,0.21937143467607434,0.5484285866901859,0.027457408459912774,1.2225905512547968,44.125932251612205,0.08303736389362011,0.07955905276285291,2.8404930869338174,0.005984788172744555,42.90334170035741,10857.383384942623,True,30,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
9,180.0,6.0,2.0683765532731546,9.793361060849696,0.0546786294421153,0.07836133697271223,0.6667162434144294,0.02060480824062656,1.2225941665439377,44.12587020507996,0.0830374070391032,0.07955923042622319,2.8404855980437027,0.00598479046824196,42.90327603853603,10857.383384940911,True,32,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1,180.0,6.0,0.3499999999999999,7.999999999999999,0.1024382192897398,0.15356000427325206,0.43874286935214873,0.027457408459912774,1.222590411571873,44.12597396328634,0.08303728903522506,0.07955930619785603,2.8404975117367806,0.005984795546435858,42.90338355171447,10857.383384940562,True,35,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
0,180.0,6.0,0.15,4.0,0.1024382192897398,0.10968571733803717,0.3290571520141116,0.027457408459912774,1.2225906479928412,44.12596265811259,0.0830373121881579,0.0795588490342931,2.840496228759236,0.0059847910162632925,42.90337201011975,10857.383384938525,True,27,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
5,180.0,6.0,4.999999999999999,35.0,0.1024382192897398,0.43874286935214873,0.8774857387042975,0.027457408459912774,1.2225938700254162,44.125856752020454,0.0830374690403292,0.07955960667244175,2.8404893797818023,0.005984787586986441,42.90326288199504,10857.383384935007,True,38,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
3,180.0,6.0,1.5,18.0,0.1024382192897398,0.2851828650788967,0.6581143040282231,0.027457408459912774,1.222595515830348,44.12598783951651,0.08303735831645272,0.07955931131985593,2.8404829908488174,0.0059847930514264685,42.90339232368616,10857.38338492713,True,33,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
4,180.0,6.0,3.0000000000000004,25.000000000000004,0.1024382192897398,0.350994295481719,0.7678000213662602,0.027457408459912774,1.2226118885723458,44.126152172666195,0.0830376057450202,0.07956012186285033,2.8405034450919477,0.005984787833311059,42.90354028409385,10857.383384893075,True,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
11,180.0,6.0,0.683568151012932,6.521215913045797,0.0982368263009072,0.36462000532314803,0.37204355262870004,0.028526066449159386,1.222592642370685,44.127102848938186,0.08303749682383675,0.079558915162651,2.8405823469175884,0.005984779274199223,42.9045102065675,10857.38338446739,True,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
