start_id,kappa_gap_upper_bound,eta_fast_upper_bound,start_kappa_slow,start_kappa_fast,start_theta,start_eta_slow,start_eta_fast,start_sigma_epsilon,estimate_kappa_slow,estimate_kappa_fast,estimate_theta,estimate_eta_slow,estimate_eta_fast,estimate_sigma_epsilon,estimate_kappa_gap,log_likelihood,converged,iterations,message
3,60.0,6.0,1.5,18.0,0.12589165195241137,0.3230665663205282,0.7455382299704496,0.02825863467542537,2.620372003892372,62.620372003892356,0.10967329218383495,0.11633541237012301,3.9273610855895926,0.005874111891962668,59.999999999999986,5349.925027931297,True,23,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
9,60.0,6.0,2.0683765532731546,9.793361060849696,0.07813206210478688,0.08877085957130092,0.7552828512695945,0.021206070830725073,2.620367437238622,62.620367437238606,0.10967327859488844,0.1163351519554111,3.9273613267190703,0.005874111723943111,59.999999999999986,5349.9250279309545,True,26,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1,60.0,6.0,0.3499999999999999,7.999999999999999,0.12589165195241137,0.17395892032643825,0.49702548664696644,0.02825863467542537,2.6203671498028376,62.620367149802824,0.10967327547441011,0.11633532665872949,3.927358204265114,0.005874112206655963,59.999999999999986,5349.925027930949,True,30,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
10,60.0,6.0,3.6313873516459405,6.903432857363258,0.10267664546392144,0.3767234924489622,0.7996697374374709,0.014289439172014902,2.6203700295771615,62.620370029577145,0.10967329377104607,0.1163355838511066,3.927363003895157,0.005874113816941258,59.999999999999986,5349.92502793069,True,31,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
6,60.0,6.0,1.2776977012389195,41.252021781482064,0.14401443164528835,0.06635326763869118,0.7415615945669629,0.029507512826089367,2.620365413623729,62.620365413623716,0.10967327303060886,0.11633502321476927,3.927359469957872,0.005874112546591308,59.999999999999986,5349.925027930118,True,34,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2,60.0,6.0,0.75,12.000000000000002,0.12589165195241137,0.24851274332348322,0.6212818583087081,0.02825863467542537,2.6203752536987306,62.62037525369872,0.10967330194579976,0.11633577566963121,3.927362393458519,0.005874113223874857,59.999999999999986,5349.925027929629,True,35,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
5,60.0,6.0,4.999999999999999,35.0,0.12589165195241137,0.49702548664696644,0.9940509732939329,0.02825863467542537,2.6203629218823883,62.620362921882375,0.10967326484379747,0.11633496695142745,3.927363864831505,0.005874115233826178,59.999999999999986,5349.925027929034,True,40,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
8,60.0,6.0,1.6719627151010144,32.64543130974995,0.14512910199124435,0.18392202388396925,0.28988870219966556,0.027464105602547417,2.620381263215468,62.62038126321546,0.1096733200199766,0.11633585774618002,3.927364215168057,0.005874114787268551,59.999999999999986,5349.925027926834,True,28,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
4,60.0,6.0,3.0000000000000004,25.000000000000004,0.12589165195241137,0.39762038931757315,0.8697946016321912,0.02825863467542537,2.620373639198362,62.62037363919835,0.10967328093353605,0.11633582280101139,3.927373828303786,0.005874110569857213,59.999999999999986,5349.9250279245125,True,31,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
0,60.0,6.0,0.15,4.0,0.12589165195241137,0.12425637166174164,0.3727691149852248,0.02825863467542537,2.620371351191611,62.620371351191594,0.10967341281471234,0.11633506790695194,3.9273591784932336,0.005874106529391214,59.999999999999986,5349.925027923459,True,31,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
11,60.0,6.0,0.683568151012932,6.521215913045797,0.12169025896357877,0.4130561389055874,0.42146583048105846,0.029358476845715572,2.6203923793590658,62.62039237935905,0.10967342396587905,0.116335941346955,3.927367633831168,0.005874109613028318,59.999999999999986,5349.925027915383,True,32,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
7,60.0,6.0,0.3827375932483699,1.5424571156535538,0.11474886666252186,1.2460446464362995,0.33736740334755044,0.016750706969708033,2.6203630718570383,62.62036307185702,0.1096732889797946,0.11633772248915086,3.9273572709402673,0.005874111648759009,59.999999999999986,5349.925027858208,True,30,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
