quadrature_order,price,normalized_price,difference_from_base_order
39,36.28209611219652,0.004772827096330886,0.0026591957684303225
41,36.279381799733905,0.00477247003470938,-5.511669418467591e-05
43,36.27943691642809,0.004772477285184949,0.0
45,36.28192045547703,0.004772803989089567,0.00248353904893861
47,36.2845532093065,0.004773150321858667,0.00511629287841231
