factor,pathwise_delta,bump_and_value_delta,absolute_method_difference,pathwise_option_factor_sensitivity,model_futures_factor_sensitivity,bump_down_factor_state,bump_up_factor_state,bump_down_option_value,bump_up_option_value,bump_down_model_futures,bump_up_model_futures
slow,-0.42744968555340856,-0.4279389107325841,0.0004892251791755453,250.7669690893016,-586.6584479168345,0.05788007743055311,0.0619389551581495,35.77314733613186,36.792144736754885,7528.586835175564,7526.20566025768
fast,-0.20766011919352123,-0.20839806071644187,0.0007379415229206432,34.330139020630156,-165.31888334628877,-0.025228271072918144,-0.007054241261663655,35.970835392552154,36.59696951961103,7528.898558631579,7525.894048297336
