cohort,entry_date,previous_expiry,option_contract,expiry,hedge_contract_1,hedge_contract_2,sample_start,sample_end,sample_curve_dates,optimizer_converged,calibration_log_likelihood,locked_carry,kappa_slow,kappa_fast,theta,eta_slow,eta_fast,sigma_epsilon,kappa_gap_at_bound,eta_fast_at_bound,initial_premium_points,status,exit_date,exit_reason
2024-12-23,2024-12-23,2024-12-20,IM2501,2025-01-17,IM2501,IM2506,2022-12-19,2024-12-23,488,True,5709.349081594074,0.08842798885426256,0.9607377764596039,18.289192816640533,0.0469273318155392,0.054348497810654706,1.4937539585834458,0.0009517941596043099,False,False,22.572875561550998,completed,2025-01-08,exercise
