scenario,completed_cohorts,sum_cohort_pnl,mean_cohort_pnl,median_cohort_pnl,std_cohort_pnl,worst_cohort_pnl,fifth_percentile_cohort_pnl,mean_pnl_below_fifth_percentile,daily_discounted_pnl_variance,total_costs,total_turnover_contracts,variance_reduction_vs_no_hedge
no_hedge,1,-12.484425232065387,-12.484425232065387,-12.484425232065387,,-12.484425232065387,-12.484425232065387,-12.484425232065387,9.855540131582922,0.0,0.0,0.0
one_futures,1,-154.48200393750545,-154.48200393750545,-154.48200393750545,,-154.48200393750545,-154.48200393750545,-154.48200393750545,909.6426056057683,0.0,1.2815908801287688,-91.29759033609336
two_futures,1,-151.8325974275422,-151.8325974275422,-151.8325974275422,,-151.8325974275422,-151.8325974275422,-151.8325974275422,875.3829517837136,0.0,1.2820995361056138,-87.82140807062152
